,UKF259,UKF334,ZH1007nec,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.013570849778509855,0.01405251191626824,0.00362509552741424,0.026255556893496866,0.054351091430842595
HALLMARK_ALLOGRAFT_REJECTION,-0.006206206530686508,-0.00479091090780322,-0.0751091178473318,0.03466168950970968,0.0675097194690854
HALLMARK_ANDROGEN_RESPONSE,-0.02469352072741539,-0.007377557521206035,-0.06785327588025201,0.021219312336932826,0.04706439336220664
HALLMARK_ANGIOGENESIS,0.04965712237496783,0.13021169977096345,-0.06445356345616095,0.023235392149483218,0.01821179279597768
HALLMARK_APICAL_JUNCTION,-0.018149345095460172,0.013690656469461276,-0.023980211229641283,0.03522148479218022,-0.0010511212318243038
HALLMARK_APICAL_SURFACE,-0.016743159330627005,-0.010898861201040706,-0.06729881543379419,0.03565588530672898,0.052709548104636225
HALLMARK_APOPTOSIS,-0.020172588739364422,-0.0506735107889733,-0.014375514608003886,-0.017452876096772384,-0.02244226631087003
HALLMARK_BILE_ACID_METABOLISM,-0.014496090311987087,0.006488561339050058,0.000567987317659374,0.023134046344280606,0.03756186695317059
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02254609812503585,-0.004353644276797874,0.027142037907053163,0.04927069598647855,-0.01427290344349149
HALLMARK_COAGULATION,0.0036706608888326248,-0.008378921490673569,-0.09498731421464941,0.036331281277865966,0.052138908890794144
HALLMARK_COMPLEMENT,0.04548633539183679,-0.030196002113433307,-0.023137095121746457,0.04136829985525158,0.038257641748721385
HALLMARK_DNA_REPAIR,-0.041453889132718684,0.04433889698915785,0.07075284725190094,0.04232258435495186,0.002575149848002447
HALLMARK_E2F_TARGETS,-0.016987627743375575,-0.019304724568812867,-0.04088016493131132,-0.01029558364080353,0.012399009701945182
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.004777842962518308,0.054810763571500706,-0.04418635475764328,0.03756725673677956,0.011167771640987477
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03858515867975812,-0.053422040794378615,0.0755089198891117,0.03395921808654463,0.0002815841327713412
HALLMARK_ESTROGEN_RESPONSE_LATE,0.034837635825103824,0.11481083729916147,-0.015003136709015322,0.02254612830529318,0.008110402345165737
HALLMARK_FATTY_ACID_METABOLISM,-0.02240590857175455,-0.016969157359437582,0.050201291712537885,0.04722809407889096,0.0020166250038146415
HALLMARK_G2M_CHECKPOINT,-0.012998649712136066,0.02073961708532347,-0.019122139626294474,-0.023552036259480907,0.04751094505685461
HALLMARK_GLYCOLYSIS,0.022807620061921306,0.07935098404478705,0.03855818742814898,0.07288159177668009,-0.002536810095880087
HALLMARK_HEDGEHOG_SIGNALING,0.028406557286766495,0.02880161103340483,0.1734088202326888,0.029663808208821522,-0.019151180475441298
HALLMARK_HEME_METABOLISM,-0.025066181302555914,0.07914348093431553,0.010395276904695862,0.04640822610296031,0.04143962819960693
HALLMARK_HYPOXIA,-0.009197811539741916,0.12580019695261663,0.0919511143802244,0.07181993734919881,0.02450512516334094
HALLMARK_IL2_STAT5_SIGNALING,-0.03924911875004441,-0.0343167119590741,-0.006103585640836963,0.03471236410972507,0.03128756224482942
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.002200745327287937,0.004764978736467457,-0.13924064994157145,0.0018081737460840914,-0.002665629309074018
HALLMARK_INFLAMMATORY_RESPONSE,0.0252675799930935,-0.029057027712583446,-0.05662872760267702,0.036299707678519616,-0.004329292639181848
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.015908302549146956,-0.02384085915443315,-0.05717833179641887,0.008964052256122323,0.06688941498265885
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.036289786774331485,0.019296038583564327,0.005040154591544353,0.023596493231712538,0.03326919345011116
HALLMARK_KRAS_SIGNALING_DN,0.025905915704521634,0.020252567271882554,-0.022983849445131356,0.056107323158488556,0.0170131889917419
HALLMARK_KRAS_SIGNALING_UP,0.018457752187073177,0.009231646023002823,-0.06483955608112671,0.01240998446666174,0.0031863986819798324
HALLMARK_MITOTIC_SPINDLE,-0.024849723838370114,0.02825337282203743,0.012598196750363501,0.03361257218264087,0.032014327744522404
HALLMARK_MTORC1_SIGNALING,-0.0032106038727683648,0.10916213617779531,0.07940084442939226,0.06323335773413037,0.02114891933669638
HALLMARK_MYC_TARGETS_V1,-0.045427438031882816,0.05004572994729076,0.03267535820622944,0.03577156407644322,-0.005840450263034735
HALLMARK_MYC_TARGETS_V2,-0.047730223772304285,-0.04659397818514399,-0.01853202545535108,-0.04519842476919702,-0.012785886286302204
HALLMARK_MYOGENESIS,-0.0004715825703173961,-0.010685354743734695,-0.020136707943714076,0.020840946856071615,0.00929952594756474
HALLMARK_NOTCH_SIGNALING,-0.0162562357735399,0.01009773457713299,-0.006697037381828784,0.041822023731714154,0.009583763864296895
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.025930938601294085,-0.008249370409479725,0.09346561184087669,0.05192040689666896,0.03089318668911111
HALLMARK_P53_PATHWAY,-0.02102785523304826,0.061533771041615504,0.1132824251738645,0.107186683443721,0.011947412455004237
HALLMARK_PANCREAS_BETA_CELLS,0.02952066802590744,0.011512285467579037,0.03163862771732425,0.03525679100509374,-0.018744799840010082
HALLMARK_PEROXISOME,-0.022853963752628353,-0.02036843758326155,-0.07497077645177952,0.022030805271781008,0.02266547840572822
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.01951236706704186,0.010579488866918558,0.01312505602229384,0.008792487825159788,-0.0352289120221494
HALLMARK_PROTEIN_SECRETION,-0.005940872864868752,0.044624646007028264,0.04515253713891107,0.0432531746514762,0.03145914184815858
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.06163543684243604,0.0061603097690860285,0.0483937591334538,0.0867950539771541,0.06803824842782806
HALLMARK_SPERMATOGENESIS,-0.01731539569212666,-0.03001279483347467,0.02926780514138969,0.015403036415537523,0.03171223353275508
HALLMARK_TGF_BETA_SIGNALING,0.0006698413621095441,0.024157803849444888,-0.02286495071954373,-0.022213270495980594,0.04427288726143695
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04404984615977676,0.05433348835020098,-0.030234658568487328,0.03303006040750583,0.0011668578785757223
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.03864522044660708,0.056470942827048544,-0.0048018273673455306,0.03314031933405502,-0.0024504444202937056
HALLMARK_UV_RESPONSE_DN,-0.03629833909113141,-0.022844231539744374,-0.009765994848210606,0.03976582723474078,0.014664238496994927
HALLMARK_UV_RESPONSE_UP,-0.009561026493556226,0.06689311770652664,0.017809079528300433,0.06225814411879433,0.007219102239902297
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.015703920991837043,0.005399891554189388,0.07928929188973134,0.021353713583975722,0.03557568059917892
HALLMARK_XENOBIOTIC_METABOLISM,0.007459486115283504,-0.007895985970929897,-0.007148209747793195,0.07554917815457204,0.0663362397409855
