,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0041319978653075115,-0.05191135460178931,0.03678993386113904,0.052916463431576514,0.12933573617732713,-0.03779401592396645,0.10143469578054393,0.05837953001435889,0.13698458524335924,-0.06929408856480836,0.037890701567342554,0.014648871891921846,0.14959128140585923,0.024508582026652178,0.10547920323640718,0.15091586906050047,0.1960336817269025,0.20735255979749118,0.06152845892966846,0.09069643901281836,0.1675632498886369
HALLMARK_ALLOGRAFT_REJECTION,-0.05281131390416082,0.030652446845165705,-0.017513105252606208,0.029840995998017338,0.04720738252508054,-0.06121747337299929,0.04011564987457686,0.14407646390749257,0.19094947733653053,-0.053982313805888665,0.03731319545608112,-0.116777846295195,0.21322591451501818,0.039926910494912225,0.06469514457571458,0.03146677173582986,0.07937248993283545,0.16979540885511044,0.0036818304500923216,0.006269357216398753,0.1508174408531932
HALLMARK_ANDROGEN_RESPONSE,0.035163921942046976,0.017735368419341146,0.0684829559499767,0.037727946389600156,0.09384972269652156,0.039000393318273104,0.08307810482707068,0.14633842783830006,0.15928493602198995,-0.02786968622636267,0.0006941850549095786,0.012635093611788014,0.18416186833901313,0.040523137480535404,0.0696231764436586,0.0771083032174638,0.1660191472728607,0.20895084390023666,0.027941756192576026,0.05234570471567278,0.11259664542967564
HALLMARK_ANGIOGENESIS,-0.012775843919756722,0.004122555985572925,-0.012796812237929826,-0.009657226754691895,-0.029160574159587612,0.043058010512188105,0.005793493802453186,0.18738248757710352,0.19056851838290795,0.04673841280629101,0.024048836345099,-0.08717435310167243,-0.017859026017324493,0.09220926730835313,0.05640814263943835,0.07605433493054307,0.08932962210301892,-0.1122544961371224,-0.030754967264136915,-0.02593415267607981,-0.031015436629771995
HALLMARK_APICAL_JUNCTION,0.04358491218650519,0.0014546701301050478,0.049956846882514394,0.043230977504525064,0.09741818974238727,0.0013393239215459206,0.13720701336409166,0.20015882114109537,0.16828770770820448,0.01340518900616688,0.03151478700292434,0.035009645154800484,0.229921910505633,0.0857610463105943,0.1424691608504278,0.1451104564407941,0.20687532446443407,0.20359002791248426,0.08366125705737462,0.08061004295018641,0.16843664401111755
HALLMARK_APICAL_SURFACE,0.03834501129005012,0.004632073594771278,0.11286393527128032,0.04001068005311954,0.012319266687500293,-0.07955760987210066,0.0912975966746275,-0.013281826348428833,-0.08684190100377892,-0.06041649145126326,0.07319229112024897,0.10336364016481803,0.1933980700596038,0.049342309371006525,0.007938090854941154,0.1815546765064141,0.1666537333857926,0.19813066808456606,-0.03969895757580829,0.023242769777051073,0.22435020537687422
HALLMARK_APOPTOSIS,0.05489978484425547,-0.01456745227769165,-0.06242858984283896,-0.012878742061912097,0.03427870940675482,-0.006183658402496632,-0.03052799921284199,-0.05489339625091829,0.012294997570818639,0.097271960718045,0.0581582492399037,-0.02337094977722857,-0.047832646316526256,-0.007171411292059854,0.03858741814971897,0.04333682154748994,0.008707507932097373,-0.04228289211421851,0.01963094362820024,0.05134950636337111,0.0964633472804252
HALLMARK_BILE_ACID_METABOLISM,0.036376617738353434,0.027892123999218924,0.046995581986383074,0.006450091353242245,0.017325103755839785,-0.0108878126270555,0.06959526768974258,0.1495464739760414,0.13925926189465734,-0.024554351322679174,0.03945845231069881,0.010221635303622108,0.058694605035745785,0.031222579942408457,0.11264344291064178,0.19740765644520322,0.14037350059990492,0.21271301701113296,0.0719522377448576,0.06129663766317913,0.08951727622322762
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0017635402045172903,-0.013975328515347121,0.05842926698758681,0.01954665121730763,0.0741972394418295,-0.02362383131991636,0.06482973736754825,0.14088531632335755,0.08728123300609318,0.04916692314656687,0.047525135267170004,-0.023236934326205383,0.19599925648739314,0.05356794072096082,0.0044376792079715045,0.17493231529667613,0.18643929124241693,0.23809586456407233,0.1282036805152706,0.08343086207773902,0.11047767052042949
HALLMARK_COAGULATION,-0.050550359813142036,-0.08143703381116725,0.004187914108918736,0.023252392901811404,0.05312333856584216,-0.04463877445451277,0.03525869314844148,0.11772136234722493,0.19793972733519655,0.004232363130651644,0.06839843534626469,-0.09218694299588197,0.19033091811194786,0.08287419461043789,0.11935054804957697,0.08632343057644089,0.19182824072102303,0.15447893452469866,0.0007318129607547027,0.022955076664713598,0.13721430570749485
