,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08314329229339522,0.002674538092252138,-0.004008899797276418,0.06354420563873127,0.04288460033087579,0.0150244124751683,0.05012579430223966,0.03515008788590121,0.11365764450019364,0.0054466159365409664,0.0022996284442504712,0.11217068128353,0.004501655989345902,0.02658216232897895,0.07432623344204506
HALLMARK_ALLOGRAFT_REJECTION,-0.02869798361894552,0.039282117915854516,-0.011946556347246381,0.07051818649904354,-0.09942330597523796,-0.07507942091956155,-0.014097230216707689,-0.011502166670470437,-0.16761702879989585,-0.08113215460638842,-0.048032798193070464,0.0814541328158878,-0.005604375989405919,-0.03344489864829069,0.024778892551289528
HALLMARK_ANDROGEN_RESPONSE,-0.019187905220732108,0.01829245674900126,0.01465869179301943,0.12329300899401616,-0.030643777498596994,-0.08778200779726807,-0.022678133441207556,0.0319113299790861,-0.03842522669656946,-0.03239581821988787,-0.04574341178939444,0.043024273859103894,0.03160355147834162,0.06255279775053858,0.08007996307068249
HALLMARK_ANGIOGENESIS,-0.023803730140561925,-0.0004096843464594177,0.033967655630233885,-0.15286257028003364,-0.06050485461800462,-0.08937415643083467,-0.032671910010814445,-0.08053674989758874,-0.17509041506959724,-0.030715339040303057,0.06277666654628114,0.04384642834319654,0.04330984409566351,-0.052462582311228,0.06712879512664317
HALLMARK_APICAL_JUNCTION,0.04065951249758579,0.01063343991322155,0.034134248935422946,0.03076052041656275,-0.05629789517728188,-0.04896548070155848,0.0026294459048543614,0.0037114995340145813,0.03562129038533809,-0.02070487438241627,0.023282097912527864,0.09165953100162437,0.008985190945599304,0.031422706117215524,0.12402136493075193
HALLMARK_APICAL_SURFACE,0.062150607812253546,-0.027969291667180624,0.0038242374361327825,0.04290266740898804,0.03836133230107512,0.09267949127314548,-0.037071196693802475,0.03750468590255906,0.10885479650610286,0.06425407440123247,0.013683773912329847,0.04921679719574632,-0.0029645619685290435,-0.027411297831507725,0.11018665143285744
HALLMARK_APOPTOSIS,0.03025560789657981,0.01734743416063569,-0.014089380164852497,0.007670062937507981,0.011358893356563322,-0.027978527428064035,-0.05557780860520616,-0.06346261960413778,-0.06509519309455944,-0.0009176465419334816,-0.024043838869895716,0.08445211244237782,0.0030244707353702487,-0.037056396071210786,0.05242334726039519
HALLMARK_BILE_ACID_METABOLISM,0.009116097059176877,0.028170083408779197,0.030055106113104718,-0.005409443165775246,-0.03532736924992618,-0.10012570448213191,0.001981375341210975,-0.06171466641189225,-0.04251306368761244,0.024707152793204186,-0.06406435914332892,0.0786211479762274,-0.004017012535906984,0.035851830018902256,0.08636946219202853
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015865529720101426,0.019267589746750392,0.005799015839212183,0.01353115430009861,-0.1282968750197149,-0.0730550068260729,-0.005197908306187869,-0.005035000268825037,-0.12766527000722352,0.022785888897215306,0.006083080238406763,0.045997469380434954,-0.02820817228134357,0.07796611599890699,0.05811377344007769
HALLMARK_COAGULATION,-0.0074527620842010645,0.03136748180738463,-0.051958676064399634,0.0621685342371439,-0.09445756277830432,-0.10762537187089527,0.013408329592688218,-0.07786196032270841,-0.19629344533906026,-0.049218394250507724,0.024696611434179606,0.10544590843086811,-0.04632480513981824,-0.04481594779950071,0.08451514072236671
