,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.13710115962156635,-0.009371648722531807,-0.008715673733548224,0.04352212552697574,0.03927524010476108,0.018975304662922514,0.04714697322592825,0.0007395952163915922,0.03918078449607554,0.2187477052809473,0.15183910050816501
HALLMARK_ALLOGRAFT_REJECTION,-0.034260381241436134,-0.023124982442906238,-0.03868364183119813,0.021104429582473983,-0.026611838642170715,0.027968831445168367,0.04805548411382185,-0.03250326345720944,-0.009914386542861848,0.14185122406763317,0.014657065451322924
HALLMARK_ANDROGEN_RESPONSE,0.0796546880555243,0.024896226232820253,0.028201147770784488,-0.03558592057649002,0.0026480009026928018,0.017949649573999207,0.012936829453506367,0.010716050530449566,0.029314265784636074,0.10127780506929185,0.07311025855185165
HALLMARK_ANGIOGENESIS,0.038010642592318275,-0.01214147173400776,0.006258319411196438,0.026100726336967944,0.09800951790080081,0.021465547926374638,0.08634118907883165,-0.05459793331084725,0.017492807910581908,-0.1529615401632577,0.059767452191605994
HALLMARK_APICAL_JUNCTION,0.09651986142299206,0.03630763040721378,0.06579707108289175,0.06969796347925357,0.033976898934703535,0.05532587546518085,0.0726156684712985,0.02050973028026531,0.08888842912330393,0.13063900586609672,0.13196733092555588
HALLMARK_APICAL_SURFACE,0.07560147228041349,0.00564492430311176,0.043605093272623296,0.011660996333726033,-0.07226765147132272,0.07998354888326316,0.05106414788466374,0.03651983167951064,0.03637754791866261,0.10767302660335569,0.05865288531728656
HALLMARK_APOPTOSIS,0.03170356664511946,0.04308713321983483,-0.0005726504658413151,0.03365758489905047,-0.010253680151376688,0.007953431421780286,-0.06100239842112909,0.013022148520800267,0.018810248585221685,0.11661375304664276,-0.02122551695647798
HALLMARK_BILE_ACID_METABOLISM,0.14005034010766546,0.021368301717447448,0.05948821496566735,0.042175170611545895,0.029808900278251487,-0.006484145455941501,0.024451925923147346,0.04721060385990076,0.07053921614689214,0.18529661555521537,0.14226428688588
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1281696726000596,0.07314859048081782,-0.0037351879605737252,0.06214991692017676,0.05405408857016209,0.04927538137176227,0.08293941974417599,0.05284904423328613,0.014841838885891544,0.17661549473152607,0.1552119555677928
HALLMARK_COAGULATION,0.06550080889354991,-0.00033113567203437724,-0.003707026011069686,0.01820272396782802,0.0006105879984073095,0.06367352404259652,0.030457299159081755,-0.0003260352756150495,0.018674545628558845,0.09927316362983565,0.06555688686472241
