,MGH258,UKF243,UKF296,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.05243856731119144,0.140008525115369,0.01201014065222035,0.07682285817501049
HALLMARK_ALLOGRAFT_REJECTION,-0.07641862588444487,0.08712468822472869,0.05561175516160082,0.03228193119031858
HALLMARK_ANDROGEN_RESPONSE,0.12164398148982788,0.1441073188798156,0.0014867383066612173,0.0702342729516648
HALLMARK_ANGIOGENESIS,-0.05371853101287143,0.011720475301620863,-0.02174322225922294,-0.024235930992649247
HALLMARK_APICAL_JUNCTION,0.16464386350043614,0.14271428203567352,0.01499274936945981,0.07855527951170985
HALLMARK_APICAL_SURFACE,0.10253751622653863,0.16945571160353046,0.025448432540624108,0.03396479947438718
HALLMARK_APOPTOSIS,0.02644699052913117,0.06216251842475435,0.03879399167062866,-0.05581897426441637
HALLMARK_BILE_ACID_METABOLISM,0.10382278087874075,0.15434370076442439,-0.012659687552475572,0.05666529125885491
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10781647603610314,0.15295048920234083,0.042947703850607935,0.11736104099907312
HALLMARK_COAGULATION,-0.05122966668210167,0.0998562491221358,0.012863813194271535,0.02375541863600866
HALLMARK_COMPLEMENT,0.009675569987574618,0.1437583215746193,0.06608735845691072,0.020294408762932033
HALLMARK_DNA_REPAIR,0.1433110249457073,0.15321644913161214,0.03697033941746153,0.08408452310891044
HALLMARK_E2F_TARGETS,0.15075413378083674,0.17436602741791266,-0.03736501536619578,0.07196842845415409
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1688065305069194,0.06348431670252726,0.009561888614957407,-0.052474423911556614
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05892436907793839,0.04662381784726617,0.017342203457470423,0.0746294838142959
HALLMARK_ESTROGEN_RESPONSE_LATE,0.053747170924569904,0.11941565524126238,0.007229874389007954,0.06941141422361492
HALLMARK_FATTY_ACID_METABOLISM,-0.016770402873138877,0.09065616213629296,0.047964197557304994,0.0135800891716575
HALLMARK_G2M_CHECKPOINT,0.11276030402360163,0.09724473648571456,0.033194261408748565,0.02208612387332619
HALLMARK_GLYCOLYSIS,0.14627057971734908,0.031057772129106043,0.0010271897412404416,0.08286974585160416
HALLMARK_HEDGEHOG_SIGNALING,0.07128974299764756,0.0806832798670862,0.0012865125934209607,0.07725069304133442
HALLMARK_HEME_METABOLISM,0.06932213620876879,0.1827587356650027,-0.007307259577509268,0.048350768715305706
HALLMARK_HYPOXIA,0.1151058482313404,-0.1302468875343837,0.04893390489475189,-0.012523650068762472
HALLMARK_IL2_STAT5_SIGNALING,-0.005728430891633351,0.09822905457973731,-0.03698544640265971,0.07808046932732762
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08189183461167529,0.030272457770386924,0.038109115665821015,0.08632560466443193
