,MGH258,UKF248,UKF255,UKF259,UKF260,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.03507155934693829,0.003934980079459006,0.02902903662496599,0.04395236867728662,0.04837507570695319,0.07329666074416415,-0.027255655851267428,0.19591447172240808,0.1789441846269577,0.04652598397836072
HALLMARK_ALLOGRAFT_REJECTION,-0.05116359556156961,-0.09706020633508637,-0.026706274690157943,-0.022911323285633,-0.012653004844931832,-0.04041265386465027,0.008659966493365917,0.09822521456887703,0.1332584884434567,-0.0104479851400732
HALLMARK_ANDROGEN_RESPONSE,0.06707336998206538,0.03420763995652931,0.058836108611413904,0.020187223474238875,-0.014185464722132144,-0.006349450253292986,0.08033737300047021,0.2158844598654136,0.16075425968302293,0.023667064422883768
HALLMARK_ANGIOGENESIS,-0.007538106526667003,0.028304994460056472,0.03580383192322638,0.03140646236494913,0.02573726099004886,-0.002060048566280387,0.0011488039590977135,-0.03437166751769258,-0.14216443242513324,-0.03584318696860388
HALLMARK_APICAL_JUNCTION,0.06240116799519628,0.01297738275203276,0.04106063192108707,0.05003746732310478,0.03775022620936944,0.09108066313614077,0.0011543462507865286,0.18175529305879282,0.1700512502712129,0.15211533367915755
HALLMARK_APICAL_SURFACE,0.09590274639130365,0.04450590649671882,-0.05444593437976205,0.020922148280812757,0.026369236811249305,-0.009909139506342918,0.018994983197082222,0.17030452480204641,0.17625778135013892,0.11526834835153858
HALLMARK_APOPTOSIS,-0.03204432736472939,-0.031591031865338244,-0.0049525936742629804,0.033534355610184106,-0.05768395185538664,-0.01475945967251248,-0.006833951043891828,-0.08513279207097367,-0.10051396124739771,-0.05361163261244393
HALLMARK_BILE_ACID_METABOLISM,0.07923168105460651,0.0439091328090064,0.0026925246907778875,-0.05279819352175412,0.08409620971439578,0.05815107609314232,0.07420989448491183,0.19230008442497815,0.18992496847870854,0.05210785373276622
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05220035973239438,0.06937181741565208,0.01758634913897536,0.05922569048010385,0.03953701811208477,0.02969546641251695,0.01691356989794804,0.18703248756163013,0.23296155475095093,0.08253700233186534
HALLMARK_COAGULATION,-0.06146076220638436,-0.05389542753712737,-0.011054104232227765,0.03675567046903236,-0.044952523142168244,0.0237025233099022,-0.05823642167617983,0.1258864860168371,0.11760962345882085,-0.09303951263245451
HALLMARK_COMPLEMENT,-0.05989939867183103,0.036524077298630275,0.0457490963282962,-0.027133010634348677,-0.00828477413076672,0.04323153123814659,0.05763506040634467,0.1306108501255289,0.12779348624861167,-0.023348882264876004
HALLMARK_DNA_REPAIR,0.056674740639647135,0.03395544335885977,0.026491957380963604,0.009750093597604053,0.025731295968395587,0.024687904418012913,0.08112937779360126,0.19739272442887842,0.21238706639396765,0.18154241644586527
HALLMARK_E2F_TARGETS,0.041944340529043056,0.0388738430960788,0.018871687771944083,-0.03488500830529789,0.0989333127788264,0.08061995102938746,0.012064912980187229,0.1310897580270293,0.12428753945482865,0.14063835426060453
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.058875892405936,-0.015085774558512694,0.019188532183598138,0.030839652260544276,-0.003636446747665208,0.04924697501919674,-0.03940018554818439,-0.057597080641957926,-0.08280493790718789,-0.0467204890426374
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.015393088965200358,0.05516874855442446,-0.046425270241559034,0.03732185582969372,0.10014494909054285,0.0463833393952283,-0.02207891788712749,0.1564263762579044,0.08999384596650789,0.13187434489140046
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0011589659245997783,0.01026370908958682,0.00945195388640979,0.008138966388806316,-0.0715063420130386,0.02184485701007398,0.020208224780161932,0.20448164906822905,0.17612120608078677,0.0001447803639004215
HALLMARK_FATTY_ACID_METABOLISM,-0.046685788105068196,0.04960347952235112,-0.019524624513136572,-0.017199614430250327,-0.06205970139879906,0.01159005640404326,0.04644067178847981,-0.008478583342870931,0.01798577497843569,0.015911367472117768
HALLMARK_G2M_CHECKPOINT,0.08376130175288811,0.05164592743852356,-0.025090196989122817,-0.01412073172141154,0.0730397855875466,0.05753373444786646,-0.020915206294466804,0.10501802950653309,0.07531624008001697,0.078422713682921
HALLMARK_GLYCOLYSIS,0.04405026573981959,0.049374772646664664,0.006831623485379036,0.05718215858137272,0.0006625412730851556,0.08348759828997857,0.029706208398475417,0.14692505340009032,0.1701176613611932,0.14251460941759658
HALLMARK_HEDGEHOG_SIGNALING,0.05712844327908946,0.12001071968479694,0.03588746145213889,0.09900531437314829,0.03218020758162066,0.04782612709766936,-0.024328556705216258,0.08460125137166877,0.09880787071646115,0.1665767543084855
HALLMARK_HEME_METABOLISM,-0.006832823268100722,0.03090953537524695,0.03539086703922507,0.029917769922067187,0.05945906163850712,0.12139831579385954,0.01978350426400886,0.1872601736722445,0.17240771535236393,0.10250602850134528
HALLMARK_HYPOXIA,0.07591000773718588,0.023329593719766346,0.0030272296567411114,0.049075455495163796,-0.03131529315196276,-0.007603468885518688,-0.02855188476928762,-0.07618058244312084,-0.08022462002489451,-0.041135723082167376
HALLMARK_IL2_STAT5_SIGNALING,0.01217958497221581,0.01671096605863096,0.06468090318849946,0.05820412591461538,0.04462976988475327,0.04058474652179662,0.013768658688526439,0.1394182588785954,0.18421837025600477,0.10918849892723713
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04173993932085008,-0.037375405358931364,0.04701225115783502,0.012294411704673967,-0.010976592691683308,0.03444065030110513,-0.0034670427753347713,0.03340865277248358,0.09661854217938136,0.014400207136492135
HALLMARK_INFLAMMATORY_RESPONSE,0.05249639894031274,-0.029911897969073,0.048602410384805964,0.016520167915155978,-0.049632224871107834,0.04990379630531957,0.02821935857875808,0.03414440961760869,-0.032780683818778446,0.00922943934344107
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04152821674868601,-0.006010813330098272,0.022097438879530782,0.005528742005023155,0.002484478932570852,-0.048995021529041,0.09004657448612437,0.1974639928641761,0.16381582697841787,0.020817568790055842
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.031174003828976837,-0.036148808506696224,-0.07168862141588708,-0.007149668965122594,-0.02936029700717085,0.044411519018396975,-0.0483688916210154,0.013966767985341383,0.041339031916555816,-0.06749254101977058
HALLMARK_KRAS_SIGNALING_DN,0.015232422864548489,0.10150740996863372,-0.028476018088735722,-0.013615108111796262,0.08036754105850787,0.06447626676653238,0.06191577946639368,0.2055162194889678,0.2071592242435698,0.1628997910806044
HALLMARK_KRAS_SIGNALING_UP,0.054951521476982554,0.014933279608422037,0.04408366445266882,0.0012244485256059177,0.0059580260915852975,-0.003945565409492912,0.011210031453386553,0.17192384849999406,0.1448452771142923,0.09755803470958799
HALLMARK_MITOTIC_SPINDLE,0.029480551703276233,0.04496709526106536,0.032297445659047075,0.03530079446263529,0.04881659927484277,0.12163880784613793,0.04435010805265941,0.17918510773925672,0.16310892916292058,0.16119433582087295
HALLMARK_MTORC1_SIGNALING,0.06545556825195323,0.04155285773806628,0.011052350174912979,0.028440957382839617,0.0018602150240613871,0.01592074616915692,-0.05662152229685214,0.020170926994369502,0.005955670031371512,0.03620990190290049
HALLMARK_MYC_TARGETS_V1,0.07174331941227167,0.023463543368453927,0.005529309501459746,0.0027105816132526077,-0.0030865896578094873,0.01979411393182189,0.09329839537114328,0.1930218915701233,0.21627972136714121,0.17062245987139768
HALLMARK_MYC_TARGETS_V2,-0.02306737419329009,-0.007180489080882213,-0.005221805269834764,-0.013352115078082644,0.01792797140565163,-0.023218901996277685,-0.056332282535492176,0.06401884161559258,0.09592356885283786,0.08935005566758708
HALLMARK_MYOGENESIS,-0.00714093529202473,-0.0007448510262084322,-0.008581130995041606,0.02399864893599266,0.0488031348465371,0.04445719863449918,0.06904643539922632,0.16260439216610387,0.1721686847721228,0.05157612905376629
HALLMARK_NOTCH_SIGNALING,0.055218357341919544,0.06041557374321814,0.029502597065525035,0.006542715759518652,0.018980869134053693,0.0497075648593806,-0.013084672029330472,0.18679986431079035,0.20722427378708788,0.15980025858377828
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1033822997603432,0.04811493062636369,0.009201361924544384,0.01158620917741712,0.03965173824026463,-0.005400900907715141,0.10446750435242752,0.18969233741044247,0.2302235116787149,0.13564722185517006
HALLMARK_P53_PATHWAY,-0.008261476816565298,0.009886476613774101,0.0632110802344613,-0.014246530331014416,0.03381064074015277,-0.0011232026218450438,0.04305268018990653,0.18826616527978068,0.21950986875690634,0.0675260849269906
HALLMARK_PANCREAS_BETA_CELLS,0.05462919726304011,0.0595227293429278,0.010764582007615504,0.0030050718531854075,0.012656061047368628,-0.00941238892301188,0.16912580203003608,0.1953119275695694,0.19895883137645054,0.16477470235731026
HALLMARK_PEROXISOME,0.07248070659663536,-0.01970203173717448,-0.002880528804621491,0.004706990033762286,0.05444959852290122,-0.02231546984510229,0.008435809071551762,0.17133968348230108,0.18377359487702538,0.10956566607546228
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07233151632899182,0.014138002534474187,0.03467155405991145,-0.007690294279241138,-0.0045145708268835676,0.056544832107420076,0.013881280317803033,0.17703094696886096,0.19758594576298957,0.13768490251120924
