,UKF243,UKF251,UKF255,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.019979511222998576,0.025134636716856132,0.06123425513220553,0.010593372722926925,-0.009591544817233351,0.03850646463276114,0.04255386196275801,0.0032528480342901987,0.010928272714165377,0.023811952266265854,0.12605814205792829
HALLMARK_ALLOGRAFT_REJECTION,0.022200160228443906,0.019764002868935735,0.03600999640300104,0.021686261942484034,-0.006996346060826934,0.1130728938653494,0.03105019221453052,-0.013813282209920242,0.009171150601608058,0.029024477340018125,0.0689608977769791
HALLMARK_ANDROGEN_RESPONSE,0.057920139629033786,0.013238259626115228,0.004821331114993384,0.02927268711409233,-0.020035783234831864,0.09101446782009312,-0.0023001582880342055,0.03544630264409448,-0.05330834652450177,0.03750949153526435,0.059184927342582606
HALLMARK_ANGIOGENESIS,0.054685647765658284,0.06190759422743526,0.07310017205904641,0.018462715444725688,0.04494057721500315,-0.07757672054786821,0.017261467160573283,-0.042879628746319516,0.0580158294532988,-0.04533904041315159,-0.07428356348767284
HALLMARK_APICAL_JUNCTION,0.04563097318806633,-0.011951191326814119,0.09131549040009285,0.0237293716627419,0.00405232084357782,0.006898022959719255,0.05841666023831295,0.011979832917256161,0.034371505479375286,0.04316106610324603,0.06365407518268941
HALLMARK_APICAL_SURFACE,0.018588130959060603,-0.06396189526192958,0.09727308350839087,0.00728511265860472,0.042272209362221744,0.10134188950900454,-0.037072225011664385,0.03155344024804103,0.03687975980717967,-0.06603128088121976,0.030380905880326856
HALLMARK_APOPTOSIS,0.05744778200372528,0.016222984815326004,-0.007856075354370417,-0.015587549572920755,0.023201189077281307,0.024757445881390307,0.02577298136578363,-0.009172824591066229,-0.008815263854719483,0.013637071973729322,0.046264655300139
HALLMARK_BILE_ACID_METABOLISM,0.0684361015120582,-0.0028129332588138034,0.053567363046092394,-0.021248948626660668,-0.03027022468096361,0.007530662941534281,0.045772044066007,0.05484218261466606,-0.05749146696924318,0.015571055478899367,0.11891701486483833
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09595676971249721,-0.034143732641664225,0.0586893296978954,-0.02705589336084015,0.00574350992633253,-0.030872397868526198,0.02990655861362031,0.018306739125100255,0.02259980369457812,0.031680884931936985,0.08408634990221886
HALLMARK_COAGULATION,0.08092697731458214,-0.006271892834056533,0.11505189791520501,-0.038091662198769936,-0.017975428980195975,0.04712351666931069,0.02778069918375096,0.03516111516153966,0.044835909684859954,-0.0018277307953889976,0.05747528763501231
HALLMARK_COMPLEMENT,0.04802825838814046,0.016787940654285648,0.06896736060347258,0.006512025717998883,0.00454642381183827,0.04661465934983375,0.0169876272263142,-0.0025516379353327386,-0.005536178266060571,-0.037226306847461275,0.10204835344919277
HALLMARK_DNA_REPAIR,0.007607244791446419,-0.011499045578119538,0.02143907892673073,0.0356898084827947,0.02232004666958978,0.0875840709198973,0.05598960692270863,0.00015588438860253496,0.040659639575748294,-0.007200247529671976,0.11592559184542767
HALLMARK_E2F_TARGETS,0.04505442982642571,-0.03733980203650301,0.08984826770407776,0.010354431533460237,0.019536265414931298,0.022330144998383542,0.030755640755141665,-0.0061115566700204365,0.02282200338577014,0.06551900780394776,0.07774238280967287
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.057293441728967526,0.009959251888071908,-0.004990480714304377,-0.01805071094300389,0.0030506220148454736,-0.04412088442490587,0.06681084583778521,0.020287996729159114,0.027608290370945997,0.020032840243307332,-0.022946002192254594
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04925196595053486,-0.0010998088823823394,-0.071456807251487,-0.034650832332181636,-0.0022449413283767996,-0.053118093016564734,0.02133656647081077,0.0077735677469811925,-0.021939328978534033,0.01714220458266139,0.12945537478966154
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05000535062106252,0.009122384903339689,0.1153114038835311,0.04851171754355446,0.014858487534488533,0.08940114119663836,0.02909852432666975,-0.10130729718527882,0.012278299065119652,0.0024741970795772684,0.08780073738606718
HALLMARK_FATTY_ACID_METABOLISM,-0.014719040194391296,-0.020643083216293115,-0.034444924059887486,-0.009347569162856933,0.06087830250987952,0.004038682091546276,0.02517576350494747,-0.04161944678129993,0.017026709206027342,0.052144065598343,0.015194582559331593
HALLMARK_G2M_CHECKPOINT,0.06760137673128158,-0.02861781003809726,0.024876399455263497,-0.002820566149694923,-0.0018216802114696018,0.06060692917365663,0.028156951764086596,-0.04740032967743561,0.00011756750730436527,0.004999503031682305,0.05087536770376402
HALLMARK_GLYCOLYSIS,0.03837465838104838,-0.010890535758049458,-0.024153955185711916,0.0010164731720247473,0.04602716342785357,-0.0515752025627904,-0.0026901961463236842,-0.014450076873128898,0.05100322275820192,0.021576743125241157,0.06543839267789799
HALLMARK_HEDGEHOG_SIGNALING,0.04325111859765771,0.07319545948314843,0.02521017355156782,-0.021354454115837238,0.03359115844898442,0.03249809686522267,0.0015801666358464842,0.006167753825208651,0.016088315586089738,0.07862610063808984,0.08098597804277709
