,UKF296,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03420462644812664,0.08414203854919972,0.19802213343261008,0.16218193241115442
HALLMARK_ALLOGRAFT_REJECTION,-0.01689464761859408,0.035782014422848014,0.1358751664623834,-0.057389713002313054
HALLMARK_ANDROGEN_RESPONSE,0.04155500641481068,0.1345303083986961,0.13342881854199037,0.08885539389056454
HALLMARK_ANGIOGENESIS,0.028626753159385527,-0.011270466824679033,-0.0773300812668838,0.0151354488139077
HALLMARK_APICAL_JUNCTION,0.015506088592675408,0.1127248421465812,0.15385538245447927,0.13976296490422355
HALLMARK_APICAL_SURFACE,-0.015377129472310997,0.15061122217709247,0.15692143016999957,0.09029273335384178
HALLMARK_APOPTOSIS,0.037486367897351235,0.030838686492822145,0.07097683776515969,0.004207902854095587
HALLMARK_BILE_ACID_METABOLISM,0.03281268484376862,0.17305373164868287,0.14644768712101217,0.11436671121874799
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03217857926670173,0.120667652914753,0.14229162250849253,0.13213256842293103
HALLMARK_COAGULATION,0.0045147278275978805,0.12661187674175,0.1431090812400169,0.11320662672645573
HALLMARK_COMPLEMENT,0.012890034349687345,0.08113440464043123,0.1510624996747639,0.10567888420175028
HALLMARK_DNA_REPAIR,0.046511123710758606,0.16792731955737758,0.177382721278968,0.13604770763255214
HALLMARK_E2F_TARGETS,0.019808864901389212,0.08469277304587844,0.14040452078191204,0.11584898050421244
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04463146054388999,0.01023183517575745,0.06630035697418021,0.08856014116580994
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03739548489906963,0.004986454503683517,0.09861342459972955,0.12287487114625217
HALLMARK_ESTROGEN_RESPONSE_LATE,0.006107687665042983,0.14266772597798197,0.13322889100405322,0.1228218943967575
HALLMARK_FATTY_ACID_METABOLISM,-0.003992681459030936,-0.013414661527429872,0.12018172327018743,0.046716698853444934
HALLMARK_G2M_CHECKPOINT,0.015445494478619808,0.06258115999124371,0.12458149379042004,0.0509898892393038
HALLMARK_GLYCOLYSIS,0.008258257096960687,0.06023581909572024,0.14395911170952036,0.126290892065789
HALLMARK_HEDGEHOG_SIGNALING,-0.00825283227957729,-0.03400476609939727,0.12815327800437948,0.06395203854180212
HALLMARK_HEME_METABOLISM,0.04083754979745098,0.12091305571597412,0.15213614143962945,0.13661057495003232
HALLMARK_HYPOXIA,-0.0393849092748731,-0.1390109704450881,-0.01654560502462719,0.009650224687393003
HALLMARK_IL2_STAT5_SIGNALING,0.025630664113423504,0.03322835809743614,0.1581056530893534,0.15171288822612664
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.019947634749185653,-0.026721599246518166,0.11641326551585415,0.10294156349458518
HALLMARK_INFLAMMATORY_RESPONSE,0.0038220251846330087,0.05898813101049002,0.08867547946658991,0.0694484525402606
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04538133722373344,0.13052374225997007,0.12835321101858316,0.08810685931655794
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04553422342325167,0.09959061449888905,0.1339430761111272,0.0372037719441983
HALLMARK_KRAS_SIGNALING_DN,-0.004868970710348346,0.15966204132028028,0.13780600712962088,0.126208076573554
HALLMARK_KRAS_SIGNALING_UP,-0.004142040854195691,-0.005204810570566098,0.16117989329958038,0.06936193090089765
HALLMARK_MITOTIC_SPINDLE,0.03273108951360381,0.052956542526547364,0.18383703256499015,0.1633280165137031
HALLMARK_MTORC1_SIGNALING,-0.0047981793434108575,-0.051763059060957295,0.03694229152226246,0.06544576693747464
HALLMARK_MYC_TARGETS_V1,0.021461903004870386,0.04956054715293401,0.13348158565562426,0.07869689131744263
HALLMARK_MYC_TARGETS_V2,0.04553210089854876,0.004500835946182887,0.10405940626585307,0.08779735619510008
HALLMARK_MYOGENESIS,0.051041345728311246,0.1505977358602442,0.1281515946000527,0.11918323266394995
HALLMARK_NOTCH_SIGNALING,0.06567604442397218,0.10104154212002905,0.15356905476447844,0.14420537153919435
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.009608548661083804,0.0813211197331698,0.1598652246165811,0.10903078520444555
HALLMARK_P53_PATHWAY,0.05182751301342061,0.06024028365940215,0.1660013779611094,0.07661914666389634
HALLMARK_PANCREAS_BETA_CELLS,0.015894298120462138,0.15035357424477697,0.1562913714691322,0.03807482091777786
HALLMARK_PEROXISOME,-0.005008978016488001,0.11727063865731181,0.14239666277652072,0.13291803534374347
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.015614895506811777,0.09646942135621964,0.16196426661932647,0.12113354245127675
HALLMARK_PROTEIN_SECRETION,0.030554099817230066,0.10216952061807043,0.1663827024463495,0.11978724123661252
