,MGH258,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.06640920656332495,0.010802425454113786,0.08400465025033628,-0.05808362234161545,0.049716362954373705,0.1440134516760315,0.04469910454589279,0.08029085677548882
HALLMARK_ALLOGRAFT_REJECTION,-0.0032830753845456955,0.03588446843145848,0.055239081193898795,-0.0283093753891611,0.076478179329462,0.10613155755297415,0.027840672453312412,0.07288378954117614
HALLMARK_ANDROGEN_RESPONSE,0.013584267662704286,0.009184473177222343,0.03279735227780197,-0.09820270858038033,0.05784484036702375,0.09994508840538054,0.04967760734387984,0.029698948939411905
HALLMARK_ANGIOGENESIS,0.035030708297765875,-0.09010630914826824,-0.025248063508625726,0.0438172075242017,0.0942358039408086,-0.08419397889572137,0.007573103079445027,-0.0729271327611815
HALLMARK_APICAL_JUNCTION,-0.022721324390123705,-0.02355707413295261,0.0828319091779039,-0.014474893677791423,0.03811786772671316,0.13747122889731717,0.05370272108648478,0.0645389374291959
HALLMARK_APICAL_SURFACE,-0.07162182046366332,0.0809068332859976,0.05200591925905569,-0.06212697636957691,0.05763697750734114,0.08389436316830762,0.03595433498993268,0.02624723259505594
HALLMARK_APOPTOSIS,-0.04354101260502983,-0.026945419946388854,0.057995692484100234,-0.08378508739938186,-0.0028713502610497156,-0.03871456644579011,0.006353592179720771,0.03394777534729065
HALLMARK_BILE_ACID_METABOLISM,-0.017964871419633432,-0.021196106108914484,0.05171325660576781,-0.06841986276459822,0.05846188599960635,0.1330424089310809,0.06285403165638838,0.10568589561685897
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.021715438435529165,-0.047409249760217105,0.08170583143630047,0.006034818819439193,0.06150098715660536,0.12183658788686631,0.06817566917129472,0.059497413516654135
HALLMARK_COAGULATION,0.03968722789275657,0.01260477723093488,0.016462589050858806,-0.04536607778111747,0.035390059240643965,0.10934580944775173,0.01425873940932521,0.049929259756531286
HALLMARK_COMPLEMENT,0.005649042186413519,-0.02533573201867646,0.060032303509111366,-0.06534199259710519,0.040146185511884244,0.07214182506708192,0.0561700803335399,0.09670132953117978
HALLMARK_DNA_REPAIR,-0.037420261373973675,-0.004120675465631202,0.06849770231448547,-0.06686250984521044,0.036413908791134486,0.11783188606632101,0.07439418474637134,0.13399228611044733
HALLMARK_E2F_TARGETS,-0.014055366292265083,0.030204155340035208,0.038209734065352385,-0.06597990624512765,0.053087513715916405,0.06956072561875622,0.06341115076458,0.06371268537093418
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.00598587827174864,-0.054099472857566666,-0.04298449449765629,-0.03328942451557131,0.03949251515051065,-0.04728425740672485,0.03492960055149474,0.015258434180197115
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.059002662205980085,0.021871977270430165,-0.0657658390993136,0.03212422043422968,0.006720052876534539,0.047072321190946044,0.011521724403863148,0.03196557945894141
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0008269706222623304,0.022602570815699687,0.06712219162990356,-0.07034785283860569,0.07861099806776899,0.1019013057095402,0.05691022973625244,0.09152551493220523
HALLMARK_FATTY_ACID_METABOLISM,0.03615191954216219,0.028418929861190045,-0.04934201078478978,0.00596804690268617,0.046124898677738835,-0.026800482187955433,0.05467166914024328,0.04633076777010353
HALLMARK_G2M_CHECKPOINT,-0.04085701749026372,-0.019892591275576306,0.04533139881324442,-0.12331465764655697,0.1093399866655151,0.046270201398996895,0.04048005972095602,0.055300630267525526
HALLMARK_GLYCOLYSIS,-0.039228526649638676,-0.03330706196458745,-0.06944605809659816,0.10625176755903029,0.059313754848448065,0.024114207759639107,0.08853800725122185,0.10491396135108584
HALLMARK_HEDGEHOG_SIGNALING,0.011226817898207052,0.011931473880277028,-0.004478771150506891,-0.0048855633055534765,-0.013071348181714426,0.014274918092291524,0.04093926151779828,0.04191648440526412
