,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.04520158997244287,0.04830115677521079,-0.031665523266234806,0.07006286009525817,0.061924890087906755,0.07374905271298964,0.010440686098629423,-0.005424912298456327,0.03781704900565352,0.14784074611322356,-0.011134925635244378,0.15508337472678838,0.02772355190932365,0.11975716191105361,0.26903524062086637,0.352801974869381,0.055296422496967965,0.06063832485865373,0.19263997904127403,0.0689467567076361
HALLMARK_ALLOGRAFT_REJECTION,0.1315786511055836,0.021217885027930677,0.026046586239873038,0.030411665707673306,0.2269801725917717,0.07626495716177649,0.06658675537771734,-0.05156323482539994,0.04899779348550274,0.11668709918486812,0.006546903676641188,0.08398182778744875,0.096271008321332,0.11822804369125207,0.2472584930336925,0.19961190103500426,0.01653247924032599,0.0736513990064257,0.11296774978049508,0.02944594528422006
HALLMARK_ANDROGEN_RESPONSE,0.04495722084552573,0.05232222790185198,-0.020696808732858604,0.014509101538784876,0.22685649532814767,0.0873304130456883,0.03515950611907849,0.045894671085630286,0.04997709676531327,0.042208245481338814,0.061464662157891106,0.17078876431527235,0.00927044169270382,0.08408087153014801,0.21882219725467034,0.31049739995975395,0.08669735047403014,0.09169990655783394,0.1642037215348421,0.11987890392900427
HALLMARK_ANGIOGENESIS,0.1671752136467763,0.03995505465494244,0.04613150285224167,-0.05063186442669737,0.2273588911576041,0.1116732646911443,-0.023882900979721726,-0.0861592702008242,0.015435711885183606,-0.05629360782864303,-0.030560856013982358,0.035728150163058775,0.03823976002140574,-0.06783664763331874,0.031326157617694056,-0.16238551088801612,0.041984168992182755,0.031369147720776695,-0.07655724031099935,0.14062783962507766
HALLMARK_APICAL_JUNCTION,-0.07560343307489867,0.07443684095504785,0.05091016315129186,0.05423118662777512,0.26505462118401174,0.10633919680778452,-0.02741558953547497,0.014843968123803066,0.0360080101323346,0.1815136032917981,0.0372279018812523,0.2131184672852989,0.07265715538559353,0.12274974497649484,0.26386354624325825,0.3618220442326229,0.03796073524804503,0.09012577146613855,0.1749767325131917,0.13778779460920326
HALLMARK_APICAL_SURFACE,-0.042975688959974244,0.030822360820049723,-0.02643441068667663,0.04317695549692513,-0.06287669977150934,-0.05874883228317305,0.04591514304981978,0.0984697338766651,-0.0636614424398697,0.12787100455009373,0.025631061730545607,0.05944928504125727,0.07698103450385228,0.1293181230980364,0.2538924516648187,0.3292089396431899,0.0437126580714447,0.04554897052435439,0.18102696591656056,0.08612523907549265
HALLMARK_APOPTOSIS,0.006438463113350936,0.07726079740169917,-0.0014601574020923103,-0.060643647496584616,-0.00707170528612474,0.0013902982182465923,0.015438746590261425,-0.04166397892430437,0.07437229955234068,-0.0067318008376944976,-0.0391437342160314,-0.11382103325475239,0.04164428474042428,-0.030591568799247626,-0.1269345583559162,-0.09384432037219435,0.020053804630736635,0.01920438935362417,0.11286331917965892,-0.015429741662997236
HALLMARK_BILE_ACID_METABOLISM,-0.07772262289505416,0.01199957903553226,-0.023425641970869347,0.003460925844098954,0.18629075133181713,0.09602974599234979,0.016559774906669347,-0.03746519495448333,-0.03851591893785796,0.0886614439786325,0.09577992125580623,0.09665744366853848,-0.00623298992906086,0.15281395907238132,0.2730315926943805,0.3324348150153382,0.023887781001496848,0.03774210958954085,0.18303909442581798,0.05861702434025067
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02809828484524487,0.05175111547498807,0.0003958618558282502,0.05661066296568329,0.19661973938437388,0.05534959832189819,-0.023252371546597674,-0.030559250355442602,0.10166188731906542,0.12759175434213174,0.07970455980739978,-0.038259238102573666,0.02617189629265098,0.11920127708431005,0.2307054398266731,0.3661812192250739,0.09710970483776571,0.05858444680259584,0.21245949757295582,0.05107717296288113
HALLMARK_COAGULATION,0.17743948432650716,0.11061675943765235,0.05067967295912562,-0.019956458816774738,0.21483307163571655,0.06376968897735677,0.04857766773959591,-0.08122987343754573,0.10107790385365442,0.12774245912701634,0.0924056930138935,0.13145831719054749,0.11979575639826395,0.10347448249563145,0.23296412707468284,0.20523784493236355,0.049931732037993386,0.04574979601908673,0.13978650341559026,0.07795882643301892
