,MGH258,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.038091640740863596,0.07624426058977361,0.040439144925046015,0.03275517177629644,-0.023415202458839865,0.012268526754748344
HALLMARK_ALLOGRAFT_REJECTION,-0.08016574737419567,0.1034141761650387,0.022350514736485742,0.04154583921349752,0.020083664344288116,-0.006888032821579204
HALLMARK_ANDROGEN_RESPONSE,0.06771121178926626,0.07755126403887848,0.04251286883830321,-0.04263729695814638,0.005962757192250036,0.009767778957271996
HALLMARK_ANGIOGENESIS,-0.013362226351138776,-0.09397567375200681,0.00170510913263146,0.014060634248376799,0.042765795336260626,-0.04699209354267533
HALLMARK_APICAL_JUNCTION,0.05374726786887594,0.02746669777516335,0.04608092884798031,0.019448642258634127,0.04992374569800061,0.018896034125190246
HALLMARK_APICAL_SURFACE,0.083090156168498,0.008242216389839135,-0.011869392464837527,0.03543970793138093,0.010967469395966654,0.08426244607384331
HALLMARK_APOPTOSIS,0.0131306295824998,-0.07705427919584926,-0.021555196507306782,0.06258501980143118,-0.013758998698576686,0.03591665729967715
HALLMARK_BILE_ACID_METABOLISM,0.04808355199598324,0.0612638671720726,0.04219504057526686,0.019493347686629373,-0.05525223174250666,-0.0662915059721297
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13321200153235263,0.05467125303520648,-0.02433348866591423,-0.018007294385300604,-0.05477264677818991,-0.028901654477929337
HALLMARK_COAGULATION,-0.04938624196054801,0.0638805390522649,0.013364850538516531,0.054896148843884086,-0.06601720071718963,0.027222211490577273
HALLMARK_COMPLEMENT,-0.03285562629721996,0.03924225855127108,0.007757528054113474,0.03668990260359895,-0.009206072851501691,-0.006691510425989148
HALLMARK_DNA_REPAIR,0.09270196569077543,0.04212069314219237,0.021051663031460756,0.04876614987080655,0.05494931443615614,-0.043855672876598806
HALLMARK_E2F_TARGETS,0.06126008516875935,0.01952877837712371,0.047613048923323006,0.04553079409745405,-0.0015597567979151361,-0.009904324830089708
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.021847251685042937,-0.059614864476533226,0.009854927547168154,0.05196600196246992,0.038218021675303034,0.005824355825837372
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012021824119110161,0.025061851314622723,0.005888843315384661,0.07898236540408393,0.0965327621403789,-0.05440476978673703
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06173359668499804,0.050914860581137575,0.030696560154989956,0.026766803493898934,0.020890858621791745,0.0022833576762653295
HALLMARK_FATTY_ACID_METABOLISM,-0.01766497579241768,-0.10226558671403996,-0.02434612919644862,0.03804790255270134,0.02755374637235475,0.007064791338539547
HALLMARK_G2M_CHECKPOINT,0.039651279911728704,-0.05354139086226723,0.069727675689548,0.02041440227391972,0.050600585317229274,-0.038538316482586044
HALLMARK_GLYCOLYSIS,0.061998415388845055,-0.010966940713960979,0.041067465827425896,0.018011373634648924,0.05404781366878656,0.007952550246280282
HALLMARK_HEDGEHOG_SIGNALING,0.0709988221409666,0.03055677741040668,0.06916035439719988,0.009127188876953997,0.0822917737285545,0.07495836815016411
HALLMARK_HEME_METABOLISM,0.017579389842172048,0.06133116622374936,0.0422047267723113,0.05579398285612198,0.018006382379067647,0.0124007199581801
HALLMARK_HYPOXIA,0.07515002232498746,-0.1001794926766437,-0.017153658644103068,0.02757720126083903,-0.004385869276642169,-0.1118765884736368
