,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03566907002270873,0.06857795000536056,0.03032872620251086,-0.03510295844358951,0.20213099703619505,0.023823905752729045,0.01941245310850254,-0.005364660669887161,0.025362864079643645,0.04958087723831543,0.03968578027673525,0.0398104899845317,-0.02688667767350884,0.13585952236706392,0.05101802171642752,-0.0006297365258046155,0.15737855260453854,-0.0221591251732977,0.11486766667856259
HALLMARK_ALLOGRAFT_REJECTION,0.02107260562125651,0.03470757196755921,-0.01743138591771542,-0.042619287470238194,-0.0037771996185144386,-0.09040867122060152,0.021689261670767714,0.07078839035040152,0.048885685814886476,0.05589241143180872,0.10944107835462678,0.10848371088421972,-0.06295301410693292,0.09973063585596147,0.0024538690212834607,-0.09389730097822607,0.0581152652155886,0.049546832904714025,-0.05043515782830474
HALLMARK_ANDROGEN_RESPONSE,-0.015234400571797204,0.07521849509218285,0.02946187998668809,0.08469802914896747,0.03301236722519158,-0.01625879716690763,0.030389186231277697,0.05127358620856659,0.03199562874651241,-0.030994831630962616,0.09450555951261663,0.10423809568070762,0.013887999384347685,0.10736068772255494,-0.02900429030722936,-0.04893530404893492,0.017676891369214767,-0.03195752023049327,0.019400784428029977
HALLMARK_ANGIOGENESIS,-0.11130210367308094,-0.022760463919558042,0.08402001714019658,0.05111421525579199,-0.12443859825648795,-0.02632919675616817,0.03069900882700382,-0.014359808831991967,0.019164405794296506,-0.07765708315257142,-0.0566018180966153,0.010798480497827155,0.0064894850737858955,-0.08493605194967753,0.0627739175120064,-0.06404575029166702,-0.1609233566640016,-0.03558864553499951,-0.051565368718153204
HALLMARK_APICAL_JUNCTION,0.025680892612817734,0.06755468267141039,0.06094401102962185,-0.012651423787656107,0.18527024630148606,-0.01756123381797873,0.021295836152385346,0.023257790261973915,0.02040475058699129,-0.06757312032323863,0.14323685858918622,0.04194453333397055,-0.008492098457028602,0.11608844890453346,0.03145177781549063,-0.023960154775934855,0.1004100708263173,-0.020445328892868462,0.08343982744274706
HALLMARK_APICAL_SURFACE,0.1164567081357989,0.029938014806116672,0.009025154871709622,-0.08122961027711759,0.23533791279785116,0.10140317202309243,-0.04571339016726099,0.06273447399531766,0.012384722552731544,-0.05207352606402857,0.06312481970102264,0.0015906528468172551,-0.022747910897365553,0.07697613826761161,0.06674410152413503,0.06417029164057995,0.02736231012529602,-0.04078498064979244,0.0554362242894497
HALLMARK_APOPTOSIS,-0.049581730632111395,0.037473037247872376,-0.035598708969286644,0.003573925777076728,-0.16338745479100947,-0.020468315630744034,0.009702957775531842,0.08819935998319874,-0.012034644227341126,0.060575203633585484,-0.04684520381175935,0.009082854151058395,0.04132667044525468,-0.04134114094744558,-0.07026771598182609,-0.03551560014909097,0.027664016042623182,-0.0011047701781668605,0.09609559497716538
HALLMARK_BILE_ACID_METABOLISM,0.004011413235044006,-0.0005143136592421542,-0.001459223731148967,-0.0308596542484456,0.23816065591341187,-0.028040547590209092,-0.0065455967136136065,0.052777173145665345,0.029213019133099913,-0.0290693419747496,0.1293904802008853,0.028720557451503616,-0.04407200981512084,0.1403642553997566,0.033980752336189114,-0.05153953998546039,0.16280621837796933,0.010967624015709191,0.01550561755795716
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.017240323842037532,-0.03360827790847869,0.034206347063418414,-0.00918287753825332,0.26441068291559544,0.022425707297469635,0.03562457243564685,-0.020330019608535713,0.06356627976176973,-0.10032908116875573,0.06316005577953178,-0.041639874456638394,-0.00619745281693256,0.1261238684705862,0.004950090562752666,-0.0011582836599054068,0.10578893874033748,-0.004766113450792523,-0.005580167578070517
HALLMARK_COAGULATION,-0.03629778425803643,0.08534422433633707,-0.026478005151057197,-0.05219795285349804,0.022646930154104666,-0.07806571036473006,0.018604508030579246,0.03112068377674258,0.0398349817908743,-0.028532484987399104,0.037426775084487676,0.0669703277211908,-0.0015672640531470825,0.09486882799605528,-0.0019934762642256896,-0.05358520736466352,0.03250432777975632,0.010737861546174633,0.034296296488029905
