,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08539540182014825,0.029984752174998883,0.02731271145036951,0.047130926839385544,0.08214283538589352,0.00013612327722366455,0.06304623922216139,0.025912451352220235,0.14796340740145328,0.07106658880908835,0.0630700208839268,-0.021973101149307485,0.08040239747143185,0.042436295967232564
HALLMARK_ALLOGRAFT_REJECTION,0.029062382966958136,0.007144558337596588,0.004678878018808137,0.020568619920078635,0.10326547442213188,-0.06484996506284994,-0.004241797284805047,-0.03226218490392793,0.10756227954581124,0.05937956119275756,0.05806077924794576,0.03860327924309466,0.055923779196829344,0.03204727235513946
HALLMARK_ANDROGEN_RESPONSE,0.07707746251642414,-0.004413856011153309,0.012171296605385958,0.032892696817139654,0.10064854210412966,-0.01408066347848508,0.02692452814642496,0.05898280853275369,0.13779977844709848,0.03255027632180092,0.08623089382161579,-0.04143755617567474,-0.00827521035241893,-0.008545514870314887
HALLMARK_ANGIOGENESIS,-0.07001129139212044,-0.052311305723610806,-0.03535944513943436,0.024730592255889923,0.12127279699552611,0.05257869322945917,0.048458185226844516,0.05840688559955838,0.09524467251068185,0.05258917397005494,0.03462125059916277,0.00886848967845902,-0.086178225784358,-0.031146790126311694
HALLMARK_APICAL_JUNCTION,0.11153534304008271,0.0153392633073362,-0.01577374274849003,0.07396766500304337,0.08312982323105397,0.04562476747837658,0.02294720257962821,0.026725859974001495,0.10599879381906943,0.09491355979007737,0.08002243344893649,-0.021853092813137544,0.05295262443485321,-0.012629482434391834
HALLMARK_APICAL_SURFACE,0.10703670381690196,-0.019961840127058927,0.00037088237903500337,0.0037143748035192046,-0.06389821607586818,-0.031088791186487025,0.04873072598628661,0.10211868792755015,0.04429669305933444,0.021759542396050803,0.022378073955632693,-0.03909919132317398,0.0246139141322512,-0.00010355165270779
HALLMARK_APOPTOSIS,0.03178958746907366,-0.020730670608986732,0.03440387262309369,-0.01336154117478879,0.03134702224052698,0.01617296105697113,0.04393496957824865,-0.052485799646473,0.10457143236952829,0.022846054363741576,0.0014531054720869992,0.019200699046343545,0.013983115620678254,0.002109889086181367
HALLMARK_BILE_ACID_METABOLISM,0.019284059463582876,0.058645772443981434,-0.03855351035975362,-0.004958787853232564,0.12196450297999947,0.013737403466098629,-0.03364360726635337,0.06390166184457613,0.15950295758903113,0.035308685651676705,0.0728067033398988,-0.017821376542800697,0.07995711923826418,0.06508678117344134
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09301389778923316,0.012897799628959924,0.005411960381335255,0.019270810785422976,0.08399556769921157,0.09962667208561482,0.0664722092312528,0.06893539842146079,0.0998788595228259,0.055721696490451285,0.05615600524716869,-0.07387672988959713,0.04487336140440128,0.012488967200227323
HALLMARK_COAGULATION,0.05632903964832158,0.004437785915622524,2.3243774517555072e-05,0.014312651840764903,0.07457230827491779,0.05718668292388806,0.004972618869549951,-0.021330410237733622,0.10397493742688645,0.016256132141598698,0.055765726718723915,-0.04506688468744478,0.042183312043958886,-0.028385782689141034
