,UKF243,UKF248,UKF255,UKF266,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.007558814462553637,-0.021758188482572337,-0.10830250227124273,0.050328220379485755,0.048625281182974066,0.023138636333261787,0.047802036824167574,-0.023234565480480276,0.11420154601298066,0.12815000413043504,0.14974920352026355,0.1875893985350576,0.06126066441902129,0.10398684712402187,0.10736121279164068
HALLMARK_ALLOGRAFT_REJECTION,0.061157939819263464,-0.009385202438073477,-0.08504039029313776,-0.018261525681965835,0.020612312912196003,-0.04311410958406046,0.04187368342749861,-0.00406630787106399,-0.071559890478541,0.010334766341355977,0.003024941083119026,0.08608574162490516,0.02780724341142058,0.04500240121754974,-0.0693306226982413
HALLMARK_ANDROGEN_RESPONSE,0.08101796014420785,-0.028132329416093504,0.054467828553655895,0.06932611878481433,0.04693864449724666,-0.006639400420960345,0.048951251811973046,0.060787962038709197,0.031167309372251782,0.05590284081307629,0.1481795817295222,0.13114251578462574,0.04872149776745595,0.08495497494941814,0.02116715981632243
HALLMARK_ANGIOGENESIS,-0.022568972910840063,0.0073482934172373815,-0.17337734682592382,-0.01398287317812308,0.05910615635294745,0.012957693835466483,0.042979469197613425,0.08228118745973834,0.09707591548361263,-0.0038718924303304597,-0.024600528954009764,-0.1802975989081707,-0.030064231162032027,-0.003011214513774095,-0.006777679358272051
HALLMARK_APICAL_JUNCTION,-0.0040931172201123895,-0.02090444174367883,-0.1295526505912994,0.04059455970139253,0.026296191030103073,-0.013576854639027396,0.08078428497905567,-0.00510069983609796,-0.008943032770483523,0.14960211939671517,0.18082687952902488,0.1880874578584564,0.15651487568639785,0.11835248291356693,0.06861699042338565
HALLMARK_APICAL_SURFACE,-0.09248813797835836,-0.019848318371732756,-0.11505044186188376,0.05369025209443039,-0.10169099762920629,-0.060904883498282894,0.12789318179079967,-0.07700773207948908,0.09225390577139306,0.027514759628345313,0.1964065388652321,0.1868555238590703,0.027269023279570582,0.11438439946069293,0.02847655499621228
HALLMARK_APOPTOSIS,-0.029178735741740233,-0.002646907205094877,0.02455168838512273,0.0035653910792136263,0.026859733900000085,-0.002200196177744235,-0.005480211148244869,0.015708030255056897,-0.02766813061056367,0.11872585733321891,-0.03875860797441228,-0.09591996468466443,-0.0401879652967364,0.005679522117184415,-0.01511795805538898
HALLMARK_BILE_ACID_METABOLISM,-0.043749159363602505,-0.036749678913557376,-0.09073813484891446,0.03244696877841388,0.05779494017990356,0.020591753845026015,0.07024480484524169,-0.07917086703524957,0.029405634630861707,0.04028790320793637,0.12668770740157612,0.13116716321482938,0.021789565763931713,0.06497240002488425,0.10345106584270128
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01974992407017993,0.026977824602107733,-0.1485202585096228,0.029957074185754173,0.03783036397764254,-0.0024248478918910033,0.09654436318641631,0.05103668830730773,0.0858337780197682,0.036013938226315254,0.19963135744446775,0.20606565962327492,0.01617018435038913,0.09576462775358503,0.06625180495251652
HALLMARK_COAGULATION,-0.05127739203836619,-0.019422927863924043,-0.03845731367586309,-0.029719050859186368,0.13095556785202153,0.019795818319232,0.05605757349043492,-0.11088263282217656,0.024668950691547106,0.1280199842696664,0.12873445355027593,0.08345166932044822,-0.047025585851807314,0.07704782778086332,0.03200974174715045
HALLMARK_COMPLEMENT,0.009948795273422854,-0.060118884798542806,-0.07090966735439802,-0.018517592804785384,0.03303730092312406,-0.012768209050499467,-0.005927482084729947,0.09151100319829693,0.07128169932890749,0.07749767623341122,0.11841780369224404,0.08041668140315075,0.03518333966102448,0.06369520301224274,0.057573100724268966
HALLMARK_DNA_REPAIR,0.08278328088599773,0.02350646515885054,-0.01901100871131341,0.05230125121676604,0.058088060781707127,0.003813018820175247,0.11092712451696327,0.04379713873853807,0.05267648111698663,0.12811816824199646,0.18217133105764308,0.22018883512212942,0.19955360839773514,0.09618920872800923,0.10025879606297637
