,UKF248,UKF259,UKF275,UKF313,UKF334,ZH1007nec,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0036288169192956236,0.022161741330781182,-0.10017186157634314,0.019128125215677364,0.01785406190030903,-0.12726832298388452,0.050651616224567785,0.03471019843017289
HALLMARK_ALLOGRAFT_REJECTION,-0.01235410677412449,-0.03566105733312135,-0.08332335092778777,0.02550006915214792,0.03472623409255538,-0.018589927305881555,0.038985522129720035,-0.039984676508327516
HALLMARK_ANDROGEN_RESPONSE,0.03400150585394055,0.03634497631163837,-0.03583638437608624,0.01984829896481305,0.048985035768703465,-0.08571949412912651,0.056194775278920354,0.0088644904709941
HALLMARK_ANGIOGENESIS,-0.034794268254525994,-0.018130032307768405,0.027345644854363867,-0.07389658587483858,0.09285514581947316,0.06625010741362614,-0.02336817968818997,-0.02115211330891322
HALLMARK_APICAL_JUNCTION,0.05494907301675694,0.030057730797320468,-0.03414538010828906,0.033087680227988255,0.05744046575123425,-0.10981606869536378,0.04516483230096711,0.034339770121684064
HALLMARK_APICAL_SURFACE,0.05093798539977353,0.02449798681193429,-0.053408361899198765,-0.01833230848032765,0.054041376040133086,-0.1301225355121123,0.06701416648413021,0.012909996192592069
HALLMARK_APOPTOSIS,0.020583188148005308,-0.021710620956082463,0.03959274895368273,0.08547046182285749,-0.06483011346715285,0.0020180845896582045,0.011444390079843778,0.0389846278905303
HALLMARK_BILE_ACID_METABOLISM,0.013995136784239677,0.05379992459916993,-0.08270591000497274,0.046581179408345975,0.05974769271490594,-0.0530851673146519,0.01269690125802142,0.043042735755020364
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01307664359537493,0.004437283100868964,0.008922675450189578,0.04774426705570537,0.05645591344497112,-0.005380703573179567,0.06715743695382433,0.030307560116550652
HALLMARK_COAGULATION,0.049815492272004935,0.0008326908265519837,-0.05593639606286437,-0.09480314203955495,0.018880628846122297,-0.11777161381154479,0.022980525336730936,0.012625257565186556
HALLMARK_COMPLEMENT,-0.06109013752097633,0.00715286539585562,0.0031946971474672084,0.0689316026187536,0.008145088142485215,-0.015768895226248587,0.04683341388951698,0.09402923861759663
HALLMARK_DNA_REPAIR,0.007987591553337182,0.0333281303781616,-0.05274415844270477,0.05835444408380737,0.08415086924340527,-0.058624026722573455,0.05658562226260596,0.032079749520829905
HALLMARK_E2F_TARGETS,0.03375169064192508,0.05864201695834171,-0.10313678771876654,-0.02864039897918994,0.042196084293168915,-0.08067366132848736,0.012827516701036868,0.032502144718432935
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.005265311072563971,0.0272389411973335,0.047777778137436895,-0.06135906102631052,0.09892340460356651,-0.01606722877329352,0.029417395431904893,0.05148448201863299
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.013241623135127308,0.013816784540214327,-0.027551907163019668,-0.04156855948718268,-0.01871163948336412,-0.044903410939738396,0.0392057886441737,0.06394410221055576
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01710774601486914,0.0119522867539611,-0.06611380587752379,0.022667669030617656,0.08759708058998257,-0.022309010174890766,0.04055478059072727,0.013815065244820852
HALLMARK_FATTY_ACID_METABOLISM,0.004205042281563871,-0.01825109579254038,0.009004400724048544,-0.002592650279231414,0.04048044577157628,0.08984116428930648,0.00715049056486947,0.03723219866408978
