,UKF248,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04963085879714697,-0.011015241354165574,0.1821740948386453,-0.013464361166762457,0.05941729530170403,0.10481927813269216,0.14500937883855175
HALLMARK_ALLOGRAFT_REJECTION,0.13366651357588014,0.06629957548382483,0.09043764322930968,-0.06032328988738504,0.05926758861944207,0.24798339935505928,-0.008704796289129539
HALLMARK_ANDROGEN_RESPONSE,0.04222815252857258,0.07444298769538914,0.1800891844291447,0.006112979138313536,0.09203366070347638,0.25859284732150206,0.17527467506556252
HALLMARK_ANGIOGENESIS,-0.019093869345907583,0.025256293876798123,0.1468916539718581,0.009173511652129875,0.06286881151492416,0.24430375302854956,0.16674743815809784
HALLMARK_APICAL_JUNCTION,0.1324439660762369,0.045882011976204964,0.2110550163875663,0.010576796464810582,0.08209624730476296,0.27341838827932424,0.1774335196639495
HALLMARK_APICAL_SURFACE,0.10983092796527091,0.05246768198098022,0.16406412862573028,-0.015564213426302948,0.017703298440879128,0.2948826765027939,0.16958722224718387
HALLMARK_APOPTOSIS,0.10032102104816797,-0.08184039444213782,0.027458904776998274,0.03261764551795858,0.07426535536470881,0.057475191357848274,0.03238558254371351
HALLMARK_BILE_ACID_METABOLISM,-0.01631815274633174,-0.0030024787427609346,0.09316515943349879,0.04327480508327336,0.07580170220998009,-0.03919919859853109,0.10517335740908912
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.10098989275676684,0.036043729540143954,0.14624959920500116,-0.018220883430881164,0.03752767611585672,-0.06793711882736186,0.0866545485692235
HALLMARK_COAGULATION,0.16110439933668302,0.07021569769702886,0.1505923998258801,0.010120126714721638,0.08143717244215143,0.32021389935407457,0.11517755185048423
HALLMARK_COMPLEMENT,-0.04212766434666911,0.044119877360013174,0.04717247647905619,-0.030071147883219265,0.06443635470410211,0.019403788466064772,0.10715410242021113
HALLMARK_DNA_REPAIR,-0.016573229752008044,0.03892360047367002,0.2088574100522023,-0.014405756575012151,0.04886656271487668,0.021105785512426003,0.12528605910767138
HALLMARK_E2F_TARGETS,0.018659963332535553,0.0863122676492212,0.09630923836593958,-0.023387564558578874,0.06920681688023621,-0.04563192710468865,0.12334959619603988
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14066687775352688,0.038495347117497074,0.2318047780363676,0.07416949866578146,0.0986378598369918,0.34710313234940887,0.18981716627264197
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01428178609161091,0.00030598948908099825,0.19349584900763658,0.05694475211384058,0.06951574310795439,0.11676911013502021,0.12498131820647781
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0015203687172030483,0.03594148391267131,-0.11422181495965916,-0.029349667385794077,0.026833866458635523,-0.08185720447750577,0.060336478575060234
