,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04576034907107648,-0.02859312792468088,-0.015017463462158634,0.1558894285402848,-0.03908502670162716,-0.06807489212342001,0.1268071650402004,-0.008634539664486117,0.047960604067881586,0.004249513997589728,-0.010288810535413606,-0.0027242610231985468,-0.021043178689542655,0.04596187315069846,0.1000302379922804,0.0035395135228713224,0.09126612224512753
HALLMARK_ALLOGRAFT_REJECTION,0.04623066160267733,-0.04115311269102836,0.039800015472573884,0.04637095816535594,-0.033713571343547334,-0.051723155083552956,0.12885642525746813,-0.026996058443901006,0.03702989283245712,-0.0028331552268505422,0.05212811493651776,-0.04703592587142295,0.06401078710520901,0.02954098001423592,0.05979660159587813,-0.10597785083577137,0.05874187651808995
HALLMARK_ANDROGEN_RESPONSE,0.10450727723363414,-0.001402819778753074,0.03348879456341775,0.062130326667793334,0.06917350804851964,-0.04733438529960341,0.15093913184513383,-0.046328890590233374,0.01948504867772722,0.01331978502051444,-0.0011870240408086907,0.033487830272653354,-0.026834600692706136,-0.041636538801439554,0.11051349242276691,-0.037110583052146824,0.038729300863358594
HALLMARK_ANGIOGENESIS,0.05902964709071965,0.09908413760978899,-0.010163853645926502,0.02004616324228546,0.048696511096069955,0.04452094896102604,0.1288151295914838,0.0599586104602727,0.05304697932620046,0.0412810401960674,0.12566799365370812,0.04471990417967854,-0.04738972892462601,9.213049168141586e-05,-0.05565061072546312,-0.09180638381219107,-0.07437447337762108
HALLMARK_APICAL_JUNCTION,0.10906290059020683,-0.009024977128028872,0.003385945067431931,0.17795268856044005,-0.01829491608859963,-0.07509833054108069,0.15521004251064743,0.04245028969261616,0.0238530292699428,0.026303785203076947,0.03119868243477602,0.042437215018914703,0.024900599752997157,0.08732880566709164,0.10142842626580546,0.05242908843355904,0.09220419511953452
HALLMARK_APICAL_SURFACE,0.02749550192107371,-0.037621933645741776,0.026258311055051956,0.12272417745101359,-0.11062476080572002,-0.07684805607877708,-0.09303794876941529,-0.07279342630361146,-0.04121294171941102,0.00621704334133174,0.02594381440810778,0.025536822167706946,0.021409543865695064,0.044270766001188296,0.11121222052685197,0.026381581074412384,0.06386474905970356
HALLMARK_APOPTOSIS,-0.005087281335519256,-0.004552586525200272,-0.012915601038286938,-0.012439295926105926,0.009228797091629997,0.021137053551404442,0.03788208490580682,0.045351895841315513,0.018308144814798744,-0.027145991101750647,-0.02920996018204732,0.03967213006257075,-0.041537535055416054,0.08364716015028509,-0.028626513976251513,-0.05017402706906047,0.05808458096426701
HALLMARK_BILE_ACID_METABOLISM,0.041989113394812996,-0.023202944234312593,0.07635201546694312,0.15791650371373372,-0.033098099440201464,-0.05554527131593864,0.1881542037866749,0.0009878725999499858,0.008206394546620309,-0.04414786666038648,0.023811103945757046,0.058096833864940516,0.023590288961840383,0.054277134172815975,0.09022863066458234,-0.024443955617230385,0.09098135037905566
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08520258640861413,-0.02980351577567226,0.010942005082978924,0.08840382785246098,0.043894615491565064,-0.06196103991803219,0.1158393158584464,0.09651140361173946,0.07989779628008252,0.011014484714210144,0.0077714825003221775,0.07161126024049738,0.0031707886250684665,0.04738364456838357,0.11667340451034851,0.09910502343964898,0.11311110033685362
HALLMARK_COAGULATION,0.0923137648221619,-0.014876223137559926,0.014125153521740654,0.08965560280026426,-0.06895175409866636,-0.023953195872326142,0.1549205129755842,0.031573646856563393,0.06086200870193108,0.03425171133167827,0.02873811746045414,-0.08220616514148651,0.040596432223741895,0.1009921206943479,0.06796892521220124,-0.08697887223145889,0.07218831885418847
HALLMARK_COMPLEMENT,0.09607741406783678,-0.0038505965239137505,0.0028674632623072577,0.12393357025432193,-0.005866436071645193,-0.020520444004118038,0.1458612902275821,0.05119855279920381,0.05264269324605307,-0.02855410255684325,0.00868729129984099,0.032759249325594784,0.02105813574042521,-0.017626798682641557,0.11530102232606283,0.019397058367253858,0.08104440962934559
HALLMARK_DNA_REPAIR,0.09253581795277736,-0.009685875262466967,0.049309203196932314,0.11002850290585782,0.11733613245130546,-0.05325018652690522,0.13147675109866638,-0.0003673619831473667,0.06838486578379532,-0.005025218438858338,0.03691732649035564,0.01700243164080678,0.0287731076209302,0.0305101230124726,0.12670792487163823,0.09087385302831828,0.08657253129693089
HALLMARK_E2F_TARGETS,0.05517623277722839,-0.05133473907241475,0.05680778292219191,0.1512448611713585,-0.029113482239985087,-0.08198540742855281,0.12930021546861153,-0.035447770935949675,-0.011859381127201672,0.01795982633610764,-0.0015094768838558937,0.034053094443865776,-0.01906088582056461,0.08075300962288463,0.12632051619999657,0.038444615062577944,0.11098515681857501
