,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.10972863786759704,-0.019523815895838917,0.006953606826859175
HALLMARK_ALLOGRAFT_REJECTION,-0.08124994615909178,0.030853973923296498,0.039666898789814595
HALLMARK_ANDROGEN_RESPONSE,-0.11097490791717401,0.018480369760424272,0.04824053073795016
HALLMARK_ANGIOGENESIS,0.02074602690676304,0.013959037016568704,0.08331104078261667
HALLMARK_APICAL_JUNCTION,-0.11039121139159769,0.023554383149404518,0.07395316036673955
HALLMARK_APICAL_SURFACE,-0.08212528802830919,-0.03173213715358887,0.06646813375194117
HALLMARK_APOPTOSIS,0.04253473259646729,-0.01320126813047351,0.06726323516487501
HALLMARK_BILE_ACID_METABOLISM,-0.09765053091356268,-0.02486650056780903,-0.015598230685961896
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08805245686034353,0.03836674778991906,-0.015533427617053779
HALLMARK_COAGULATION,-0.07486730324498653,-0.03502350034307911,0.08281562880302096
HALLMARK_COMPLEMENT,-0.06128609316121341,-0.028765599413502763,0.017255733423956744
HALLMARK_DNA_REPAIR,-0.13751958124503114,0.0234350496521799,0.011229560700642868
HALLMARK_E2F_TARGETS,-0.10039841067212002,0.004304510356649666,0.02368397946908837
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0031584886578224017,-0.020175836019552574,0.13167350069776543
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06622526230095342,-0.02540195718361531,0.00466632698827681
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.13978471875881895,-0.03391718723735159,-0.006009968210822019
HALLMARK_FATTY_ACID_METABOLISM,0.013908623736835515,-0.014790528873662646,0.006268161774421099
HALLMARK_G2M_CHECKPOINT,-0.08107200130608182,3.971693193385567e-05,-0.004679005958143322
HALLMARK_GLYCOLYSIS,-0.09183825121317127,-0.008146647613511122,0.0009797995640980822
HALLMARK_HEDGEHOG_SIGNALING,-0.06701648496010473,0.08170288588294662,0.024556544610613216
HALLMARK_HEME_METABOLISM,-0.10387354944563747,-0.03173043095804134,0.03962385321271758
HALLMARK_HYPOXIA,0.0021665573067967334,-0.03373999043136802,-0.05863249208950824
HALLMARK_IL2_STAT5_SIGNALING,-0.06620520298131427,0.05083896062568805,0.025117247375825828
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07811689056907255,-0.052285334122064556,-0.009133472470156528
HALLMARK_INFLAMMATORY_RESPONSE,-0.02965059549990786,0.012664856752391925,-0.02349992550347463
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.12069200166965471,0.02084035940355673,0.038017495811222456
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.059287782295068536,-0.020088864248585383,-0.011587583049827382
HALLMARK_KRAS_SIGNALING_DN,-0.12554101856444955,0.0076816636514515525,-0.023589607118217712
HALLMARK_KRAS_SIGNALING_UP,-0.05681218794982643,-0.05533962453436155,0.034305019527748865
HALLMARK_MITOTIC_SPINDLE,-0.11295786911281695,-0.00770625762043211,0.03904347365837644
HALLMARK_MTORC1_SIGNALING,2.4143368243800788e-05,0.02293328082134675,0.00469973475054816
HALLMARK_MYC_TARGETS_V1,-0.15044066085508834,-0.009833547533335988,0.007528974384578549
HALLMARK_MYC_TARGETS_V2,-0.04444993965033348,-0.030120586836787352,-0.013266129182472674
HALLMARK_MYOGENESIS,-0.08563474179308779,0.006052137872059403,0.0929683542892614
HALLMARK_NOTCH_SIGNALING,-0.10716330353211967,-0.03537007315542076,0.043534162707249975
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.13962412228980717,0.033084207247698914,-0.005344647714729764
HALLMARK_P53_PATHWAY,-0.10600941543194996,0.011090662983010313,-0.019232449244700807
HALLMARK_PANCREAS_BETA_CELLS,-0.12233320691900106,0.012505296527327191,-0.0438226013650429
HALLMARK_PEROXISOME,-0.1396084068836093,-0.016148012234129903,-0.006398893156248068
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.13301251118490054,0.02047394285923388,0.023688958174467225
HALLMARK_PROTEIN_SECRETION,-0.11327297447642784,-0.007334784372206717,0.022003792078167064
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.11125723983340008,0.09409329268314537,-0.019862213028791154
HALLMARK_SPERMATOGENESIS,-0.1251358106831153,-0.008072668271160667,-0.035872178155266506
HALLMARK_TGF_BETA_SIGNALING,-0.11122161268512458,-0.002025124455851884,0.10411027912203868
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.01718181705434893,-0.016983031407407617,-0.08051522722104122
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.10451761000618708,-0.02063526821578907,0.0174451805709237
HALLMARK_UV_RESPONSE_DN,-0.06445183718110921,-0.05351906673638533,0.09314132560010668
HALLMARK_UV_RESPONSE_UP,-0.10802925658103738,0.005891840947708168,-0.021507139999772548
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.08170853861920177,0.0004791492159404163,-0.02792536538078491
HALLMARK_XENOBIOTIC_METABOLISM,-0.11769033502429785,-0.014443637807229228,-0.018644046500815664
