,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.1239547855391381,0.18487716949614932,0.07096885968247933,-0.0016487375597138527,0.04373163686493597,0.04073274513679374,-0.21634843291387204,0.0902755931544579,-0.06474324632223386,0.12592257779375762,0.07584981996160045,-0.02386887135757265,0.023724126086820375
HALLMARK_ALLOGRAFT_REJECTION,0.11409517011269975,0.10241229689475582,0.07907867921881684,0.08692882742041563,0.01973720850668384,-0.12987425710434639,-0.40787013179488574,0.07018438775194975,-0.05301678932993154,-0.22966420727712164,-0.05052384795443164,0.0650683712572591,-0.1084311409961333
HALLMARK_ANDROGEN_RESPONSE,0.04186545498992317,0.19884665268195167,0.0839765034712288,0.018603069210595402,0.1458790319746379,-0.07583927066585683,-0.39337626826813477,-0.00045594336123560273,-0.023687505268629064,-0.10080992227365057,-0.03982336244508815,0.045444255883682866,0.02968588194665231
HALLMARK_ANGIOGENESIS,-0.2516158739007526,-0.04645720608264998,0.03133792977041646,-0.028166360275683512,-0.16791392058578047,-0.12699899492609343,-0.5225551892340164,-0.1403229852609881,-0.10449191107563828,-0.2812411593340092,-0.1707793299518068,0.04741774278343113,-0.08750479576730226
HALLMARK_APICAL_JUNCTION,0.05850647104722865,0.2116820165366915,0.09693046972758594,0.03994897242903256,-0.009030591829164788,-0.10018365441446982,-0.3884842150962208,-0.0743427760542468,-0.019586346081801313,0.01309862501814791,-0.06749419309235316,0.009881327453923137,0.012200016069195633
HALLMARK_APICAL_SURFACE,0.22037394443298655,0.14870633002047462,0.09336404388571623,0.00374229304469037,0.0006722081626724696,0.00747208333637017,0.4091043745284122,-0.04972454204388339,0.10201478186183568,0.18550777444549757,-0.031437929718391586,0.1330240613554831,-0.021459635103520464
HALLMARK_APOPTOSIS,0.02350528667075146,0.051239426911910496,-0.11423010685604953,-0.001390405751585698,0.08700352433843145,0.01953054570950272,-0.08419879932839291,-0.22246748758679463,-0.024713736601738378,-0.055642622269955255,0.07727061808277964,0.013765137343529313,-0.0004259677485878272
HALLMARK_BILE_ACID_METABOLISM,0.021440036585781846,0.041075302206660155,0.06488063375027898,0.022251582418567416,-0.1314363140390315,-0.15345104898200831,-0.5286903422545302,-0.1042625272623932,-0.009600705448539158,-0.05832986631602473,-0.016891763496269904,-0.0013303744690919463,-0.19745687231556824
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.060454285834023694,0.07941454610655167,0.034764375067937336,0.03281847005307713,-0.029044862967668023,-0.16887220297692923,-0.3188941137131966,-0.14313784243728728,-0.02803983164852225,-0.21905365207017308,-0.1367019450135437,-0.008495964297136943,-0.14996906494430076
HALLMARK_COAGULATION,-0.012681104019564977,0.1355972865635445,-0.009587985784043214,0.030213544621973516,0.09388522954438455,-0.1612828725922993,-0.4945667294338671,0.057779588519666136,-0.1610528172330729,-0.24787339233220423,-0.10370697245809751,-0.0377481039802136,-0.16837868868371744
HALLMARK_COMPLEMENT,0.16080518084202114,0.11812373199551092,0.09671822202923706,0.024396943876896438,0.21563804031087724,0.060444273717732026,-0.2911838278152332,-0.13733808744796405,0.03941255878459429,-0.18948004741050156,0.0791615708741469,0.01762484944987656,0.04154635808020229
HALLMARK_DNA_REPAIR,0.07410589748603802,0.21820097827692575,0.10924205357458032,0.038202282208893164,0.07684191758531762,-0.020932365084785166,-0.28146873902730885,-0.01734604951068428,-0.0019526745407592895,0.11522231368084127,-0.03829332542219852,0.005153502550776061,-0.020472606557689534
HALLMARK_E2F_TARGETS,0.22070952997938031,0.1525981737546899,0.11417547556508591,0.04594437923462069,0.022407756080783433,-0.13910786844103853,-0.412385337490421,-0.054345705477075255,-0.01659661963899593,0.20293884909684207,-0.10840547102586724,0.047640126624082506,0.019752002545056067
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.24973151915974517,0.1038615750652702,-0.04077936968292737,-0.020352145111406362,-0.09889647883114706,-0.1487686839120915,-0.34992564660958425,-0.12492433934950918,-0.14357087878330296,-0.18852766331294737,-0.15460433017351533,-0.0513511833526688,0.04834177058659783
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04153936718840051,0.11080227833911539,0.04454350447430649,-0.011757338760506827,0.20168719507630214,0.06658158307071899,-0.25470366775919934,0.10729542162946432,-0.09054136253745644,0.17983463032851765,0.15384231243338722,-0.014320026290189747,0.052718497368276405
HALLMARK_ESTROGEN_RESPONSE_LATE,0.19830861949645814,0.12651335864319238,0.05975043229134437,0.0389808505077035,0.0007572746486008824,0.007030005734918415,0.427896928212478,-0.06311590063860785,0.08382217912350202,-0.05107886976360138,-0.08105335589746895,0.018153768150389698,0.033934539225168016
HALLMARK_FATTY_ACID_METABOLISM,-0.036327598412187724,0.05893789807375452,-0.018659693382913435,0.014232967357438503,0.14413595210250515,-0.027266131602678923,-0.370625376221352,-0.17423265559092682,-0.02256993454854985,0.05356793454316825,0.11834273104383115,-0.03265942954041877,-0.08855967940326699
