,UKF259,UKF266,ZH1019T1,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.042485056330948165,0.00407309678120862,0.006330673671119538,0.10198567801187135
HALLMARK_ALLOGRAFT_REJECTION,0.014179883904638209,0.028096393894638964,0.07352858252535979,0.007862348956515225
HALLMARK_ANDROGEN_RESPONSE,0.03295601918921699,0.022038780074264373,0.03950089229580679,0.04604192779095724
HALLMARK_ANGIOGENESIS,-0.007090548805511601,0.055163830917485016,-0.01821590425841001,-0.1363625326572283
HALLMARK_APICAL_JUNCTION,-0.0025270254820034485,0.04593681033811742,-0.03156549554026861,0.11402506562913738
HALLMARK_APICAL_SURFACE,0.08417831550880296,-0.004081868169533431,0.0016603785278544356,0.0762035287984228
HALLMARK_APOPTOSIS,0.03446274172483548,0.010532530874593844,-0.004418089787733865,-0.07651954643806334
HALLMARK_BILE_ACID_METABOLISM,0.04519774321592515,-0.004343135704249662,0.003080470265502317,0.08537952722771136
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009813030959001316,0.012412967544441383,0.08172424563038765,0.08727994890278858
HALLMARK_COAGULATION,0.028892959092179576,0.0036110089143992583,-0.0026634268949002416,0.05497081334419916
HALLMARK_COMPLEMENT,-0.025644790657972684,0.0023878345431142226,0.024052915210411654,-0.008129952884599174
HALLMARK_DNA_REPAIR,0.02296593772126812,0.0425465259468404,0.07103581990849045,0.10795785907666966
HALLMARK_E2F_TARGETS,0.07176319794738235,0.038547338196862145,0.014381637944002408,0.020581499287779845
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01612519838748306,0.03320543609755286,-0.02268619097732028,-0.14393918493262942
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00590854068949607,0.03154837097268187,0.013494529549467695,0.04275083399519175
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05042549768146129,0.009581904061077187,-0.038031264021028195,0.06413068243280463
HALLMARK_FATTY_ACID_METABOLISM,0.036442833533221315,-0.03478257529557691,-0.008111115782255882,-0.09154674303227342
HALLMARK_G2M_CHECKPOINT,0.04286590011252149,0.03229751937915052,0.021064574390711514,0.007286852612971016
HALLMARK_GLYCOLYSIS,0.03663740311297355,-0.007866100961821627,-0.013174138294545468,0.01725388602235852
HALLMARK_HEDGEHOG_SIGNALING,0.04522321757319188,0.024116044460371397,0.0418945286305338,-0.0020889477946586187
HALLMARK_HEME_METABOLISM,0.05511437126858476,0.024028863514782492,0.05559007755409369,0.10817109666735221
HALLMARK_HYPOXIA,-0.022571134334382358,-0.014895897599044841,-0.03939820108564323,-0.10655182279562421
HALLMARK_IL2_STAT5_SIGNALING,0.027633689963378283,0.03074183754682538,-0.00966917555511315,0.04706486011889531
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.049977428360079096,0.039242377236682564,0.001114439065738769,-0.051112238331181115
HALLMARK_INFLAMMATORY_RESPONSE,0.04976420369302992,0.04800932097919241,0.052885787006651676,-0.05680307341643067
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.049875415981681166,0.04706412954091833,0.06940310947871116,0.1249203912214037
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.033745798783362084,-0.026221885788199284,-0.007210732021433181,-0.08690901994119796
HALLMARK_KRAS_SIGNALING_DN,0.06326635426938984,0.006722893739080919,0.06573160607201876,0.12817743357518332
HALLMARK_KRAS_SIGNALING_UP,0.035350236970659595,-0.0008239289821582693,0.02066016789182646,0.06850967548561908
HALLMARK_MITOTIC_SPINDLE,0.03666611824862163,0.03172975085784161,0.06433745317631635,0.07971099613973176
HALLMARK_MTORC1_SIGNALING,1.5988262816806824e-05,0.017163411896269472,-0.060858987961579084,-0.10908671291332106
HALLMARK_MYC_TARGETS_V1,0.010957909648336563,0.03703363919113296,0.01585624115564644,0.11116703086847655
HALLMARK_MYC_TARGETS_V2,0.007105500938841026,0.026790789378390096,0.004228084444990818,0.04114978132403065
HALLMARK_MYOGENESIS,0.05611323021907549,-0.016206351553551837,0.021726586845040554,0.10661945592860454
HALLMARK_NOTCH_SIGNALING,0.033725964078102445,-0.021457694000289105,0.030456164431097565,0.12179840594759637
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.029126707367720644,0.012161590272693612,0.06952660497031202,0.13390983061338757
HALLMARK_P53_PATHWAY,0.018556846842128674,0.03164730893524995,-0.02437556780027271,0.09934813078785881
HALLMARK_PANCREAS_BETA_CELLS,-0.004864465428697807,-0.003874992664533294,0.04873198076341646,0.1417424604798342
HALLMARK_PEROXISOME,0.003923142978540183,0.05112307403008827,0.07946551787771748,0.10726109174377343
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.032264442790465336,0.0018592708004373665,-0.013152934954001336,0.09096021671525413
HALLMARK_PROTEIN_SECRETION,0.03801811898465879,-0.009988981572709492,0.027154030133708512,0.09103224275399045
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0009529648355070699,-0.04014864361498552,0.07805056070057777,0.11245494862971418
HALLMARK_SPERMATOGENESIS,0.02509084348965354,0.04409496748245835,-0.040884004556219614,0.12446996240940415
HALLMARK_TGF_BETA_SIGNALING,0.012427431409414125,0.05126108868958576,0.006700681274993847,0.11968389158823498
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02175997733567965,-0.051591864839335165,0.09032697562834623,0.0033385313060429757
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.01688273984717217,0.013011231288603615,0.02398331930217645,0.08415114673471075
HALLMARK_UV_RESPONSE_DN,0.0070270365254723665,-0.0017774795917831962,0.09969754855577136,0.10505292261545597
HALLMARK_UV_RESPONSE_UP,-0.003107280192050856,0.028569639591611757,0.022283433922743547,0.07187691481612016
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.032361923786958235,0.04423656842962943,0.04760913485249333,0.1298673609319695
HALLMARK_XENOBIOTIC_METABOLISM,0.026967748058202803,-0.02697622812854002,0.0010132110723003345,0.0761932750150625
