,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06642840060488205,-0.002837572045285087,0.028833487055572614,0.05300780715051225,0.06856099651100597,0.08379634457543998,0.05951206761544938,0.03414098621554914,-0.03754171486064103,0.08356317459772242,0.11415096366003606,0.12068865935218856,0.07394832474455044,-0.024914001553650995,0.0025124219128665943,0.0712909800569218,0.1324156023782558
HALLMARK_ALLOGRAFT_REJECTION,-0.018685726185159998,-0.021013673766817197,0.0016789034320848584,0.019374031251356127,-0.10009251394999477,0.13189950193193734,0.21032021332287273,0.03198560823433128,0.044231560864877575,-0.002563009859287448,0.06311397488899755,0.07488309240944027,0.06995262196790297,-0.016514703825056445,0.06935348127756032,-0.021590230846307675,-0.006865859816051806
HALLMARK_ANDROGEN_RESPONSE,0.05756325788070453,-0.030119941516169597,0.04701469384781338,-0.0017866192601366264,-0.046852510740890474,0.13225406859095065,0.20485692316524814,0.028082653151328744,0.03273467623777376,0.0686310175434679,0.05578078166226911,0.08919896568997975,0.11372776122262901,0.03613951413125709,-0.009862937240067265,0.08631474228018028,0.17305818446458798
HALLMARK_ANGIOGENESIS,0.0006932942097329552,-0.07687583401930824,0.009594022614458131,-0.029102551687358556,-0.1164104308664803,0.06571515208441307,-0.10811541590099252,0.004842981475525017,0.14568507665569463,0.04167210240787522,0.04244324041987784,0.0379976010510206,-0.03202509670588962,-0.017726356435592047,0.015075070570201327,-0.07658713432846527,0.08136925598770266
HALLMARK_APICAL_JUNCTION,0.05488522004360946,0.0039466465749141,0.01267301940141182,0.039239438329132216,-0.11833553633125272,0.10250339223638413,-0.008405863172246694,0.027362055335179762,0.019194008143079783,0.08582435560549613,0.11811799916820978,0.07843589174224813,0.0900947156967752,0.04292496381416094,6.721938492971218e-05,0.060927456107132356,0.16167971023354966
HALLMARK_APICAL_SURFACE,0.0016831158158860347,-0.009003892338790028,0.029777568495650348,0.06693903463356864,0.05850689449740045,0.01707047601686715,0.1811289544827728,-0.005599710055832053,-0.05223471410035431,0.0125588862351032,0.15942844812937926,0.10872265424302142,0.057430038279973526,-0.04534330539537473,-0.03517353586172384,-0.0024008518807678327,0.08018922435953299
HALLMARK_APOPTOSIS,0.08975217296012472,0.05144740246099936,0.020871583193773833,0.050218241763487825,0.04241900544852568,0.0368232854873765,0.07866069613460062,0.010875086170764204,-0.04170054325402007,0.04392089917788068,0.02964552823928397,0.025480468819059795,0.024489474555576072,0.035428303100896084,0.026598108738503864,-0.017785840461562834,0.0005725863765427216
HALLMARK_BILE_ACID_METABOLISM,0.017002462301237087,-0.017470985471090807,0.019607643674944945,0.02706416277874738,-0.09231647036941709,0.08530445796836857,0.034057442305310055,0.020781538669099542,-0.05133091513521771,0.10483246839568762,0.10968551793232735,0.12793500017809925,0.09135103730066661,-0.05533857179965201,0.019232119480115835,0.07074901259138801,0.19953029342975048
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05843206295150474,0.04681712180894415,0.04936669161357238,0.06966787605703235,-0.043612500665433214,0.09954376480090714,-0.10643783851999807,0.03912090723910648,-0.01845197436567171,0.13007986680431266,0.05510573851729448,0.11632772008694563,0.09230764564706335,0.04581410127940453,0.004197532271727598,0.10791931601299556,0.1644398941101772
HALLMARK_COAGULATION,0.06157298262444969,-0.0015400888289857338,0.06103992229013198,0.04798712387748499,-0.10042737543324343,0.09158533985322384,0.04786378269630837,0.02100321183164058,-0.041141256065687234,0.12492549720685973,0.12744128648508876,0.1013447400302166,0.08161128275339435,0.03318878200199151,0.05467623144495054,-0.01490060408117538,0.07430860383048177
