,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.20178312255825856,0.18230719233159343,0.015966069020847514,0.12043972785439305,0.086384010161205
HALLMARK_ALLOGRAFT_REJECTION,0.10316425198507156,0.14731050163097412,-0.010174808912401832,0.08149313377953316,-0.017004645099386713
HALLMARK_ANDROGEN_RESPONSE,0.15866831512754825,0.18722253747452564,0.0416636518704847,0.0729717545796522,0.08439582117123799
HALLMARK_ANGIOGENESIS,-0.04388384518930973,-0.07808855045913479,0.01380368424497277,-0.021997872680026887,0.06921592240404047
HALLMARK_APICAL_JUNCTION,0.15370804841221222,0.1772340366397421,0.09485437600097245,0.11767472334491239,0.08459679645171417
HALLMARK_APICAL_SURFACE,0.13236090611650486,0.17682269711303925,0.07197681936897544,0.15693850219389197,0.05181724400757049
HALLMARK_APOPTOSIS,-0.04929666256110678,-0.05232187766899678,-0.04189272349599839,0.07221137665495944,0.07317586554490871
HALLMARK_BILE_ACID_METABOLISM,0.15949378264654296,0.17956424804691978,-0.0003141255017736035,0.07332773157792499,0.09463659793271957
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1472085317374891,0.228054061463365,0.06152666831394756,0.1324687263930032,0.09338157864577487
HALLMARK_COAGULATION,0.13574147981966425,0.17847807023712153,-0.10414801804944983,0.12599572624710992,0.09397108173655337
HALLMARK_COMPLEMENT,0.1155222937755759,0.16003652222358328,-0.03955637937733975,0.1554074215538743,0.0985465730543967
HALLMARK_DNA_REPAIR,0.13433922358134637,0.2216194926513282,0.08880427646607149,0.10208783330839098,0.09018667963307003
HALLMARK_E2F_TARGETS,0.06323736387035023,0.17949029023705326,0.08709733276424801,0.07127307623938153,0.09065411942056581
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04192059066555708,-0.005651375707966651,-0.012455577842837882,0.08709037357755868,0.0697877189435986
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.12813833843402292,0.12634989547156528,0.07538119149304819,0.07530041016911067,0.12044420834032728
HALLMARK_ESTROGEN_RESPONSE_LATE,0.13143646864232536,0.2224102142912953,0.06982506301149735,0.11221614900551637,0.018303068475084994
HALLMARK_FATTY_ACID_METABOLISM,-0.051036658931678136,0.03218975509460346,0.08025803350511823,0.03818880697402848,0.04665176250423108
HALLMARK_G2M_CHECKPOINT,-0.021245956794269348,0.13493958150536967,0.08870329376816988,0.09948110558401889,0.10459542057516233
HALLMARK_GLYCOLYSIS,0.07723338343339486,0.17556282175870852,0.12064706508509739,0.10310491594700084,0.07687407557987902
HALLMARK_HEDGEHOG_SIGNALING,0.08242922661107546,0.13249547971001668,0.09508671665966219,0.13167506105727672,0.0180290500505262
HALLMARK_HEME_METABOLISM,0.18948243856148617,0.1808948906516563,0.035271609732857485,0.11420968207857952,0.07346707183063726
HALLMARK_HYPOXIA,-0.07737996363216147,-0.0732294287479992,0.06673345474321649,0.008815678363225462,0.05721233932783576
HALLMARK_IL2_STAT5_SIGNALING,0.15087165959051885,0.1930600908401204,0.11717694630438896,0.11941651194910509,0.10512681721554941
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0688308085306153,0.16064483993286371,0.05447293390543546,0.14655703522704147,0.10187482017016576
HALLMARK_INFLAMMATORY_RESPONSE,-0.015918519556152113,0.010779279228708595,0.01535060395428035,0.08262373548339226,0.06512448738592365
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.13164429584119808,0.21738390446784484,0.0033438890548066055,0.12256500102039268,0.013697608983860222
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.031201414146140333,0.10699906762247559,0.010827492663409892,0.15662684836115778,0.09248149606422998
HALLMARK_KRAS_SIGNALING_DN,0.1977210395740187,0.21409060389283371,0.09924573085334401,0.07354005536908362,0.03964693235895255
HALLMARK_KRAS_SIGNALING_UP,0.1404762098999717,0.19466365171322284,0.06358829020435355,0.09781580679129931,0.055987896424433393
HALLMARK_MITOTIC_SPINDLE,0.1385976709526934,0.1998138907952322,0.11404340421255983,0.08826218505777274,0.09043690413891084
HALLMARK_MTORC1_SIGNALING,-0.04815402738219339,0.07261728467042504,0.11323172081662931,-0.0054722105439655635,0.04041671052118202
HALLMARK_MYC_TARGETS_V1,0.1492358600295573,0.2114489670680986,0.12911017996492274,0.06657872618048516,0.07862928058406338
HALLMARK_MYC_TARGETS_V2,0.12086307762646162,0.15011162119008437,0.018235943159199828,0.07009899847587475,0.0691536427367443
HALLMARK_MYOGENESIS,0.21030944057278741,0.20436857769588865,-0.01812540674161878,0.08961199328815458,0.03443227271974784
HALLMARK_NOTCH_SIGNALING,0.17744312928711306,0.21381999444127794,0.06885526084460553,0.0850078105004579,0.06470035163529356
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.16032828622346298,0.2146806114592537,0.0909144682415757,0.08857371787537961,0.046729810875654955
HALLMARK_P53_PATHWAY,0.17005993286897061,0.20203429892172634,0.0643988193143067,0.09485336472648752,0.07448118723498579
HALLMARK_PANCREAS_BETA_CELLS,0.17709563520447955,0.19412715408139372,0.057164233955972296,0.13263417057405938,-0.00513194042438085
HALLMARK_PEROXISOME,0.1485315253952144,0.17790659324922467,0.07042745248677026,0.1157141036361259,0.04184214186978267
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1474948396222006,0.19098097045809903,0.060433270921888355,0.11107824376369146,0.07971342441113433
HALLMARK_PROTEIN_SECRETION,0.14865608560298196,0.1867035118365262,0.12053788814785835,0.1283119269046617,0.08900998517671327
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.1720523148390353,0.21505663850883136,0.059002863171593416,0.1099378742138201,-0.019537071599674154
HALLMARK_SPERMATOGENESIS,0.14708373898803484,0.21541019839376083,0.1231643819708133,0.07779112976709285,0.069581009110177
HALLMARK_TGF_BETA_SIGNALING,0.15097042153823165,0.15311356833065753,0.03870437989074108,0.09549549712010753,0.130447956913398
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0015779937511360739,-0.02792727869540172,0.025503073210022688,0.0486600547887745,0.1012850511520009
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.12982137382511666,0.2011942399968575,0.11408452700402828,0.10898382395446092,0.09881978053207431
