,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.009198061294624273,-0.0347808067454346,0.029228721123938473,0.005391600299920011,0.06209357882347865,0.047114893828970286,-0.04175381888587845,0.03549818480684209,0.03437196975018488,0.1368261002395246,0.110404451627204,0.058302608649558205,0.07644372902740267,0.09034798757366995,0.1590324251376526,0.007007980004149921,0.004760121056974194,-0.008483217220830504,0.1304931856623337,0.14365435255968603,0.08352604260143941
HALLMARK_ALLOGRAFT_REJECTION,-0.036121192830501116,0.031091081117114786,0.05082071676942114,-0.05078765788502144,0.051715931530224635,0.016602368737548306,-0.1555360568288527,-0.018785058798080668,-0.017739839056377136,-0.16029667629600985,-0.013034296950865302,-0.00969705862097635,0.054490331609696865,0.0685605433679898,0.039535604189178015,0.04604033372825396,0.012687998509227257,0.037954931450538305,0.09639218887679163,-0.038187173923081116,0.03876392106491705
HALLMARK_ANDROGEN_RESPONSE,-0.05104346156594384,0.021745344435295473,0.019104840941144705,0.008340962511647216,0.021313933183224262,-0.009275545230460142,-0.1610303146797941,0.004811787110788818,0.10452928584287646,0.04053252479139649,-0.029277910311326188,0.06423090833222384,0.028707108860296225,0.09305029036876739,0.15293927072732708,0.050795568448369355,0.010099734101534438,0.013437947154494574,0.14758346753740703,0.15099343961840442,-0.04910867275894029
HALLMARK_ANGIOGENESIS,0.04554136433648139,0.05639078145577561,0.04476554322238879,-0.051125871229613984,-0.018629242277214582,-0.023617407242316667,-0.12134379673265988,-0.13051582048602936,0.026261961375663327,-0.1716975876949252,-0.09627470531602023,-0.006837405668377567,-0.018681625960218586,-0.0643235233959148,-0.11903389251247957,-0.004831645122637163,0.0017691008089915233,-0.03227608449454293,0.021632513411834094,0.06493135624069332,-0.010566801763861228
HALLMARK_APICAL_JUNCTION,-0.010490709916563073,0.007593783618327168,0.023492211007784328,0.021080928673493905,0.018876021976160083,0.018411138245011425,-0.13653408099869238,-0.08821255643578238,-0.005912650249218412,0.1278105365430403,-0.010911806966182006,0.07651364486979041,0.13948225192468275,0.09012478629699065,0.13253845729171215,0.03427962893201522,0.04098803668403932,0.06884811927836434,0.1305925512695573,0.13063788945732835,0.09460553398699423
HALLMARK_APICAL_SURFACE,-0.04566319539335131,-0.03783903649931909,0.02615690707065498,0.07603990376949607,0.06251954578500667,0.008944511120897539,0.13319713614529494,0.08873464469008731,0.002448334669399105,0.08965644468745004,0.001588128610645446,0.05535025957732023,0.18936837294901895,0.06547172161948332,0.14406907398032526,0.04041711566992827,0.002514755478713265,0.01452305425133679,0.131608778355777,0.07480469580301514,0.02133088207046369
HALLMARK_APOPTOSIS,0.0206634369076686,0.023323677400268375,0.0010623776857568545,0.006460798665983059,-0.08087330284173264,0.03506358244801472,-0.054466195993881625,-0.05310027661202151,0.004347136867086316,-0.01679985698225566,0.059212138022377576,-0.004246936577912026,0.036501873683743025,-0.06104999729342179,-0.036777681499248864,0.04288207263280233,-0.029337560707004367,0.04771833390444267,0.06771176570628158,0.00276324376929376,0.054308989883133756
HALLMARK_BILE_ACID_METABOLISM,-0.03384195476814505,-0.03201276023884097,-0.051624031059205856,0.040268995115260386,0.07725769155855725,0.051174019547412,-0.13366159029884764,-0.04575734400794937,-0.061703095349395304,0.028393720532386632,-0.02847167016576668,0.041996934467028575,0.12400655167929385,0.09855370570614022,0.10018259403725649,-0.06327776040356793,0.02823766059215995,0.02074851623018914,0.09217158142392538,0.15023288061189066,-0.04687725248097208
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0022911691955157672,0.003815081239961077,-0.002392662749305838,0.0016765490879938666,0.014439980733430339,-0.006872953436478618,-0.14401454299675429,-0.07289767974331027,0.030644877893667703,-0.06605028146109089,-0.07617729914871138,-0.027539852303775324,0.11424028036500436,0.06461426880096632,0.1709189070132882,0.04210325557504429,0.06204105902991975,0.010061842991807093,0.15458804858424932,0.1325243457755006,0.045156399348869565
HALLMARK_COAGULATION,0.0012094853725573241,-0.0010551215685615548,0.014978301592707747,0.0013351411748524229,0.02675576298630233,-0.006195466694665837,-0.16124144354273776,-0.0707366570613512,0.06334430959631997,-0.12673069903752254,-0.06382439186962452,0.08789084954492181,0.06584383268277272,0.050065133878594244,0.06544021959131585,0.03481564798286923,-0.03669381613661163,0.05860052397490135,0.13525136181752376,0.09263534414118031,-0.08444007564580207
