,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1515904582267311,0.05918466307558512,0.022252455657193887,0.040576600363215774,-0.0019069219199942076,0.10271923348772506,0.017567255453304603,0.08711546827427816,-0.007466772734042439,-0.024689348306383037,-0.03252596278332129,0.14613835161796254,0.0658057357746437,0.08115436495835662,0.041703146494817635,0.011764310300902263,0.11962270230924221,0.04743539547952006
HALLMARK_ALLOGRAFT_REJECTION,0.02365724819649302,-0.04520213033207792,0.02322004627734133,-0.009156646149489106,0.04214370631329905,0.13889457306940192,0.08199280142482855,0.0217713306560675,-0.06834362186215101,0.009709033314050684,0.060056034355343395,0.0928335199668731,0.024434775936737742,-0.005574340914991627,0.03069497476622354,-0.037140177826212956,0.01934693700938683,-0.05713356956007678
HALLMARK_ANDROGEN_RESPONSE,0.0875854931243298,0.04142649286523954,0.014421758084889475,0.09172951970017956,0.015282647848110073,0.10138938701645057,0.04550073103325399,-0.019466114794087688,-0.027409904628947452,0.0197397707329142,0.03790206984928905,0.019764233526724125,0.11468707589790605,0.035958716901190325,0.007440926227682906,0.0016372605802120025,0.0373071709157379,0.049702435226726537
HALLMARK_ANGIOGENESIS,-0.0007949151897838998,-5.4571530504645126e-05,-0.06960447732555669,-0.011295346396309398,-0.030389259564041135,0.14422647713106745,-0.04556816626955401,0.13361935751674361,-0.07194745044954813,0.053951856232255575,0.05678057490742369,0.013488883362170235,-0.012119250002628647,-0.05338104709274434,0.051184800994881825,-0.04062177780841387,-0.06591715301929317,0.07688940039443871
HALLMARK_APICAL_JUNCTION,0.1300144116751689,-0.0080627780570389,0.04286202738721419,0.06150164578478071,0.004899012254296638,0.15478409001327734,-0.04710434601555518,0.045966420480955304,0.007865513563225348,0.02365803636869002,-0.03681814524753406,0.15023592724614104,0.08740500447735737,0.07461937880779103,0.0744715971975314,0.08581900706974419,0.09347869237963731,0.023034000725032006
HALLMARK_APICAL_SURFACE,0.19170262793991866,0.026654403562815142,0.04432029480437365,0.06448529654238695,-0.022432669334128217,0.015588924731905606,0.11084815377582835,0.02573182242158022,0.07992540563776775,-0.012516502296146863,-0.003263300290797293,0.09922914464925595,0.10213817521225597,0.07477699340046463,0.049151005730531196,0.0711261742379422,0.03933305599826691,-0.03262844739114715
HALLMARK_APOPTOSIS,0.03681479372276299,-0.04531804394157514,0.02984889655901794,-0.0015447720523751132,0.03028336823656964,0.02043432292147837,0.023565694065437584,0.07717581914342875,-0.013855619544440681,-0.01713883095090178,-0.003408103000983591,0.08974825640029888,0.020949345294503065,-0.03923939349029265,-0.005557112033069383,-0.044172601547589466,0.03414650165520076,-0.07276256133162752
HALLMARK_BILE_ACID_METABOLISM,0.14933276345301308,0.03784405621116051,0.04671292724710678,0.05912491033794571,-0.03381858192922617,0.08964840592624136,0.04746635055851186,0.042024255473570374,-0.03481726719229997,-0.0078099820657973025,-0.014999219890417042,0.10221919780366358,0.09958004924119529,0.07463984339595135,0.04396307093683148,-0.00029298632742507627,0.12360191127244609,0.09981585638295276
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.18466844391308448,0.07041882683841633,0.07989453673663081,0.040330708046298985,0.002679096735790918,0.060444970811081036,-0.06299485207161822,0.13656583758674576,-0.09601084740194278,0.021882043459663852,0.026935815010024625,0.062441890523155165,0.08143934237708493,0.09119029005331022,0.024666126074673913,0.033849490417876514,0.11263620940359627,0.09417584947015405
HALLMARK_COAGULATION,0.10218992585265765,-0.03862365829988563,0.04363102214033502,0.051838626484276985,0.001919590159091552,0.12568868372004227,0.03510393129930867,0.08315328433858264,-0.0985158598710402,-0.010377991107961759,0.015716550847677997,0.15351648555460373,0.04739224800990491,0.04116232458779863,0.025886493974581686,-0.05026701290674185,0.04428393098519107,-0.02693937392385466
