,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.05962148353581773,0.02664544794305809,0.05898109081358785,0.040283455711031146,0.039634329697957445,0.023817537096886537,0.045717276351008924,0.03277155551905707,-0.009951269644253531,0.201804869772296,0.18261063056630286,0.018837035675072823,0.00865817647710643
HALLMARK_ALLOGRAFT_REJECTION,0.03771630908328084,0.036356840425441586,0.046527065777274446,0.04657049842722659,-0.017540098994044857,0.0407925356677665,0.03515466968723439,0.037521944194261476,-0.033073769256151554,0.1323306026747672,0.06289878653434354,0.03352125812198544,-0.026663098282429704
HALLMARK_ANDROGEN_RESPONSE,0.04962015345934767,-0.034148975406819236,-0.001967556592159847,0.08827889060259901,0.012361214069438907,0.01875798136911734,0.05670299513396682,0.02968856781117127,0.02123154529580266,0.17145256658586344,0.14054680733346864,0.026819823850332648,0.024850328259597623
HALLMARK_ANGIOGENESIS,0.07944267336633572,-0.04472046412453799,0.0036228406978548373,0.059295500209710195,0.05690334086208975,0.07491434674021483,0.09627787573225849,-0.10881501194865874,0.04416019249534436,-0.03965965283909085,-0.09218819052192673,-0.0016290579247621106,-0.005172061165950454
HALLMARK_APICAL_JUNCTION,0.1012968117490332,0.023305330678918004,0.030565400207624382,0.059503542628345805,0.11081514748552902,-0.0013330676476171913,0.07058901836338062,0.13071359828403462,-0.0728354612637285,0.19011718582262008,0.18834680032835446,0.10000548337104616,0.0436911319763998
HALLMARK_APICAL_SURFACE,0.03498141186935311,0.08639545505687449,0.11353658859303119,-0.004895416139600155,0.05126019000066876,-0.11103397184422915,0.06485039213258548,0.06776411035218424,0.0060207543860462,0.14758143693811296,0.169857233694819,0.016348364087407884,-0.00785023622311716
HALLMARK_APOPTOSIS,0.06329559515349209,0.03812438222520352,-0.05390631714601483,-0.034000678385952846,0.10193096909833585,-0.010288272110114278,-0.030237785780965844,0.0831954940917752,-0.04975093034701252,-0.005914837384487607,-0.08018898527555281,-0.013485700830971841,-0.01640300116399135
HALLMARK_BILE_ACID_METABOLISM,0.019083034710647876,0.03976136204247147,0.051455259468426974,0.07885188003872809,0.07387218446203886,-0.012115488516221901,0.05472925866357907,0.13046642522383875,-0.03285468668942216,0.14455017126206823,0.1514197717795842,0.03025663607526587,0.020673540836091107
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005948951170217804,0.009358347905743645,0.07101791173003848,0.09262462759220703,0.03794053057405219,0.02902522630209646,0.07583962251802237,0.10482784764296692,-0.04069776414262144,0.15633157850812288,0.18492581079495865,0.09354871245737441,0.06205574507088649
HALLMARK_COAGULATION,0.11172178384622652,0.03397295904042943,0.04730522393160554,0.05780939032863695,0.00701757381269231,0.09574481510922132,0.03954439873742906,0.026746377626027083,-0.06360693314008238,0.13503048016113806,0.08127438564558027,0.0023498106747748045,-0.007948320692916622
HALLMARK_COMPLEMENT,0.05381538705493011,0.01879743443685144,0.021456218915194405,0.038396434423259254,0.0935170038412076,0.036142625772441705,0.05713790710098836,-0.003969543343335748,-0.023023176758931396,0.10254666859807567,0.09616876968933429,0.0006623892679590879,0.005866605091383069
HALLMARK_DNA_REPAIR,0.06697667594670142,-0.0035912603227009413,0.027943562417789836,0.06836180884003866,0.08027275652741983,-0.01991557030550515,0.10242538921383446,0.12225655740975862,0.01656928293511615,0.19544620456225875,0.1898372874879052,0.06616700138572633,0.05063403679362351
HALLMARK_E2F_TARGETS,0.0071301388170360806,0.04788016295860611,0.038019896240784216,0.06766093636650466,0.03517076491271032,-0.012122480107905943,0.06304943513925157,0.056836065992043334,0.04381305636445091,0.14081528677574823,0.13626633596832838,0.05566928131956095,0.056148394591323356
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09842978357970525,-0.055217992071345194,-0.018245533621131464,0.0368395925949318,0.0682367232280024,0.043951207756496705,0.08800417186136007,0.02831620580179189,-0.06509452453911381,0.02205346763355052,-0.06816944629715256,0.038880371999853475,-0.007943012114164604
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06198240080927759,-0.02060418479841848,0.015566797643711095,0.027765527529416287,-0.003275764896388524,0.09341908759139897,-0.03332384248510899,0.05172966890091434,-0.02880216032198411,0.11890043940211448,0.12919255858751652,0.015167593381494114,0.0373381882829999
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06983146693748932,0.06637194299393105,0.014659216074169772,-0.05490732381602754,0.04965469700218854,-0.04012934596221096,0.0632305561113743,0.07944448781098727,-0.0033888876091473005,0.20525160430258144,0.12827528456574597,0.058415184975054615,0.009088615686399983
HALLMARK_FATTY_ACID_METABOLISM,-0.02216581232054379,-0.012163897769464473,-0.06467966672897926,0.09359275705058728,0.09225536403165588,0.009653697307166581,0.03287543963217025,-0.019546876300545003,0.02279283721486226,-0.026830105295688057,0.012610592341996988,0.04498633045433918,0.024315220013522827
HALLMARK_G2M_CHECKPOINT,-0.00014653415655721462,-0.016961092942014835,0.012241111800604939,0.08217110628131359,0.0847375515657449,0.01985265944143432,0.062006751133999394,0.0634022182587936,0.03196969944380201,0.10898950676481586,0.08061107324377938,0.05964917224590771,0.07696542929277221
HALLMARK_GLYCOLYSIS,0.03582355574156843,-0.002540222894777952,-0.04598074803504894,0.032780333368931644,0.015938660883518443,-0.017265093137283714,0.10239090067211058,0.05288977489315113,0.022729710990967416,0.09320872347015209,0.15661523315348244,0.05070204144990833,0.05307596255696833
