,MGH258,UKF251,UKF255,UKF259,UKF266,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.07504299460886954,0.027072700470835025,0.023037819427577398,-0.03102761360073978,0.08569879836972635,0.031107585382592295,0.041566482647244385,0.12940730307395118,0.1790192005506293,0.06536724562078161
HALLMARK_ALLOGRAFT_REJECTION,-0.04721411214544375,0.006841413472009439,-0.0024358851714815113,0.025240380747851093,0.1082798208367506,0.08457912051276187,0.02342626508661263,0.06236461804195451,0.09508982059132595,0.02258611477695935
HALLMARK_ANDROGEN_RESPONSE,0.03820965872643701,0.0239933747056087,0.00861576484526422,0.0631362881965263,0.10829887542155044,0.07786689125385121,0.03182742660897425,0.10642816125132752,0.13837628108183386,0.016674626722257595
HALLMARK_ANGIOGENESIS,-0.014856556240181024,0.02103043817332921,0.01999245837189787,-0.005096491023979349,0.1099794394376917,-0.006076623033315437,0.036661084868626445,0.03542018505681349,-0.10670933783673114,0.02593871823988954
HALLMARK_APICAL_JUNCTION,0.025154491244711318,0.072371572847999,0.08269039486274947,-0.04779616262534765,0.12849078122568405,0.05310575310779373,0.0776681259229056,0.1178076514746708,0.17089193920404466,0.08886790633390583
HALLMARK_APICAL_SURFACE,0.08342739667331758,-0.03475656369751277,0.06237957661481762,-0.08050042177613767,-0.034970963978044445,0.013073645261822168,-0.009793239198448225,0.09502290731337858,0.1373198318042622,-0.003139696522907682
HALLMARK_APOPTOSIS,0.056366564555208463,0.016601698244529364,0.005216561322312364,-0.013476593726489773,-0.004810541625046218,0.046740289352108666,0.013916466228878478,-0.02629473754929778,-0.12950476426437482,-0.004211118036871624
HALLMARK_BILE_ACID_METABOLISM,0.07082478535636606,0.02686619847597882,0.08143488223547267,0.008158643955483528,0.1078760869360947,0.03578964502116254,0.07979738364228058,0.12781667990855788,0.18921195993261022,0.0008486535436471685
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07736659728914537,0.04554677094060645,0.03363800040796831,0.012916592048162803,0.11065352969629658,0.030730213180068515,0.06146441056024424,0.10404360141027384,0.17895021155634608,0.03222456753029496
HALLMARK_COAGULATION,0.016702928831439593,0.02125364025745835,-0.03870142605133467,-0.006090639119630237,0.08644691798847909,0.06739322585088053,0.059469926928256304,0.07934703770698479,0.08061964833003259,-0.013971025736853911
HALLMARK_COMPLEMENT,0.010376285618178917,0.048759592261771165,0.06617752513746786,0.0006003647293047152,0.007518108472531358,0.059473893115056506,0.05734123441183137,0.0765876640142529,0.09102314706096487,-0.014321478524515133
HALLMARK_DNA_REPAIR,0.05292266675596017,0.0932472909535299,0.053216731820211464,0.02167612977954282,0.1253903646942406,0.103652964101149,0.08434733889999374,0.11973252132542811,0.224559546231733,0.06940783681641749
HALLMARK_E2F_TARGETS,0.03376785757100098,0.05185793988814671,0.05389569636461198,0.033836773638809346,0.1392037599930982,0.025022930277733085,0.02228000600013105,0.11877911415039075,0.12864718894992544,0.06310802117459018
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030150412177627605,0.06870924322680981,-0.05556585166627501,0.0090651930322296,0.11446313144847724,0.03938583268438112,0.07645758359579194,-0.04249019255733137,-0.09604244751174328,0.00846185150489284
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.022114643611095514,-0.04005401763446292,0.02697167843904665,0.001098844618812004,0.007056519081892088,0.037218026202497846,0.03832278566732356,0.08683863085418507,0.07494059988125377,0.041401250428768986
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.019703816896781776,0.04161544783747087,0.06821055001138956,-0.009321171092548396,0.03474294608532621,0.0776330813950622,0.025727141662326078,0.1282098487301767,0.18532693507603956,0.03724112693501751
HALLMARK_FATTY_ACID_METABOLISM,-0.007290771761344109,0.0363401447648883,-0.02648547997327408,0.0064194513446366305,0.032828246260656044,0.07436017041138467,0.020359541263969445,-0.027920769834982682,0.03155513419716745,-0.0035704072679266564
HALLMARK_G2M_CHECKPOINT,0.0767326988026103,0.026194986051391304,0.04224429383695634,0.003533676451464365,0.14798193309499058,0.05830249012936756,0.0647972212052886,0.11670362686019724,0.088490957410418,0.11498166818600351
HALLMARK_GLYCOLYSIS,0.0720067559060093,0.02813079618792946,0.09938369831915067,0.004123532143005072,0.04205963662887352,-0.07494593699663778,0.03247396515142739,0.08010599262994055,0.15270133467235408,0.06313831397821634
HALLMARK_HEDGEHOG_SIGNALING,0.03275780250644716,0.051031621233740505,0.09785850499422961,0.028587996905042434,-0.06870770025757024,-0.03758412580949158,-0.05429066562971285,0.049698965065557155,0.09236679637061118,0.09168787650114646
HALLMARK_HEME_METABOLISM,0.07890657423873838,0.03479115596039731,0.09465370391587562,-0.0241663411466406,0.08204272399306019,0.051485300812647156,0.05640335162609634,0.1335420158497324,0.18513444639730406,0.04259507827154852
HALLMARK_HYPOXIA,0.022536571936624353,0.00015243451224708558,-0.034685206898333355,0.01807940691606741,-0.014632560409570805,0.003792788296547506,0.011640485399165313,-0.0819718389616213,-0.08757080242566008,-0.028016099444561047
HALLMARK_IL2_STAT5_SIGNALING,0.01997088949761547,0.040747066757706514,0.07056641851247142,0.020062079740641805,0.08571121472006363,-0.02590273212540495,0.07308844869108225,0.10857089186783643,0.16091111652741258,0.029958213071273273
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0034452766499853136,0.0342333905196001,0.062090235142597774,-0.00901360512860148,0.11026012632047845,0.07697852166971872,0.08939994866887382,0.07212224047398251,0.14019001158852507,-0.0035064528194732854
HALLMARK_INFLAMMATORY_RESPONSE,0.04544542888227626,0.027231320556868676,0.08154018130195052,0.039918482264420616,-0.05940619581328806,0.005644151143390463,0.05320044345907033,-0.019444981889388674,-0.06364242720414097,-0.004925615987827689
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.047277663563511846,0.03722068231232292,0.07316827562443112,0.04216202116472234,0.10162635302171456,0.0863752049790309,0.08109289756326346,0.14268687894747764,0.19276253864548148,0.005349454449751872
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05866743026822891,-0.017435405901933713,-0.08176873882234754,0.03768182409564122,0.0661742171647591,0.08773419143374767,0.02215613441636432,0.000560004393060692,0.012819844381174379,-0.02462928063849955
HALLMARK_KRAS_SIGNALING_DN,0.06571930441446266,0.04111910266595585,0.1536985590382876,-0.0315702677084746,0.03478321541166142,-0.059977113819540025,0.004580323570963315,0.11387066483624524,0.17044280758325753,0.07407029315446574
HALLMARK_KRAS_SIGNALING_UP,0.033263608573493954,0.06916256078608632,0.06317873819998168,0.00824700411379808,-0.07935268414762724,0.018257548299261506,-0.012098552823597961,0.1353359536855624,0.1442172324567396,0.04687062950706464
HALLMARK_MITOTIC_SPINDLE,0.027614283575079075,0.059872133961212486,0.09460733840725129,-0.039723658707990724,0.10535491855703287,0.03599567949312806,0.07172176045408367,0.11111161400880719,0.1638645195157957,0.09754312593914903
HALLMARK_MTORC1_SIGNALING,0.03051562471416729,0.006422795951910164,0.03393325067850004,0.038976493317683804,0.09997083711513582,0.012021894561233334,0.027586668306702262,-0.01641489110686136,0.014328074257200172,0.016700860856132583
HALLMARK_MYC_TARGETS_V1,0.04085307270325341,0.06534656311589108,0.03938041768788701,0.0497611518526911,0.1459880462325737,0.10951702973979215,0.08130813537281593,0.1228950040355157,0.21013432430141962,0.10668526769963328
HALLMARK_MYC_TARGETS_V2,0.03456919965766714,0.03808212949302956,0.034370439441630665,-0.06635840309287126,0.07610731563815946,0.014769454250696106,0.020082019739549747,0.01415084892533959,0.09734617168888082,-0.013317485839385114
HALLMARK_MYOGENESIS,0.10230698912715452,0.04168930208746848,0.03750170700151548,-0.043599663469914056,-0.047742000218989486,0.04803815362052141,0.07480202851968301,0.0965227772559647,0.14262620191858089,0.044596787119734346
HALLMARK_NOTCH_SIGNALING,0.039304508421349214,0.01836806092285978,0.03615961598466826,0.013787943506680984,0.08445724828598128,0.05826333517987117,0.04955567379015373,0.13721003074263205,0.19291381884755396,0.07080436947853351
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0667606204640084,0.07271215945950268,0.03937785477032486,0.0424514338756013,0.0828514554253837,0.03247800239594539,0.018590865149256713,0.10447368449715307,0.2121418129620075,0.0635157465569991
HALLMARK_P53_PATHWAY,-0.005627873082526645,0.039833646532467466,0.03259762655829221,0.038395062517289275,0.09954590060865656,0.06908955599362482,0.007610892969864114,0.0933472879097168,0.17396110482797353,0.03826708400591232
HALLMARK_PANCREAS_BETA_CELLS,0.022483999734799007,0.059295070455244694,-0.0002657902646429252,0.0696618059589701,-0.028384236511137837,0.06321423931872072,-0.00764300158562833,0.11975404567834962,0.1971817980378137,0.08774174440072578
HALLMARK_PEROXISOME,0.004616615041054305,0.040077792997363755,0.03788898931177893,0.023685648006727796,0.11494366013465239,-0.019597755801389456,-0.01996611325429069,0.1112271607906028,0.15402613694508466,0.018073652556295398
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07226822633947778,0.055437117699642754,0.03565088768544238,-0.029375290127679945,0.03470820912669779,0.10156374405734482,0.03300570561148701,0.12187701288356373,0.15323729081244924,0.06137410499320898
HALLMARK_PROTEIN_SECRETION,0.07796414382988909,0.07025148401362238,0.08912906960757525,0.013752415332015397,0.03869265766644428,0.03509096383700442,0.03700370030798249,0.10072346217345043,0.18930540365998733,0.04760938005556154
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.031856446841661945,0.06070370878250872,0.03163377178221583,0.05044903042205498,0.007972336036880235,0.05529556787201621,-0.03488128003159442,0.08255010006127232,0.18106687692999388,-0.007776030384473767
HALLMARK_SPERMATOGENESIS,0.08938152272411029,0.01859202354981553,0.04078155063119502,-0.003558368939214745,0.030285266973206985,0.004669061057708216,0.03754281659778069,0.1163413470447565,0.1906985079495468,0.03686464344407368
HALLMARK_TGF_BETA_SIGNALING,0.06057303012660478,0.0035515726813036717,0.10778743998427344,0.014123562224766236,0.11245468476559152,0.04036091779484742,0.032478507402872635,0.14252019778987196,0.1046403041327141,0.011477033974501366
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.004431963946521394,0.04002880190904307,-0.030612763402660493,-0.00864444313739143,0.039821580758033916,0.06629745609800528,0.05626652163016839,-0.027158487995738403,-0.009144043454917669,-0.02697149788339604
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.058560686585322014,0.061202221261091865,0.04414504669804843,0.028976816454622023,0.12225413719365705,0.07921009549438407,0.07098620382218832,0.10101608263194709,0.16853595141142919,0.010417527680948828
HALLMARK_UV_RESPONSE_DN,0.042962723710834615,-0.0035379479252733766,0.031787191928755947,0.0004383326840774746,-0.02658471824599854,-0.030371487257708326,0.06212547798144972,0.09230761019232853,0.07374943552687369,0.04256864759007112
HALLMARK_UV_RESPONSE_UP,0.04748681739843786,0.05996180689112575,0.12056985586473337,0.02913865313552438,0.03286292557465247,0.06538931459110135,0.03182310507546935,0.0886144913530324,0.14927033811570645,0.035947670871556724
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.06501487583674151,0.027102193649685295,0.06713993319263707,-0.004297285266267883,0.11618874474451665,0.022734596701945827,0.04359283629959062,0.07862076392654822,0.10826109970805069,0.07205408490552384
