,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10438697597399221,0.030053949054876274,0.020268420744049682,0.04172673001416775,0.027286053501791523,0.09227119475143879,-0.02951503666044673,0.0029490971991380224,0.02580462611418314,-0.029290838825753094,0.05986354312008141,0.1151270295395623,0.1610385762635887,0.19935249302994626,0.027825789769385163,0.027389086321094616,0.18043010180587726,0.054752850472967914
HALLMARK_ALLOGRAFT_REJECTION,-0.02773392647654567,0.024500928054624716,0.02613595515519968,0.04127362398655039,0.042161431549990205,0.12860969120208543,0.0038741761389964238,0.013547580127210631,0.06301820591178038,-0.005923128218885646,0.05492093721171114,-0.00362143179391536,0.0916459201218284,0.13631099013260253,0.03890068864674832,0.05945227016587725,0.09080940640248918,-0.04114846636117947
HALLMARK_ANDROGEN_RESPONSE,0.06637439655170681,0.07132529238652781,-0.0024495188862523223,0.018572931160451313,0.014746044410095863,0.1051932007627988,0.025351288034038764,-0.012878859571755968,0.08372729092367988,0.016061237969263016,0.05213990124371268,0.02749400847102323,0.1861142579074934,0.18988067779803344,0.033366274420246596,0.0523230324712259,0.06460353768714028,-0.0187460276379425
HALLMARK_ANGIOGENESIS,0.07187749948024967,0.030522753109701123,-0.06564087647395687,0.016830455900755176,0.03985157938712143,0.13302009343401255,-0.0679013686636083,0.055729187323213664,-0.009951711138732217,0.06384666862430009,-0.019966948753492458,-0.044926871031867266,-0.04597856378824727,-0.12587787233656653,0.02674224188276662,-0.011899308149813,-0.16910929938784722,-0.06718031167472285
HALLMARK_APICAL_JUNCTION,0.08572819172004474,0.03617645606918634,0.04470272021084712,0.013821377212152045,0.0630175714189398,0.11213375921360938,-0.0584493564653304,-0.02525098456851739,0.060249277811364806,0.03306877586799462,0.08953713360883386,0.102646126527697,0.17376749717849374,0.17747810943489434,0.07913562536841501,0.05633317646987009,0.12500681276694975,0.015814637964801394
HALLMARK_APICAL_SURFACE,0.13633931433750457,0.06794288385303772,0.024829549050975803,0.030238396779816944,0.00814269325296105,-0.07249198024318096,0.021777259843515598,0.02705327841522441,0.04081721610286389,0.03113220502715674,0.06527241248593205,0.022333853221222718,0.1335028481742165,0.15400567455320607,0.03197913269647664,0.002859510200977295,0.04648693111345814,-0.014102121797648774
HALLMARK_APOPTOSIS,0.020322943693552174,0.003377177969180424,0.013224269607854564,0.029804025706274665,0.013028278429648663,0.026058114778851466,0.0003649006266166608,0.03459704337463513,-0.03302186124333816,-0.04935253059697508,0.05804007481043537,0.013028987061075315,-0.08210455472917072,-0.04504809565553362,0.03279481268602795,-0.01735908350524315,0.04345876426469629,-0.03827371221009996
HALLMARK_BILE_ACID_METABOLISM,0.1362171454596693,0.06827232146002667,0.048161012962333355,-0.003677711765242691,0.008844086714913185,0.09808969314556576,-0.04598612384373082,0.032227986567704564,0.03811388861813219,0.042652794529876206,0.04408041071559092,0.05910672963108922,0.14555973984618023,0.13978098006241532,0.022671507291423514,-0.002324397079412342,0.205308741400176,0.046453001690997225
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10297109043601337,0.05437368236996324,0.039431954388828065,0.021917141217971614,0.014302422828440511,0.04957002668864296,-0.0315957863206776,-0.02458631270507923,0.07186285250107817,0.05915483837411662,-0.032081595052791304,0.07005801353656134,0.16784026728178134,0.20705717991006756,0.00807028357279326,0.019802178380680352,0.11775873783354382,0.0531635989842151
HALLMARK_COAGULATION,0.10738050470275798,0.020323501068636708,-0.004460550573359246,0.031530682490467886,0.06893978495934991,0.13018833194512458,-0.08611162519782806,0.07014515595009835,0.025122506671646408,0.00851422367054119,0.07206301149795696,0.15215949039962817,0.1064135495143404,0.15989613385610926,0.044912934296077386,0.03447668400187115,0.04053721695358613,0.0910972763097056
