,MGH258,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.042433626399055374,0.12174503979861281,0.018729040312451022,0.3413699938556536,-0.03167161103694053,0.11291191051704437,0.013791896636339953,0.006064041649946928,0.01674436458260067,0.02348635985464789,0.24682734155396108,0.1254139231648003,0.2235092633927403,0.28181837291363065,0.05819861651015081,0.008244242230870476,0.08022154591208158,0.03908540711695371
HALLMARK_ALLOGRAFT_REJECTION,-0.004183413379037445,0.022541412274481393,0.018512323799735844,0.2751949552930562,0.014333818006449625,0.34077925891629907,0.0018649880958485476,-0.0063759031620681025,-0.03300361198165595,-0.027955898038872388,0.006663082733486814,0.09530400341278203,0.10899281725099162,0.18196916725057657,-0.0018944961934770584,-0.0013160648551134259,0.055152463985021064,-0.018286055364421967
HALLMARK_ANDROGEN_RESPONSE,-0.008331902315600688,0.13030691648062548,-0.032690016540701396,0.20881596396890134,-0.024824832379216625,0.30483803903663564,0.02990730037854163,0.001861824829516523,0.027161361921145467,0.007917877496701673,0.1255716471015123,0.06575969910227066,0.15614499917831645,0.19659738560579165,0.01956651542357863,0.028624644677376087,0.056360730670377196,-0.012420248159386898
HALLMARK_ANGIOGENESIS,-0.002637141820771337,-0.04350751514693477,0.027215041989182637,0.2256836183701765,-0.03484581212812823,0.34263233259892606,0.0029072748924999234,0.0003230732363329697,0.012116680306256747,-0.02748901204016297,-0.02767536764596036,-0.08789085018172604,-0.09848161972935429,-0.23385073511559584,0.016398246364314136,0.012226417327968428,0.03979636416143231,0.03507886017877463
HALLMARK_APICAL_JUNCTION,-0.006521479544463452,0.15791409389815397,0.016205828789511555,0.3876428472533641,0.008168605983574146,0.3686405430860023,0.022090390917240812,0.04462686557911781,0.04701554598880694,0.006507118467844963,0.23266287636387661,0.14233585710691554,0.20164936433631664,0.27046378258961606,0.06331152876530936,0.04558904475130356,0.09383774334263853,0.02825971437890911
HALLMARK_APICAL_SURFACE,-0.07823135947893715,0.09777204858262284,0.019828827624541454,0.2296650292483133,0.058934038913966424,-0.1054328454397073,-0.00038423717331659784,0.05028976514615951,0.003997982700094965,0.07057277756327195,0.21105340649669344,0.12797136819843558,0.19796708848961453,0.2039705429049837,0.019603340316619037,0.0299071731847767,0.09120406912937713,-0.03366377488381963
HALLMARK_APOPTOSIS,0.004266409096570789,0.046273340074233275,0.011953051493938067,-0.2741337359917726,-0.06275102229392625,-0.03641280059616102,0.016133602253625454,0.04119172463927012,0.0033121410448071114,0.01921897371898067,0.07497310159639259,-0.023595020974143743,-0.106834297085852,-0.12768353074329994,0.0150505733463943,-0.04691542896975653,0.031680665116305115,0.004644523867695615
HALLMARK_BILE_ACID_METABOLISM,0.0008420943379351594,0.11270898767064873,0.046442985856108315,0.261844410726177,0.04733511711343469,0.24820827466319592,0.02014949686895317,0.10223085826418753,0.021521409849059505,0.013425783047439176,0.20817984505923648,0.09333959653094764,0.14488190199418413,0.1991120042078665,0.021130691825751134,-0.055126090524974886,0.0574528585641595,0.09627104243453587
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02079640921991135,0.14935444959286018,0.05281051278846198,0.25269646968630843,0.06612461659768022,0.3217601436570385,0.013847030737489652,0.04466128160954587,0.013800065538267792,0.024940202684513677,0.24582011313039182,0.0636877401345124,0.21183684333361413,0.2758936401021102,0.07641018248772082,0.011678106049032539,0.04586568169088467,0.04347108338187683
HALLMARK_COAGULATION,-0.0234433393475912,0.07162680843381554,0.01458622140322015,0.11330441645371005,0.006885219274551242,0.27663108198630415,-0.007971769318106182,0.07933794009580304,0.02694297310084475,-0.05010330711783911,0.19805924919338072,0.14324117627824365,0.11880821858971181,0.1721394769093724,0.03443931833161698,-0.03191851814926156,0.08462942040413347,0.03636411504115757
