,UKF248,UKF259,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.014955535990094396,-0.008049336897108496,0.07897077169134972,0.0385813128322598,0.07744870879748245
HALLMARK_ALLOGRAFT_REJECTION,-0.025547905832712155,0.026739359158324472,0.03678628042901669,0.08648094086003096,0.038723415500875574
HALLMARK_ANDROGEN_RESPONSE,-0.0031894192799002278,-0.007864785294581298,0.0836952753868472,0.040970740032359544,0.028844833949410075
HALLMARK_ANGIOGENESIS,0.04031366915830872,0.009731119257558134,-0.08874813089989296,0.012463615143200426,-0.06709705993018464
HALLMARK_APICAL_JUNCTION,0.002813074822347867,0.03664526839385622,0.09156172476626168,0.08248936939472191,0.06400012002123716
HALLMARK_APICAL_SURFACE,-0.00022429601361823742,0.018873991429306264,0.0393368515792313,0.06873549245511998,0.01878763442945728
HALLMARK_APOPTOSIS,0.004202659600514307,0.06037646654682424,-0.05726526057364045,0.02148545966950795,0.013595043122441385
HALLMARK_BILE_ACID_METABOLISM,-0.012300977158091773,0.0225362707501027,0.10262289486526996,0.03411927145103489,0.08564620646128307
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.046868771859070985,0.06288413743017321,0.08319164070142199,0.024334456753044728,0.07513953163950837
HALLMARK_COAGULATION,-0.01715395654067228,0.06516076429141,0.01825118307535076,0.02299592984629483,0.02586050690095831
HALLMARK_COMPLEMENT,-0.012699502103663085,0.04125739126769915,0.05993542316494669,0.0443727175052457,0.05179087250741106
HALLMARK_DNA_REPAIR,0.0035403447759763222,0.03873445370177544,0.11698896122914626,0.050368330711745436,0.1003764711890965
HALLMARK_E2F_TARGETS,-0.01299499988095056,0.04072685665121412,0.09954062015132854,0.05796615530547507,0.0761508010855271
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03659828700707793,0.018410337361565776,-0.01918479693730288,0.054852283055179474,-0.014291162385292239
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0006855528692011989,-0.0013311123866405511,0.03880646344096169,0.01888317103193193,0.1101662553478485
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06225305776362966,0.033954768650802485,0.1060579655779374,0.028086539767132664,0.03284704389147705
HALLMARK_FATTY_ACID_METABOLISM,-0.008199231962698663,0.007568078806989711,0.06562098723396419,0.01920757175758522,0.06644211888520773
HALLMARK_G2M_CHECKPOINT,-0.004509806951769776,0.026578590295304495,0.06405989463716785,0.093280932688238,0.021299601765687386
HALLMARK_GLYCOLYSIS,0.012091148519367018,0.031197801209117113,0.07443743022520191,0.04023904288558807,0.04728092659283163
