,MGH258,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05768784717581721,0.051077842867450395,-0.026305183400224974,0.057217196322063534
HALLMARK_ALLOGRAFT_REJECTION,-0.0050164409654211975,0.04431618288119324,-0.024728059027305717,-0.002914358842871224
HALLMARK_ANDROGEN_RESPONSE,0.06816009764664699,0.05373295524036491,-0.01632234138872853,0.0768800001826783
HALLMARK_ANGIOGENESIS,-0.024217793124699624,-0.04471574571087618,-0.09945813808238341,0.011997425438165175
HALLMARK_APICAL_JUNCTION,0.04786137274172249,0.058033454399595646,0.00745203387732834,0.0720475380929961
HALLMARK_APICAL_SURFACE,-0.0053068921567492175,0.08792810819927356,-0.011808443365635864,-0.08283555049587223
HALLMARK_APOPTOSIS,-0.031878665500225424,-0.046337767731071955,0.01511034772498246,0.0264524097411527
HALLMARK_BILE_ACID_METABOLISM,0.04402409122055761,0.030731476091179946,0.0017905024180522552,0.041344718423524864
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09055467966190764,0.05830231275831122,-0.010076560085228656,0.05528012377464717
HALLMARK_COAGULATION,0.0041519271766681035,0.0539842610890163,-0.02025197130049312,-0.005558604693115507
HALLMARK_COMPLEMENT,0.0018166997759322956,0.02803299405583138,0.002083984325053765,-0.0003621281974893596
HALLMARK_DNA_REPAIR,0.05445804821502131,0.06093035662444955,-0.0069174992622046605,0.09119031031171657
HALLMARK_E2F_TARGETS,0.01762746919758219,0.06629898741461396,-0.06488840000630978,0.036539044464862946
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.029625781834470052,-0.01908246863233387,-0.03621621481519752,0.058146281056832116
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0027546891031106917,0.03133073394863742,-0.007078555101497692,0.04051099641725494
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.023407589272407322,0.0565254867916041,-0.02567576944545394,-0.019887671676122678
HALLMARK_FATTY_ACID_METABOLISM,-0.03892326923175817,0.00570434938384261,0.024585862668392012,0.06458437710073872
HALLMARK_G2M_CHECKPOINT,0.010009934695512035,0.06879782642217001,0.01373880134366724,0.05704465391456841
HALLMARK_GLYCOLYSIS,0.03467927570521772,0.0371255783979859,-0.02053538803303454,0.03568800309401475
HALLMARK_HEDGEHOG_SIGNALING,0.021812481227664708,0.054761038498039524,0.048139474760012776,-0.013978927129358637
HALLMARK_HEME_METABOLISM,0.03474321726656573,0.07113045168070548,-0.0104673508567472,0.038638900772875164
HALLMARK_HYPOXIA,0.04945804315142377,-0.06049683277424295,-0.008948882155681556,0.07520345471797443
HALLMARK_IL2_STAT5_SIGNALING,0.002800860982322313,0.059236148564679736,0.011965128147832538,0.04520092468321318
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.018415609083370192,0.07596149491468442,-0.03901265535109411,0.05825315958431668
HALLMARK_INFLAMMATORY_RESPONSE,0.034788492561340846,0.03806852426572279,-0.013805447568851626,0.018966477249142005
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04479961678471913,0.07772336669301019,0.029225848074006855,0.021420299435741696
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04789278426675788,0.02975862855635548,-0.04233858095257322,0.049535995588903835
HALLMARK_KRAS_SIGNALING_DN,0.04571494072365488,0.043714021411835814,-0.01157125023569012,0.02877841251545678
HALLMARK_KRAS_SIGNALING_UP,0.034692631262492196,0.04540937179379158,-0.04143607117918082,-0.007968184371300964
HALLMARK_MITOTIC_SPINDLE,0.014981670718138764,0.06096840551452852,0.03660218568077161,0.07614371573420708
HALLMARK_MTORC1_SIGNALING,0.04241095827781178,0.034086387448102766,0.022316743851013527,0.05829073285673201
HALLMARK_MYC_TARGETS_V1,0.05760302895656275,0.07091237046573544,0.006687479885069593,0.11128749209556164
HALLMARK_MYC_TARGETS_V2,0.07759105184594363,0.022580259165694803,-0.053214984465949605,0.05701158570213565
HALLMARK_MYOGENESIS,-0.014334767293052846,0.05199520977628352,0.06751080983969956,0.02599171821723964
HALLMARK_NOTCH_SIGNALING,0.06216382970603503,0.07344585488067548,-0.038915182082638534,0.05097582586352243
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05548153485758676,0.07339306315698087,-0.03546041076589047,0.0506098636991638
HALLMARK_P53_PATHWAY,0.03518817392440243,0.06303810544455646,-0.0056067249272535894,0.09547501945166981
HALLMARK_PANCREAS_BETA_CELLS,0.08950273534055676,0.06444502534552704,-0.058379191401527045,-0.022609210377870694
HALLMARK_PEROXISOME,-0.00788327192041569,0.0593148866019899,0.014893013546978966,0.026220288957766277
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05992757057991793,0.055602317691227386,-0.01401052191029471,0.016629766767263635
HALLMARK_PROTEIN_SECRETION,0.042983846882249446,0.06784194933309473,-0.04171119986555028,0.08377398685361039
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.024126767611710256,0.061543520283553844,0.06477634697904981,0.10617070294343525
HALLMARK_SPERMATOGENESIS,-0.013196022945759894,0.05836237609239654,0.0444129176369791,0.009274596172737704
HALLMARK_TGF_BETA_SIGNALING,-0.0010900646947812026,8.80711953756398e-05,0.08947738634953423,0.04807742831514216
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.030170470195257537,-0.014771520831552117,0.06220777030198286,0.034432719454592774
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.005425023814064029,0.0797714094692309,0.01839044638098747,0.08898178258544663
HALLMARK_UV_RESPONSE_DN,0.020528714347767,-0.013682585852967815,0.0479805770486115,0.031844267650435125
HALLMARK_UV_RESPONSE_UP,-0.01711792517129099,0.04686546858099612,0.026773210098239554,0.037222018705959835
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.02339710544845175,0.039965154836195706,-0.016620888502789158,0.07707926321478585
HALLMARK_XENOBIOTIC_METABOLISM,0.014230623684508562,0.05935683549072131,-0.004811685747532376,0.0821431491834676
