,UKF248,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03273683397668117,0.049963393549748276,0.1192342239159891,0.08555201329437175,0.040863968168205915,0.06521828181272592,0.06924274890940459
HALLMARK_ALLOGRAFT_REJECTION,0.06714794815351946,0.06272697075781107,0.07364222526447338,0.09233448017690164,0.030587285836392242,0.03223113118301431,-0.06014101045407348
HALLMARK_ANDROGEN_RESPONSE,0.03605012626091675,0.18647255041053867,0.11535301821817541,0.06657270156243542,0.03435408160152078,0.04172145038227256,0.07902971006760126
HALLMARK_ANGIOGENESIS,-0.024510916531291903,0.041281549993060565,0.01974960696687695,-0.011170653466679985,0.02445100330609165,-0.011685529159834661,0.0590925194371821
HALLMARK_APICAL_JUNCTION,0.05492091264702456,0.020481834966687325,0.09347752114229811,0.0635545487321793,0.048044576598779164,0.08590759399976117,0.06356861116692097
HALLMARK_APICAL_SURFACE,0.021892967271524663,0.11128718875377802,0.09223478980775596,0.10063625692836178,0.04113103460949826,0.09607653279963121,0.01673425325681079
HALLMARK_APOPTOSIS,0.06271954567983494,-0.03006326110774025,0.004915594671756465,0.05123058104010839,0.08524151464244777,0.04746528711195184,-0.019314513779771322
HALLMARK_BILE_ACID_METABOLISM,-0.029274082288419677,0.001926610228796859,0.10865249380698998,0.042197061694965385,0.040896614352824934,0.049693098213946886,0.1058330039634045
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03911904061094281,0.08198316717500563,0.08734564787170628,0.07405706783116459,0.05004294684748733,0.09565702946279687,0.11514667623803126
HALLMARK_COAGULATION,0.0600512946015838,0.09098884079586295,0.1203505537722455,0.10143054591106246,0.10676644357244235,0.10106796922629895,-0.01201017197692457
HALLMARK_COMPLEMENT,0.03461174905541783,0.03728448313210577,0.054706708227156294,0.08927173857681253,0.03118287252984685,0.06169211864886974,0.007146239430619529
HALLMARK_DNA_REPAIR,0.004221830380670925,0.10456318591704715,0.12682226733452384,0.05722289451550653,0.09048089538098068,0.047696372058855865,0.11626387068718871
HALLMARK_E2F_TARGETS,-0.040661600113571804,0.15258715868877668,0.06363304983639427,0.03883718318171296,0.03253489324596494,0.055538160818976286,0.11650903680861281
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0742014270812244,-0.0007022454572423837,0.01821507467404526,0.045496812292615464,0.04612653446977282,0.06859569030339346,0.055865870401645264
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04275049433492244,0.02929037815122503,0.017643978653428753,0.08674198744116543,0.021186190401931832,0.09312936312744852,0.10482679049924985
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.006026176722804853,0.05763791785815078,0.11338966538663996,0.05577563447647912,0.05614813202632704,0.039861805850699636,0.0433694551747789
HALLMARK_FATTY_ACID_METABOLISM,0.009505813281278164,-0.06780960706990226,-0.002384868257707011,-0.014129540425295257,-0.026612808977511025,0.010656050625579167,0.05198558316225978
HALLMARK_G2M_CHECKPOINT,-0.007195698561105694,0.13478508955440618,0.07671303591179564,0.022427399557196203,0.05118947226902829,0.057558772011109434,0.12882787475045426
HALLMARK_GLYCOLYSIS,-0.01696179317111162,0.07737157431139964,0.08532576555577644,0.029162215108525884,0.036413784972800824,0.08327369924081587,0.0758296732129202
HALLMARK_HEDGEHOG_SIGNALING,-0.014052944187816597,0.014029395715891166,0.02589790935878214,0.04936566279747042,0.047441912877625766,0.09655619653253775,-0.0605498230182326
HALLMARK_HEME_METABOLISM,0.0501388919331756,0.13875389664586407,0.11192936728909314,0.06968358349759271,0.04985549445346675,0.07487295865282387,0.014132295053502532
HALLMARK_HYPOXIA,0.0012376059668068628,-0.0632529169095393,-0.043465191220381186,-0.05916834750373308,0.019398716249137943,0.06700897510066528,0.12533012516401484
HALLMARK_IL2_STAT5_SIGNALING,0.0629045926948543,-0.025754077680651317,0.09552866130837588,0.04800396725810187,0.045832339981043926,0.0604584443562683,0.09029853124892956
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04775082996728868,0.10864248025003732,0.03524673292888672,0.05376908674214561,0.032331929053193875,0.0955886840323455,0.07532727314104665
HALLMARK_INFLAMMATORY_RESPONSE,0.02975222664459416,-0.11706043407549388,-0.06595369373369278,0.03176857219297112,0.025600710205266983,0.037603725070138545,0.026300469827807434
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02835981944563259,0.0230568752164899,0.10686134556837233,0.03651021217002468,0.11713903957666821,0.045029894516467106,0.004980178149825964
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03782214970684417,0.016150807134648084,0.07636335113943718,0.09048250796237899,0.032272131353969245,0.0761765125780913,0.06401678149233848
HALLMARK_KRAS_SIGNALING_DN,-0.020114205099106473,-0.0053345269695320744,0.08218600811070673,0.04470072796714247,0.06170222091180241,0.06223317013962016,-0.00439788050564019
HALLMARK_KRAS_SIGNALING_UP,0.0295065580460638,0.024590953314957455,0.04382762795150646,0.0811748949634841,0.08357332746245259,0.07228717096793642,-0.06573082114960395
HALLMARK_MITOTIC_SPINDLE,0.03833646992519518,0.1774285099622085,0.06708041137729288,0.059341894976466254,0.0741748000067782,0.06093622639671501,0.06202329626958219
HALLMARK_MTORC1_SIGNALING,-0.015335730540974368,0.07832877715501257,0.013180458439627743,0.015621834926252447,-0.02117651522337253,0.04402168631906915,0.09731499574521772
HALLMARK_MYC_TARGETS_V1,-0.024486334449844913,0.167587014812228,0.13636614587379897,0.04454231725985303,0.09422357695367087,0.06168397033044098,0.10722733769611499
HALLMARK_MYC_TARGETS_V2,-0.005092251861700391,-0.016309664916227627,-0.032450839394478424,0.05257607518275503,0.03052025689664356,0.03417313090269758,0.09394244386224428
HALLMARK_MYOGENESIS,0.06682914851673717,0.27713159095787704,0.10976631382264318,0.07080322351948314,0.06083487769569563,0.06015986893604446,-0.07233798484377404
HALLMARK_NOTCH_SIGNALING,-0.00012303646105990126,0.07791436392905783,0.1276169517670903,0.07214682451858387,-0.012040709430261143,0.07903337937017836,0.10247187427899752
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.029990316157800775,0.12819372473129523,0.12247359742672644,0.056671721490100475,0.07186891597467167,0.06386083411735523,0.06694962369978869
HALLMARK_P53_PATHWAY,0.013237399724162586,0.05080912645324671,0.12835991576670838,0.054583693136982386,0.05434304073447247,0.05873475505530546,0.11583008089691803
HALLMARK_PANCREAS_BETA_CELLS,-0.02530280013704978,0.13754067666688052,0.06827796951798185,0.03507380941401953,0.07974588582756045,0.06407412100728575,-0.04560872966477535
HALLMARK_PEROXISOME,0.002151283729576281,0.11604242989109939,0.07797906447264302,0.05184966831984837,0.031269815038771645,0.09495974898037635,0.03386503925069418
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.008301694821173688,0.0659785888915571,0.051812316736462805,0.07512808549988842,0.0866311297634044,0.05719364761943766,0.029040679675800516
HALLMARK_PROTEIN_SECRETION,0.017335896347016662,0.2037788404662734,0.09876448167222003,0.06435126876268062,0.08606160503742033,0.07693210061237099,0.05193069814906935
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.027676520507381636,0.07988617156601442,0.1275871466717386,0.06436588159540868,0.031997521894049585,0.025025768840035777,-0.048087748265177845
HALLMARK_SPERMATOGENESIS,-0.02343487747803649,0.18208420379429904,0.09475571111118214,0.03863471322592181,0.005899478679741031,0.07857553540210195,0.020522318127511853
HALLMARK_TGF_BETA_SIGNALING,0.051675224852527124,0.090902377996895,0.11639109222867446,0.05237787213500017,0.025369920654892932,0.08572309634882377,0.04575148466221333
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.022448107523791373,0.04129773241532696,-0.025431037668031033,0.03529717520366487,0.032730431755954005,0.050413584488326474,0.13131943335738194
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04630698091587924,0.14919213627430492,0.09068801736679025,0.05980109336008168,0.06943354345612955,0.0550029773238758,0.05958803920834436
HALLMARK_UV_RESPONSE_DN,0.042285310531768094,0.1320849402175205,0.11559138417789667,0.0696196385575126,-0.010446551111300804,0.045677798601971874,0.0193361986117517
HALLMARK_UV_RESPONSE_UP,0.0006829786505448025,0.0016323663020301232,0.06989587576289905,0.0559805829833038,0.09691350455994215,0.08271347415623456,0.06661749982819831
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.013458267430832841,0.009380070773492026,0.03317151010403258,0.04350149627855167,0.03309306321457534,0.031220191581160756,0.08160926393035801
HALLMARK_XENOBIOTIC_METABOLISM,0.012540634432009012,0.03820831947575488,0.0901486437628961,0.09592635050802995,0.08682046288340273,0.07837834845643732,0.08957002239649099
