,UKF248,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05579154333331499,0.05596088904459665,-0.0026706985778479114,0.028510997972094283,0.0667924593588471,0.017242564122157314,0.12395886667903142,0.2183990836041807,0.2934994066939916,0.09454615852830713,0.04871635626254979,-0.014668093402828932
HALLMARK_ALLOGRAFT_REJECTION,-0.02557491231760109,-0.06025053982333288,-0.019462754892410818,-0.013658481888124116,-0.1511382158099631,-0.011812982480365752,0.013535113300681835,0.13219406657814584,0.19063414598355882,-0.06768579075816238,0.08061719117646768,0.10610460526886227
HALLMARK_ANDROGEN_RESPONSE,0.056420210626675675,-0.02392216793404044,-0.09877665309989174,0.020541821290532128,-0.03966429714377667,-0.04396807484359575,0.1344709933256583,0.12485632285165556,0.2404654698658518,-0.025684006985841036,0.04276558035367378,0.049439645624816876
HALLMARK_ANGIOGENESIS,-0.026270083098536283,-0.07802656377459252,-0.06449633612295844,-0.028943431487161244,-0.11557829524246423,-0.09572937915891255,-0.08495821818873703,-0.059539408175620534,-0.14614032365563667,-0.047817826265431344,-0.004798856964762426,0.029861897103761127
HALLMARK_APICAL_JUNCTION,0.07919427354293888,-0.020595615793121892,-0.03732264182619058,-0.008567350130715346,0.02504970059915511,-0.05025311184795381,0.1774993974940635,0.236177556060885,0.3090306569793813,0.23150807042230787,0.040391645100288004,-0.02450480466501976
HALLMARK_APICAL_SURFACE,0.08544376319735814,0.07150213488152976,0.05475271281698306,0.0649090334155309,0.1617320954287124,0.00914568251348879,0.10077559603672588,0.19495117182505378,0.2688210722867287,0.1604189805386961,-0.005493527622814671,-0.005518849210171379
HALLMARK_APOPTOSIS,0.04169568134458971,0.0765671243962703,-0.1183681652506367,-0.0021662464435531124,-0.05701734260607548,0.005744221383331462,-0.05358099256228026,-0.12447441898089345,-0.13307771093085607,-0.17257053200442313,-0.06147951431537992,0.0045270603472547565
HALLMARK_BILE_ACID_METABOLISM,0.028949220329648608,-0.008487019380960777,-0.03104205484203589,0.035547675875404326,-0.0054438852414466785,-0.0453610590841223,0.07583179538410842,0.09614729555869773,0.26581137320438125,0.06147323859629044,0.03412007999419131,-0.028678171763140484
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09503985357047572,-0.023644326472512016,-0.07794708296761885,0.03903573995970197,-0.12367098556824371,-0.06974270602277177,0.1930189339140782,0.2423953604574981,0.3373817365655282,0.04433166492287697,0.006389663300730168,-0.049697990744379715
HALLMARK_COAGULATION,0.03928977614454729,-0.045197601544709524,-0.07228337591215978,-0.004221943464160543,-0.15569417078133907,-0.045260306697810664,0.09712204348763487,0.15769539142560277,0.19486218876545316,-0.24852390640054667,0.04279343179649708,0.019740859408670406
HALLMARK_COMPLEMENT,0.0271114167153568,-0.045919012136777994,-0.031852945635604216,0.05496272576766164,-0.060876554966272506,0.03696992057503508,0.06182409603693849,0.216780209252546,0.188760192685667,0.087915760267977,0.022099088612472537,0.017261403070493158
HALLMARK_DNA_REPAIR,0.10740402644358024,0.014345561738511942,-0.06214570514992249,0.05989163359273872,0.13098397520579863,-0.010244676131450888,0.15485711115452352,0.2121576585905813,0.3042478557017829,0.30973875353666663,0.018158188781268646,-0.0008823047728011135
HALLMARK_E2F_TARGETS,0.06408955387649046,-0.03278846641256695,-0.02874734595216308,0.008306776127824685,0.11555278888895418,-0.047601685220626716,0.16957185984108541,0.16228583268951505,0.23976376057686458,0.1911583992187625,0.04108483015574533,-0.00996973419439446
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04891814945651126,-0.03837040576061434,-0.08190831287581905,-0.0008049551767244168,-0.12572539154166446,-0.10285386703450827,-0.008328774958256556,-0.1278900206510623,-0.16858344038148768,-0.11072070752986227,0.0493622472315143,-0.016734734134062918
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05571537819428677,0.09795923537973705,0.025694335496902414,0.01190624235479687,0.15461815047712693,0.06162596618009786,0.028083145265838667,0.21219020419281565,0.18991527996356636,0.25895843902235477,0.003989362207116013,-0.06505169405272233
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10468206909000055,-0.012541482683835469,-0.06726052816524516,-0.019788644215117675,-0.006836728345814118,-0.011682320864625178,0.08321867815739581,0.21597214215232413,0.2892833147062422,0.08622089032050075,-0.00405155558953657,-0.013870164621916
HALLMARK_FATTY_ACID_METABOLISM,0.0678976075636497,0.07946874972146127,-0.07410973103217544,-0.025673926970855018,0.034173061646070334,0.09035223438292495,0.07488460378445543,-0.05303483737048238,-0.03491625267727959,0.06854390760643474,-0.003989895870184093,-0.02077033572951091
HALLMARK_G2M_CHECKPOINT,0.049485314794798604,-0.04418673425585795,-0.11527545111630436,0.06051593721168029,-0.05929700119233572,-0.0736633957210459,0.11577363424499494,0.15020573672602833,0.1281602333513789,0.17266250380927628,-0.013064432489750491,-0.01243725026509314
HALLMARK_GLYCOLYSIS,0.08155507695728811,0.03798616242901594,0.028572422240720072,0.02610777352058937,0.17329708337944508,0.024939921643462374,0.0013537283196153732,0.22959270258702624,0.23810876596369596,0.244843218606476,0.0695698752741238,0.006531816703321588
HALLMARK_HEDGEHOG_SIGNALING,0.09116478075569169,0.04446810191722807,0.045377256460116804,0.05112426276598279,0.18052641931213143,0.07216055530607661,0.025926892206067885,0.3073250303989501,0.2610863029836989,0.3581967594889074,0.02479642368511474,0.01615089491852887
HALLMARK_HEME_METABOLISM,0.09861031686519278,0.03547089168707092,-0.0415920537642328,0.007115280189268492,0.09857902111968857,0.03244769198207827,0.1568636127812487,0.24035062010070418,0.2905193488103337,0.2348911190631064,0.05015413110791408,0.03642122324686177
HALLMARK_HYPOXIA,-0.027969849167427625,0.012326183421906814,-0.05945643352299627,0.05841523945105493,0.05852950371869844,-0.07372237957767404,-0.13561661219836507,-0.12694732837249662,-0.23733915399419628,-0.011707263345314018,-0.04763584720627577,-0.020826525223527712
HALLMARK_IL2_STAT5_SIGNALING,0.0679138458255738,0.0016989893628791583,-0.06225919809713765,0.05801860230392362,-0.01991734365721088,0.040622803639745186,0.0621722604202955,0.21905011031873606,0.238691373679376,0.09782552673664603,0.03149030378130279,-0.056483789655538394
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.028560273743681787,-0.07433239319864704,-0.059105898470834785,0.00889912852733866,-0.12713547967595168,-0.11675496732870105,0.12249945800470065,0.24133718415381022,0.24095607265147878,-0.06076793436393717,-0.031076628363583866,-0.005431989617337072
HALLMARK_INFLAMMATORY_RESPONSE,0.06442649473165428,0.003982954055272004,-0.04691019387434006,0.03565577787535801,0.06937994812062769,-0.030174968103631468,0.09415497998123679,-0.14295228544423969,-0.08038143575512846,-0.07521418446661847,0.029150998934037557,0.014707426048640691
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08788602982026225,-0.0355102205444816,0.007400545667008001,0.011634905508218942,-0.1231298644139292,0.00034144637029900736,0.17015650702402313,0.19318472010402618,0.33501563806844925,-0.03138310378382255,0.059845135111069765,0.04722172986729239
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07645891658750702,-0.014979920249419978,-0.1107693535346853,0.025164314920902927,-0.10182091729680469,-0.0806979346725257,0.1545682930542543,-0.04392992363090474,-0.0171966319322015,-0.09063245954000296,0.005575206918883227,0.008517299050517341
HALLMARK_KRAS_SIGNALING_DN,0.03837256776620126,0.0784569470773824,-0.002112818888002732,0.04393201530811747,0.2010920524271576,0.017459471942597858,0.19865816998383234,0.30255667332905006,0.3394167544782188,0.4005315473418271,0.04178760672310192,0.01762465422849119
HALLMARK_KRAS_SIGNALING_UP,0.06107803383707498,0.09835841684071761,0.037053035857523724,0.03564319324266294,0.16550350409925063,0.08858206557471691,0.0754671240401484,0.26646643692507754,0.3150292003465381,0.2547499958805024,-0.013602047549199432,0.0655799638835204
HALLMARK_MITOTIC_SPINDLE,0.08237472729404285,0.0042576223092977,-0.017894820147989217,0.05158428949539985,0.14086121547397007,0.02360965179905423,0.16937045343761478,0.24751722409310878,0.2916197328038844,0.2930051298037049,0.06274107938499468,-0.006114508467915267
HALLMARK_MTORC1_SIGNALING,0.05352195365208881,-0.009789768140974443,0.04898977891594926,0.031080835489616054,0.09132791263069596,-0.0641164258573877,-0.034576181493499954,0.0302905614657934,-0.08292437969059557,0.11052736605611566,0.02512629957781895,0.01602196913693063
HALLMARK_MYC_TARGETS_V1,0.10466822864230337,-0.017955793864033655,-0.052264560694616345,0.053438872746562,0.13956735664149353,-0.041988726896547396,0.1538838091954958,0.1662990253739405,0.29763534052800844,0.28529199680882694,0.0612169953558631,0.01969121902797651
HALLMARK_MYC_TARGETS_V2,0.11219426443500945,-0.057152410961198344,-0.018382259306615797,0.02155166241158856,0.11158656578198546,-0.021333140416203066,0.0688344052673408,0.0971022419181498,0.22504673930949298,0.14908235314004653,0.013203833937128661,-0.06169606759427204
HALLMARK_MYOGENESIS,0.0755034698917136,0.10005200556975263,-0.024999372293467225,0.03909452046682848,0.1484161438738111,0.08758527363646218,0.15861532714362037,0.22591127643717757,0.32835655357131793,0.09764164089602888,0.008265647641618886,0.016909301224258363
HALLMARK_NOTCH_SIGNALING,0.08388568551101495,-0.02806716260121399,0.05937744968331168,-0.04956119229193118,0.11601274454561313,0.005193827708144833,0.20391415095137705,0.2201963723463938,0.3181574393835663,0.14369355489401187,-0.005177281773335745,-0.047150493231747206
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.12452752354318943,0.04897541641079631,0.06498178592126885,0.1149338516183559,0.18922289377889653,0.04284075906520662,0.15423498135475444,0.22405512168834696,0.3301567384372793,0.3361176051348027,0.06807145034223855,-0.001194656348606454
