,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04693520919779989,0.1836933641831357,-0.00100603417293737,0.27957619697849495,0.07764248243597323,0.3175382687247591,0.0493095463428339,0.03934210365453498,-0.01147094579286233,0.06477508145123577,0.14605489493504886,0.04442592997138724,-0.06200351451399198,0.13605784783933128,0.09859887350512753,0.1773682914753145,0.057825260357317165,0.01013145156557388,0.044470645305781674,0.2739918369090944,0.1917515033381076,0.13407651912753962
HALLMARK_ALLOGRAFT_REJECTION,0.06519539423811906,0.00996136536636516,0.03392795731276779,0.11896680297770504,0.04841661037153566,0.10693448123306745,0.15786421880041554,0.049808166664762205,-0.03971979751305705,0.04157706278550752,0.09768460815328626,0.021316496916443467,0.04502697982490682,0.1384633610679839,0.07012177744710792,0.1221162611260195,0.0052628895878815375,-0.009094110304493589,0.012073314076196865,0.23204687156720072,0.0771898802225997,0.04616784655257726
HALLMARK_ANDROGEN_RESPONSE,-0.005409664490240309,0.12873183387348183,0.010501309627144717,0.09601915119506525,0.03560813384226914,0.015273438828601502,0.1392357450268175,0.06292153141070655,0.02434925337223537,0.02785991204553825,0.08405917959708163,-0.039723241766159975,-0.07003517934996846,0.027998412700210234,0.12588311143116704,0.17349908124462315,0.005099748851367392,0.03556005613466635,0.02623336061163931,0.31565073336839466,0.28593649709785013,0.11071941326482815
HALLMARK_ANGIOGENESIS,0.05668528130669468,-0.05473103502723737,-0.059227671463468676,0.16959637122044108,-0.07791255450389101,-0.11702350991563036,0.18832340035062792,0.064426741674018,0.11486389739183395,0.06679266774824898,0.08136499778051641,-0.0363960768836064,-0.12361610369808584,-0.05181225035421041,0.012527255372644644,-0.16378417716772253,-0.010232655304859655,0.08121723744142897,-0.018104038515047997,-0.05237474551809689,0.2511069163113801,-0.14953586544632175
HALLMARK_APICAL_JUNCTION,0.022718830228551198,0.15501403738170494,0.1337863673566938,0.312203883117539,0.0795482627516553,0.22926951488777125,0.19201834538711923,0.07843980528673491,0.17097074889319075,0.04632045808122046,0.04848684403369598,0.03645299403713243,-0.019263446073942134,0.15120388355033362,0.08932171151785759,0.16285068875289715,0.03611488141738808,0.06916233020236162,0.026266583167424192,0.30876476956961135,0.2728208775997644,0.169701736061047
HALLMARK_APICAL_SURFACE,0.018362454175630802,0.2319128536620781,0.10450842167613868,0.2456552762170085,0.09706325283503571,0.3067934615438423,-0.02685560395301377,0.04966739869699674,-0.08434311323753889,-0.016208238242954646,0.057780978281338664,-0.008723408756564865,0.03253545616147265,0.1819034291702423,0.08875942808551751,0.13916136709673743,0.0188501844742501,0.03759626457049738,0.01403261430361042,0.2524451453930236,0.16839737153240927,0.1360689675152306
HALLMARK_APOPTOSIS,-0.024181329826595585,-0.046645276874016296,-0.024436633118518233,-0.12333604818199946,0.03564995736544684,-0.24536688534178305,-0.04514811191462232,0.015193301765827352,0.07997474371708983,0.06645898199259745,0.009418431369967799,-0.036153644619432636,-0.11485982148001757,0.07163012778848878,-0.08389779060453294,-0.09170989916530663,-0.008247814620755368,-0.0005215983333667988,-0.05867744072329285,0.19173572368750583,0.08253458036327035,0.11381896503033895
HALLMARK_BILE_ACID_METABOLISM,-0.04677931663710313,0.13449127754379359,0.07819540210680777,0.2780800300432612,0.04816502163342654,0.3755485655394897,0.09953985135202581,0.06632830535220276,0.09346619634579514,0.07140878943646825,0.14826705985837424,0.08405037589514729,0.005389700339940666,0.11547346404373987,0.05270490506166205,0.16192648480668084,0.09286927000768073,0.07022817114084126,-0.01791929737448705,0.18365968096573237,0.2042895326590502,0.01702860283098615
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05280888939980758,0.1309620600338809,0.07937509961975103,0.21781563227532236,0.0717474149763452,0.289439085684384,0.16307195832286248,0.05520874940571356,0.1591312024817784,0.08718928681495745,0.20056408317990998,-0.00424609904392109,0.06783802749397651,0.12141748478425754,0.11446713123458233,0.1706907182177889,-0.01614188229958896,0.022953882809276707,0.025037467255368415,0.2489009781866737,0.21669547141368808,0.09468620094961248
HALLMARK_COAGULATION,0.09203307246380442,0.07910303880453505,-0.0021665334643002875,0.2478824258808086,0.08858996690959123,-0.02485877718886748,0.16252801205846182,0.08545376965146238,0.07562005704572534,0.1351847116425439,0.01622143304724678,0.06484163048890655,-0.043343735557064327,0.15957654623413975,0.00025352830361195246,0.09516460068150431,0.01534185729549375,-0.02921271443626681,0.003875173828336868,0.2899441716578185,0.20615319768219778,0.03023077103816169
