,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.010759759367702557,0.035412595185166956
HALLMARK_ALLOGRAFT_REJECTION,0.019473529424708497,0.018340757301278314
HALLMARK_ANDROGEN_RESPONSE,0.038703224488347926,-0.007158344494283395
HALLMARK_ANGIOGENESIS,0.007176311993574949,-0.01946334985465999
HALLMARK_APICAL_JUNCTION,0.002032256894202858,0.0070485670280777315
HALLMARK_APICAL_SURFACE,-0.015729841735687297,0.06933127661892827
HALLMARK_APOPTOSIS,0.016384410658845282,0.01708423067045133
HALLMARK_BILE_ACID_METABOLISM,0.066272641998865,-0.046065827304881284
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05686675239274714,-0.028609728513027087
HALLMARK_COAGULATION,-0.023710304590477765,-0.03603494178402695
HALLMARK_COMPLEMENT,0.0027061625184334618,0.00889702883188279
HALLMARK_DNA_REPAIR,-0.00073114481843961,0.0034663257949758258
HALLMARK_E2F_TARGETS,0.002707035788804483,-0.013882138475911835
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0184721602065151,-0.0019450783047022199
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.010647059507952266,-0.01117678198220766
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06400970097983948,0.000744362718676111
HALLMARK_FATTY_ACID_METABOLISM,0.07315001083301205,0.010452536099813451
HALLMARK_G2M_CHECKPOINT,0.036410061277141414,-0.026870805517953268
HALLMARK_GLYCOLYSIS,0.030159914888489844,0.018081520591712797
HALLMARK_HEDGEHOG_SIGNALING,-0.03048254510688262,0.09229319837378065
HALLMARK_HEME_METABOLISM,0.019654107662748447,0.008691057487390928
HALLMARK_HYPOXIA,0.05793196951059471,-0.04101097001395098
HALLMARK_IL2_STAT5_SIGNALING,-0.010214662722593908,0.025667402549324498
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.016814824192811575,-0.010047452327204144
HALLMARK_INFLAMMATORY_RESPONSE,-0.0023570367012012284,-0.02452705238823625
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.006510329778534896,-0.025229267202522426
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03221359089772698,-0.04320056781729572
HALLMARK_KRAS_SIGNALING_DN,0.006994610979343688,-0.0005094914456403655
HALLMARK_KRAS_SIGNALING_UP,0.006945688645811077,0.08335125718842916
HALLMARK_MITOTIC_SPINDLE,0.04467559092920047,0.034815794880132075
HALLMARK_MTORC1_SIGNALING,0.02490759665465906,0.028174708143469358
HALLMARK_MYC_TARGETS_V1,0.08838486181037342,-0.009309329507078154
HALLMARK_MYC_TARGETS_V2,-0.023026322769658457,-0.0016517384364472388
HALLMARK_MYOGENESIS,0.0654892704941702,0.040850273981170186
HALLMARK_NOTCH_SIGNALING,-0.006170755555910245,-0.002397035896898188
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.028858223831271814,0.034110877767151083
HALLMARK_P53_PATHWAY,0.02159108852031806,-0.01881565584320357
HALLMARK_PANCREAS_BETA_CELLS,0.02976331259196566,0.04009408280141779
HALLMARK_PEROXISOME,0.009445980073370646,-0.005614792474212308
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.033841264507948894,0.05472041494696135
HALLMARK_PROTEIN_SECRETION,0.017872594521561203,0.018457309159336202
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04954756952792199,-0.029004090101394698
HALLMARK_SPERMATOGENESIS,0.021024966211660973,0.0762843334229434
HALLMARK_TGF_BETA_SIGNALING,0.04111881188871098,0.04318459268260127
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.05144322838310019,-0.07805629059010248
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.032040187551416716,0.01361595832544971
HALLMARK_UV_RESPONSE_DN,0.04312718020001718,0.0022758898824575846
HALLMARK_UV_RESPONSE_UP,0.02022371025771935,0.024402448326431812
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.001312701301236548,-0.011616853934974096
HALLMARK_XENOBIOTIC_METABOLISM,0.018816235130282712,-0.04633579614274994
