,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11162801277182656,0.13928370783137473,0.029261010337013373,0.007324758777193422,0.056885586324800994,0.07264666362358953,0.10859792754915096,0.06839339552790653,0.1538817470932257,0.07733825147047868,0.04980690423350192,0.100731049287977,0.10676992992911144,0.112171685202976,0.05861791122950151,0.04706595572116292,0.01979393978448318
HALLMARK_ALLOGRAFT_REJECTION,-0.027619399067385527,0.052061320725214036,0.049415599838226444,0.050947094545203034,0.11388934321293566,0.12311414892578254,0.15220986461659075,0.032840228076610536,0.1613572373402148,0.17733087398196712,0.15068448298016818,0.06729108258627332,0.05101457461875902,0.11464712127130001,-0.018453158660330222,0.03788373973274534,0.16673125966074687
HALLMARK_ANDROGEN_RESPONSE,0.10026640200467772,0.11164086367795645,2.7495057417507357e-05,0.002714890271251423,0.001605816087785717,0.09151100559555922,0.12404062999501918,0.052638171012814705,0.11252966457289575,0.16652774677507323,0.10137858160853318,0.014885309047895433,0.06679470856722806,0.043248522537092236,0.05464012006264655,-0.04509798419506594,0.11482983794218546
HALLMARK_ANGIOGENESIS,-0.012384205656327373,-0.06363309483754094,0.006008501195602229,-0.0006400224422740498,-0.03067484866831018,0.05527972644880554,0.14039296132887913,0.006002274746312107,0.1007945687677821,-0.020306337140040237,0.04992668834680462,-0.058836950814659277,-0.0020905029533391673,0.07769391829919403,-0.0563397142730828,-0.12969048734430405,-0.031738928175995
HALLMARK_APICAL_JUNCTION,0.14925755154279174,0.20921852931277019,-0.008135102952736867,0.019933029944984804,0.12181818851755015,0.1197205851812863,0.13647443125906686,0.09040169574139444,0.15725835557134413,0.12860715279802196,0.054369707059036015,0.07454627992828224,0.09179122275743495,0.14613373837296195,0.08119628046529023,0.0339771129398545,0.057126546458307274
HALLMARK_APICAL_SURFACE,0.06994582426758601,0.14286222300152404,-0.03678315832403294,0.05952393429478631,0.027351016434443147,0.003559631880701348,-0.08613412059173457,0.04151125569794684,0.03576893791371522,-0.054715933965301805,0.028270819480788845,0.013191417689184847,0.06040151811874259,0.027426818853026804,-0.012348773116109445,-0.02457239961310441,0.006916619161894909
HALLMARK_APOPTOSIS,0.023952051435400815,0.03628130245430864,-0.0022430030067851206,-0.04078347018122468,-0.0305108138915977,0.03458483239809513,0.03567182686469171,-0.0040895676285447715,0.049787209269839955,0.07673787547550306,-0.021816934302785192,-0.06047571509389028,0.036963921918200825,0.08194598012697614,0.0005554168597716075,-0.019873956257817158,0.012028655235699192
HALLMARK_BILE_ACID_METABOLISM,0.13273281378881757,0.04305710920082013,0.0435426029171466,0.02634933340274487,0.07875026927748051,0.028132772543223238,0.11493058674042829,0.08209243583810952,0.06289791424131445,-0.023529367870012932,-0.02594330707256773,0.062461509420986175,0.032875855371290764,-0.008184734478648285,0.0821182877520697,0.08699201525848858,-0.044475032160206956
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.021990750724665494,0.05549079357544692,-0.023103237720977946,-0.01553976492778669,-0.016086502841359,0.058177771454230434,0.06973014519698566,0.01113306601004293,0.06860256567667151,-0.012870881832340905,0.029214300943970203,0.05791739445896595,0.06463302741581008,0.04457420982094945,0.01043096376384974,0.002340031656389893,-0.026102998483038944
HALLMARK_COAGULATION,-0.08544930346566279,0.17437402892675918,0.01820828944823772,0.0568682295557974,0.019929393033804133,0.12268003769606772,0.10417346191372552,0.10054890409834451,0.07307850964723843,0.13605097514227293,0.11386695864545775,-0.014247688376397111,0.08867633626471584,0.13017564569907178,0.04297948955204419,-0.023574400821464832,0.029575640173195267
