,MGH258,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.00011385203103926643,-0.06379765852156463,0.04617910032194171,0.1480110246948734,0.013702390376576536,0.2995680662979828,-0.1482382089163979,-0.011834670100377408,-0.07605967280182117,0.03346243849044004,0.020286113397302807,0.08732876605000675,0.050830693678578204,0.11242555550187282,0.17927776495951342,0.044454810163435686,0.131349086048128
HALLMARK_ALLOGRAFT_REJECTION,0.004154448574439479,0.05288554729478347,0.02675171674841571,0.16568526988276894,-0.02711638526343704,0.3794781529198648,-0.06353579548577479,0.020259509712881985,0.16916953766576556,-0.020511432256321363,-0.08985984583597958,-0.06306356709888904,0.00600294510242602,0.053877813706348754,0.06730483236405328,0.06822831227765597,0.07636598152681412
HALLMARK_ANDROGEN_RESPONSE,0.017045632793277293,-0.04335170194807972,0.04809836791367193,0.0876165674955331,0.07579562426236187,0.3251177518458659,-0.023231542402106568,0.022839413355952753,0.004050788680157453,-0.02738363526493708,-0.00314742618165681,0.05461800109549128,0.017225318663523212,0.1092064518665482,0.1556484028487632,0.07416295458240624,0.0553732284683728
HALLMARK_ANGIOGENESIS,0.0004691681325223369,0.03861737352198985,0.05370591995970432,0.02011075242259774,0.12358001442567496,0.43007070772994727,0.051006430329459805,0.02797973835200449,0.10764105122323347,0.0062601548349756325,0.13280081229104593,0.0960394009245966,0.006944027058290305,-0.032475105587083386,-0.043784951094379417,0.039955074135334126,-0.10079122394249292
HALLMARK_APICAL_JUNCTION,-0.01783699670173923,-0.07351359450090901,0.0546838867378651,0.13385462520769126,0.025168720950418902,0.4200211011588391,-0.002534935901976429,0.05500958117086782,0.03479419599641907,-0.005457280400135683,0.04041639114748229,0.046736729813049986,0.08037001688892532,0.08136340398527928,0.16618677427992892,0.026997485149689485,0.10232693973012084
HALLMARK_APICAL_SURFACE,0.013301678975287239,-0.0760552492264242,-0.0022306368346326337,0.09625412266280708,-0.03413486691510963,-0.10217486707716,-0.08652664966573188,-0.012573659692962659,-0.1404763362303503,0.07673360883780317,0.025179069035578726,0.04130230688899914,0.019066505579358912,0.07360771853898704,0.19387763376965322,0.07136305761284757,0.05646502600596214
HALLMARK_APOPTOSIS,-0.01587088995397058,-0.08775009877111238,0.0854495994387445,0.04546853578354447,0.05502647371276898,0.12224689476732395,0.07558515332068562,-0.007945736665542267,0.0960157454900052,0.03643243885604998,0.0339261201261923,-0.03598240213250313,0.14637429423620704,-0.06001960064375548,-0.03438465443873792,-0.015788860366416496,0.09544299309554909
HALLMARK_BILE_ACID_METABOLISM,0.014049695209464221,-0.08145958519138669,-0.05571885606039343,0.10432095567412629,-0.0322651854332904,0.39684538222625504,-0.04754659433212989,-0.007056984879648024,-0.030370612397445765,0.01578344990740274,-0.044267271543993375,0.04427209839085898,0.020371414854153863,0.04666493708822891,0.17681667602935447,-0.01506141846042679,0.12969899225016046
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.002374797965475821,-0.08501757434341034,0.046150405355598376,0.16045818198373143,0.010390186741332953,0.20536314820753157,0.06066651874925169,0.02307871398177156,0.02579402131906773,0.002620307641763517,0.10892611031640115,0.042851815099976674,0.06747997378127517,0.1120506445573334,0.16253727342686763,0.02048375139273748,0.16525993544124
HALLMARK_COAGULATION,0.04237389614894539,-0.1505659586769189,0.06338669497935322,0.18155630510272272,-0.010949205466921729,0.3203992237020661,-0.05251886277242395,0.024002697057235175,0.12487234287508464,-0.026997389303157107,0.028167312129633953,0.025366806166203806,0.04201719401264078,0.05280161774785147,0.13511691378933507,0.006534671260795864,0.053012413919055784
