,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08695658770956328,0.034226224620180226,-0.07294670544477456,0.11413386955830486,0.07393196492833783,0.07813833409032504,0.006412618968093948
HALLMARK_ALLOGRAFT_REJECTION,0.06159831086332529,0.02393413153018443,-0.1872804708563947,0.05470815604610554,-0.12455774502386889,-0.028348549991276454,-0.03925737019234104
HALLMARK_ANDROGEN_RESPONSE,0.12552193732903175,0.026115552898789158,-0.209840938845587,0.06311002643172303,-0.005130244267860018,-0.044128725387298055,-0.10141126484020739
HALLMARK_ANGIOGENESIS,-0.18104442494349646,-0.03354354481163757,-0.22270280628326528,-0.05057188753524048,-0.1651791765999943,-0.18385987291074304,-0.17713480728583206
HALLMARK_APICAL_JUNCTION,0.04272151299301363,0.031025632691324134,-0.1631179003038246,-0.047990811596063915,-0.0042713834390872615,-0.08797922057592955,-0.026610324021790106
HALLMARK_APICAL_SURFACE,0.05524946033805374,0.07205496523301624,0.1495567819360639,0.07444848716370366,0.012076849676432177,-0.0904157696391105,-0.029720983919542948
HALLMARK_APOPTOSIS,-0.05196468853047033,-0.008397055093943945,-0.03917853391925573,-0.04322496898556062,0.03546050956019512,0.10354655132258272,-0.04032598362453212
HALLMARK_BILE_ACID_METABOLISM,0.05609914980753829,0.06091505608369066,-0.2058754504688163,0.033471243661141355,-4.1945262974872515e-05,-0.07686987233278636,0.021835152757910915
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06489380099173325,-0.019096562965792107,-0.14778429343340638,-0.031027234824108012,-0.08552056668435043,-0.14654312333913708,-0.036521208109741445
HALLMARK_COAGULATION,0.07051426908260937,-0.0504226703868287,-0.20733352295577104,-0.01570775873527476,-0.1244254211867042,-0.07571856719791449,-0.11712057330874866
HALLMARK_COMPLEMENT,0.06770753252095982,0.047126345902234815,-0.13001711266521396,0.011692955581190486,-0.10501040026031187,0.007969440023265467,-0.07174738915995668
HALLMARK_DNA_REPAIR,0.10341709348507253,0.06312497060152909,-0.12960781925972853,0.11649314515987368,0.03320473399989496,-0.0634718054607791,-0.04131194379766045
HALLMARK_E2F_TARGETS,0.052282134083850365,0.011081456642877137,-0.14331979726418867,0.01533868391190194,0.0689601252489252,-0.07546439758839847,-0.05298145195892224
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.09526601890333079,0.015880614060509425,-0.1667895200273222,-0.06092927675980517,-0.08576689065069083,-0.14003650181879645,-0.12559677826063245
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.15468989379864095,0.027447165852702276,-0.02498413643279507,-0.004901533825796653,0.11091310379666484,0.1310895030196248,-0.018071751951933373
