,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.2807602519616361,-0.1407662838853758,-0.17661796989571307,-0.0720957128025492,-0.10408917481284358,0.05003957415472085,0.02648015232374569,-0.15130321562746288,0.07767445087014035,-0.09111528401021299,-0.01712467839244651,-0.022800424604655378,-0.06576068716020272,-0.011763662527443411,-0.10459705801931447,-0.04878405298658604,-0.004773761414377988,-0.1697798968634151,0.033466364404001636
HALLMARK_ALLOGRAFT_REJECTION,-0.16755649741633843,-0.06709206626483367,-0.18731154785592424,-0.0639978197164297,-0.009289039465903688,-0.09381051113405361,-0.08294015639690333,-0.16551385867934615,-0.13972018159127167,-0.05455819217000948,-0.02291781844956835,-0.06907830820965348,-0.07720044586363396,-0.16136668535303764,-0.07941028475187445,0.018070799771624794,-0.02368530710381753,-0.2705955841016763,-0.16172050772347782
HALLMARK_ANDROGEN_RESPONSE,-0.09860064448872861,-0.08526262212054375,-0.020224270743377633,0.10537263290639261,0.018402078022815262,-0.01808018024889985,-0.0454236651493819,-0.06373372130181712,-0.03879006933577709,-0.08076858620530086,0.03981609503004272,-0.0034203097256283407,-0.016632112643899945,0.0073249600484705185,-0.07502156304132036,0.1100973348895843,0.0541373139930686,-0.013186922884286032,0.06614197582309733
HALLMARK_ANGIOGENESIS,0.023007174792061928,0.11171175841678328,-0.1660701654392535,0.030068407055957203,0.09006670520237284,-0.07455025964163821,-0.10743790280767548,0.09097452491585839,-0.18022068083245693,0.07250260027876708,0.16901842630461025,0.2301206979024483,0.18759939060513614,0.047405324503468745,0.050404472774223504,0.16495073078845465,-0.062074153828593596,0.10694681430493821,0.2289609004049132
HALLMARK_APICAL_JUNCTION,-0.34295116850901003,-0.19078660571436484,-0.25126133387228305,-0.03480700167356834,-0.06835838246761439,-0.05303079979407371,-0.030047428055902863,-0.08713493557064576,0.03601434315621025,-0.09786376631593428,-0.03340808740904953,0.022224391789728563,-0.07673100626855212,0.057273140756016576,-0.08125701873860566,0.14371191410213177,-0.07005216092218083,-0.13782021676538855,0.030329750302361982
HALLMARK_APICAL_SURFACE,-0.40208724738433194,-0.1944256313423159,-0.1606138174094561,-0.09951310531989727,-0.14691480074456054,0.07659563615155592,0.11204526799846981,-0.10737930392776744,0.07380603993917355,-0.061781178839072096,-0.01896703365019555,-0.08259843665281007,-0.16191974969244172,0.06672303167436901,-0.10038518654077411,0.06493807728362665,0.0034033796706942608,-0.1485228711492606,-0.10971241096554395
HALLMARK_APOPTOSIS,-0.16716544539830902,-0.0609845188401988,0.1649067654727117,0.023211367650762222,0.13076797347627073,0.012089443731504203,-0.05578730086340642,0.07934513577358311,0.0431626268106445,-0.04736179141554413,-0.057350889481588424,-0.012912294906525953,0.15591563808966485,0.06035782615858213,0.06710541019931236,-0.08439124282294126,-0.04286394921656351,-0.1393296445045304,-0.12044979910319727
HALLMARK_BILE_ACID_METABOLISM,-0.2626309861569938,-0.10318791848478961,-0.2073220382140251,-0.06968235749701643,-0.14314863025987185,0.005816655138527166,-0.05989765763725621,-0.1638440869385925,-0.01462652577150901,-0.07008958337037058,-0.06601130873103504,-0.08614811267584539,-0.12110299483480784,-0.02662997188876613,-0.10080289753559017,-0.011370350077256595,-9.125221916522091e-05,-0.16485045658596936,-0.01200473676421294
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.2310621890399846,-0.10531267328829554,-0.21969907349851858,-0.00174989456981396,-0.12510561132629236,-0.039717100714506307,-0.0481589251777094,0.07829232611320189,-0.09484923460349182,-0.09596331271511344,-0.006224300834915493,-0.036942710342150915,-0.15355823643383268,0.09235705588636783,-0.05253817722613413,-0.03129934917499456,-0.09434195088101247,0.01711984500927751,0.026981357982763122
HALLMARK_COAGULATION,-0.30728899243485003,-0.17852104033022292,-0.19586157120282066,-0.08950564087922751,0.03190057043498762,-0.08914473060474343,-0.0786741686861527,-0.2138501490051591,-0.16328710767650353,-0.022229189239001083,-0.12191166576447798,-0.025314845029849205,-0.053894715264075015,-0.02499789837665058,-0.08332243230110944,-0.14801575513498882,0.004772331216720513,-0.2501277949783183,0.008164954616101798
HALLMARK_COMPLEMENT,-0.23561765441377328,-0.042081846445866836,-0.23924385095826486,-0.0236776161020502,0.05268859685285171,-0.04063516092868181,-0.04257721236330199,0.020635689356058425,-0.12124708171612844,-0.03566270665069637,-0.07751503399224251,-0.061854595404407596,-0.09929575608606585,0.026608202823561893,-0.013591920985856043,-0.019615159753825155,0.0016091967093908642,-0.04070570338076257,0.0468622733428713
HALLMARK_DNA_REPAIR,-0.1441526049436628,-0.1598203516178174,-0.14433322144471633,0.13469386809074574,-0.08571787028019164,-0.02578053739608316,-0.023836102288832525,-0.05809865004846279,0.07519692579089404,-0.09130987336749508,0.10594306784960589,-0.08401001257409557,0.02969905826654586,0.054293819489418374,-0.06108075533025954,0.13743259143421685,-0.053434890641608716,-0.04643648974475975,0.13330035813007687
HALLMARK_E2F_TARGETS,-0.3123582619133497,-0.21517605126336373,-0.24995760593336583,-0.05186216006517927,-0.1432620443616432,-0.06478149962643005,-0.034032186605491226,-0.14477482620631293,0.11835827865997647,-0.10260537272826335,-0.050851062042278454,-0.16886415119722403,-0.1353535727938731,0.058242232284458406,-0.09534407215260463,0.11847144539205041,-0.014524624698317437,-0.1179213449642347,0.017800921704323486
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10506603928474559,-0.030119319678944687,0.07563245530827009,0.1014080028879921,0.0775575807161242,-0.1010458120538016,-0.045429581229760825,0.10909079711938038,-0.11606340590195142,0.05694972531248348,0.17458050968397162,0.11592641311485173,0.13764958473913724,0.16148047033593121,0.1576873300160283,0.12241704112960033,-0.014744286232650929,-0.15037425950005254,0.17578335102890869
