,UKF260,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07842460507518056,-0.036693387258602383,0.16303289348187527,-0.05207295280135314,-0.04398006261947518,0.04909382240412653,0.14279791321635418,0.05222342697042976
HALLMARK_ALLOGRAFT_REJECTION,0.01363240216831728,-0.027689164673065064,0.06180834079360173,-0.007304933947021574,-0.014581828201893538,0.02272972022987626,0.05440709888643002,0.07040385581321625
HALLMARK_ANDROGEN_RESPONSE,0.0037715473144806404,0.00712810131420054,0.0852845686319766,-0.036205087010370736,0.11433661212743794,0.08068585607216727,0.08324057283918258,0.04284744270640139
HALLMARK_ANGIOGENESIS,-0.07139095152725812,0.00557851442851611,0.015186488852210505,0.0026458038331959033,0.05919170413979318,0.031303597031840644,-0.08059381866549119,-0.020426568849129377
HALLMARK_APICAL_JUNCTION,0.04857824962247348,-0.03532385349963239,0.1538204822003045,-0.001064654836994711,-0.05534312476702393,-0.005125390732906938,0.08080396577344717,0.020215663727532637
HALLMARK_APICAL_SURFACE,0.07662598442043106,-0.026129442265013323,0.09719538630103533,0.04521655679931726,0.00513568069945664,0.06123880809921584,0.04923663879239744,-0.008711556548948209
HALLMARK_APOPTOSIS,-0.017311715689844877,0.002879177174224677,0.1129341867892761,0.049170158674550164,0.00020552187180688782,0.07932373920394793,0.07063419786747287,-0.007345231274584336
HALLMARK_BILE_ACID_METABOLISM,0.05846521228014236,-0.036367066079731225,0.13251413355478006,0.04580336364648733,-0.04040896119130205,-0.021076317400839855,0.11702495451701654,0.029933939770138113
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04355752970281342,0.06112005356564671,0.04927471932514369,0.010370751171611816,-0.020646976989509364,0.07795026869391983,0.09619594798218174,0.035268827633061765
HALLMARK_COAGULATION,0.042399442775356844,-0.02783761399459858,0.1388964013489076,0.048276942912995544,0.014398477072716978,0.05620179590698185,0.04433283319205434,0.05624623594695645
HALLMARK_COMPLEMENT,-0.04134414541067745,0.0007857571915518381,0.11910766409486756,0.03182547956765469,-0.0282518275895999,0.07198409727393638,0.0899332410284874,0.035805100361423155
HALLMARK_DNA_REPAIR,0.10096658733753926,0.010385138306518505,0.13052470855908238,-0.017584927215625178,-0.06602945920989096,0.05412524945444023,0.13324299845215692,0.041685390824867614
HALLMARK_E2F_TARGETS,0.05380373865757087,-0.0182969795481104,0.137866514532775,-0.03937414022750247,-0.03866148089645368,-0.005902039787772138,0.11727120446847404,0.03601443001493377
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03605919153790655,-0.053231058250685345,0.10000033058289953,-0.011536195756976923,0.0016871114003062617,0.035741223667800845,-0.005078452812431414,-0.019180082950282992
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.021824731523454995,-0.04949579024789878,0.04776633465661331,-0.038868328749263326,-0.04396343304187537,0.025729086963266666,0.06629978243522104,0.05246188086999515
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05422823042833152,0.029883275658284997,0.07574243527968517,-0.06421135103395306,0.002610667290430688,0.04288225108247934,0.1221246206158116,0.015953182920035766
HALLMARK_FATTY_ACID_METABOLISM,0.02949841244219758,-0.05205760092806224,-0.03734302875838,0.01837789185137918,-0.002265308553583688,0.0016356462105602933,0.10424126419967708,-0.002726477850926176
HALLMARK_G2M_CHECKPOINT,0.05249594407390997,0.025975908781774526,0.078838349395863,-0.0345827782727954,-0.023545590221262312,-0.0077222663529882525,0.12131648665273463,0.0042223536584101535
HALLMARK_GLYCOLYSIS,-0.021930092928443612,-0.029817739173851703,0.02665649470618163,-0.0019453700664089782,-0.016701028824414654,0.02624693061168186,0.08846525669991626,0.024070875654669026
HALLMARK_HEDGEHOG_SIGNALING,0.009171343956953555,-0.025105352693135016,0.021769755679935138,-0.08603413818601341,-0.05440910088017336,0.034293158479598206,0.10546921038160542,0.011186469284201334
HALLMARK_HEME_METABOLISM,0.06570176815460724,-0.06094885672061245,0.14789909946964686,-0.021972591554280878,-0.03368895739872979,0.037239069089148126,0.10359345473453568,0.07709202924173238
HALLMARK_HYPOXIA,-0.03882295006328751,0.04828901526558443,0.0012781471750832982,-0.0035228160324429223,-0.01775672720662244,-0.004581323984595042,-0.030401453716457263,-0.02837231642698969
HALLMARK_IL2_STAT5_SIGNALING,0.02216956508859922,0.00392042989198873,0.11981244220175655,-0.0004279805169056923,-0.04068472995107537,-0.017517246103849537,0.08617225948498503,0.021494122632443113
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0070337777334497815,-0.07712885693672858,0.0580639725882123,0.02058076839135795,0.018166487540992045,0.024278088047572807,0.06473733931939968,-0.004741077102438838
HALLMARK_INFLAMMATORY_RESPONSE,-0.02798776360381128,-0.07039495856042557,0.12950704202490668,0.0014719881553921055,-0.0005695660740476775,0.015705570422928264,0.05201282993703249,-0.02993346228566691
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.044582602713728395,-0.008827269157410951,0.09088853158918568,0.05346441688256289,-0.04505118016013781,-0.04897165943020153,0.10073710043831663,0.08520106497530087
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0464232405401582,0.0027685966571347224,0.1664317311645494,-0.012148766717068212,-0.004698622067988295,0.047699120205558304,0.11236860656863108,-0.03700841197598257
HALLMARK_KRAS_SIGNALING_DN,0.05993771693290755,-0.021744959613505088,0.1123766056692476,0.015659239315620303,-0.018020081567024428,0.028918290313067998,0.1155051112762364,0.09960219730849484
HALLMARK_KRAS_SIGNALING_UP,-0.02347795976877612,-0.02028113105542368,0.06202963861769776,-0.03556818826421098,-0.031056253180850635,0.03723007581737445,0.06300421689238588,0.06813926230074012
HALLMARK_MITOTIC_SPINDLE,0.07380534571873923,-0.02428125108201235,0.09844329032865806,0.029974323565743352,0.0004032338029999651,0.010441080842811208,0.09764662554738228,0.06679703269200973
HALLMARK_MTORC1_SIGNALING,-0.06097733647565761,-0.019576818854286186,0.07751431465195482,-0.015116173109637926,-0.029742857170928432,0.0014809153689500439,0.017042666891294137,-0.05019675451252943
HALLMARK_MYC_TARGETS_V1,0.04625098239458231,0.005899243029511461,0.07010373883651126,-0.08212162872433344,-0.03272324364381227,0.001285164730453652,0.07913127350225181,0.02478364463575347
HALLMARK_MYC_TARGETS_V2,0.041651576698576824,0.008305437360189122,0.02346806731451772,-0.04857581111140315,0.019031663516777413,0.010170496869737231,0.059122885918026176,-0.05981859483877089
HALLMARK_MYOGENESIS,0.032866304715011806,-0.06354057375196814,0.12288871364995661,0.06162039693244659,0.019170618418118922,0.045837160784690814,0.07333531481076298,0.08233069821698907
HALLMARK_NOTCH_SIGNALING,0.07305220456123646,-0.009097180742135894,0.13970361658441546,-0.019184591362662616,-0.04364181433479138,0.03442943419618681,0.11641263231111573,0.04793041945041199
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06238876828846945,0.031514094327602576,0.13551376169097504,-0.01632959998892775,-0.03575707711683129,0.028806732996859263,0.11080746502539661,0.08142218597628463
HALLMARK_P53_PATHWAY,0.04300925059959426,0.024260422419542307,0.09202085553393718,-0.09554210577126328,0.0014492488320479483,0.0033416203884795155,0.0981124062050017,0.015024125006940219
HALLMARK_PANCREAS_BETA_CELLS,0.09794344610658333,0.058256424085927225,0.1507215950289526,0.027296651230502032,-0.02778064608675813,0.05012524881102919,0.12652489092735417,0.11604187001072105
HALLMARK_PEROXISOME,0.052401801829820606,0.050642473718960974,0.11210267451665584,0.03149047877185756,-0.05686354502829477,0.02166287372022744,0.08119224419209431,-0.007873901158418836
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04863050769357635,0.024377103930678604,0.056035385279531794,-0.05152598158173985,-0.02611622244228482,-0.005340481271382641,0.09214106918228768,0.05052397208328394
HALLMARK_PROTEIN_SECRETION,0.05583444924377316,-0.032441937438295515,0.13757718500476432,-0.01787380845388475,-0.03547209335703467,0.07426693308248004,0.12790136621847667,0.030932795763494357
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.011836515197563218,-0.03447131338400339,0.11458218202801586,0.0357471007278068,0.06184569105409581,-0.04242797444015115,0.07729274535849168,0.0022335339549656203
HALLMARK_SPERMATOGENESIS,0.07097141916562168,0.034086401341609215,0.1543216367835117,0.023004569955375503,-0.03084788469517516,-0.0121522065065037,0.10267863514491475,0.05874742416825504
HALLMARK_TGF_BETA_SIGNALING,0.04116026029495445,-0.007567610693100821,0.15426947504307806,0.028531892323868015,-0.051606092513348654,-0.02127599131776696,0.050962332687934236,0.022985163621320182
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.006167255189482897,0.034717386810539194,0.04675957615935222,-0.05775934836878785,0.0027854299179353643,-0.049288015955115186,0.03189932366801793,-0.019453183307613527
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.049771294375278635,-0.045935589613251136,0.11442731660918909,-0.02202387291144551,-0.040402617135180396,-0.012280228204079317,0.06928290376360988,-0.0032322584670906635
HALLMARK_UV_RESPONSE_DN,0.05163301970544823,-0.0969800155165798,0.13150768261495074,0.009703577348508909,-0.00794052598377774,-0.0077705768119433445,0.03974656617209393,0.04023624852166606
HALLMARK_UV_RESPONSE_UP,0.011206247206798333,0.0030598781215434934,0.03212587053123408,-0.024573936582862724,-0.017348025228691152,-0.01906934802112072,0.0936029482147579,0.013398470304197736
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04241052252798668,0.030620618509985213,0.04414160629219491,-0.022784632406047983,-0.04485154007382434,0.0494668190785507,0.06922253318046183,-0.030916263728687242
HALLMARK_XENOBIOTIC_METABOLISM,0.03381489226023473,-0.029412162474203796,0.18665888128570898,0.014841071632121935,-0.0018713992357558187,0.08326470440248608,0.13907116249031645,0.07717906981678631
