,UKF243,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.041460562994708405,-0.01860605582677159,0.02302252981953284,-0.10817149750986932,0.06448832838558537
HALLMARK_ALLOGRAFT_REJECTION,0.07379881755819295,0.0363463153039639,0.10065000107197974,-0.027181621161902463,0.047700414261581135
HALLMARK_ANDROGEN_RESPONSE,0.0432925242486815,0.020422618505880077,-0.016485384756413615,-0.005304724103804839,0.001897117423728304
HALLMARK_ANGIOGENESIS,-0.04521032090581578,0.030318159529244517,-0.05329461798533376,0.029544523326175576,0.04635956886668663
HALLMARK_APICAL_JUNCTION,-0.008825959149759465,-0.0008055207879738167,0.022585087857246725,-0.10636613083440563,0.07085492942310265
HALLMARK_APICAL_SURFACE,0.06937311666096405,0.033644239737824135,0.042483175263255755,-0.13788430765515564,-0.012793862000750788
HALLMARK_APOPTOSIS,-0.00859668986387176,-0.0488271906460708,-0.07457966765129198,0.022112131041079234,0.026927310827240602
HALLMARK_BILE_ACID_METABOLISM,-0.003223282892947691,-0.039646005479624685,0.05934565574371251,-0.11469095156459475,-0.011564547586079433
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03946966523328949,0.02292781161853375,0.01687140043724079,-0.15170987056024038,-0.05285725687379859
HALLMARK_COAGULATION,-0.07095911648931959,0.0010109125375989373,0.027696010714571413,-0.08065451881293634,0.026533851033454205
HALLMARK_COMPLEMENT,0.05160196137678773,0.01787255755819289,0.040410862990400406,-0.020395888332621882,0.04242430901467424
HALLMARK_DNA_REPAIR,0.019920072545105635,-0.0017971226905949694,0.03605734762000252,-0.053372186543510655,0.02381730875458181
HALLMARK_E2F_TARGETS,-0.0029448412192784714,0.03331038017371721,0.06472690790357356,-0.13609447020751914,0.0421915887013014
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007420553653059974,-0.004079333247182449,-0.03968367413257868,0.06031503580584947,0.056971317450500276
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0043626522761607035,-0.011277572041038656,0.030925823910105187,-0.010422079499664203,0.05795204115012703
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01606967301308759,-0.0593855939865684,0.022489213491812956,-0.023065105028188895,0.02342360967727696
HALLMARK_FATTY_ACID_METABOLISM,0.019951778527023168,-0.044486560070653235,-0.041679954392846365,0.11639088619261943,-0.012032579933011966
HALLMARK_G2M_CHECKPOINT,0.023691514233478032,0.04176505726019067,0.04627746395527539,0.0030629813439694716,0.02720139300594557
HALLMARK_GLYCOLYSIS,-0.008443822045734312,0.02082496152762114,-0.044886314776835745,-0.020527815032728616,-0.010352125966295036
HALLMARK_HEDGEHOG_SIGNALING,-0.00097009923445738,-0.007177860832906214,-0.05290095662726313,-0.04223176582016328,0.029269318463331313
HALLMARK_HEME_METABOLISM,-0.0024513049531381587,-0.008944468833258116,0.021870520434874516,-0.03029363605981632,0.05740326149224108
HALLMARK_HYPOXIA,-0.004954892335121776,0.025174142817797555,-0.0869205795619402,0.0613981328344005,0.0687748284744794
HALLMARK_IL2_STAT5_SIGNALING,0.035110577176651316,0.047910952152440164,-0.07329734801361529,-0.06775734821360532,-0.04814816966100862
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.022124434182053905,-0.044435924852112584,0.059390801647435765,0.03106705719319708,-0.009771297854827544
HALLMARK_INFLAMMATORY_RESPONSE,0.030645315172926117,-0.020220101208470263,0.029765653068389367,-0.05398427587490693,0.0698026381984121
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03798255086913814,0.05723778940012541,0.04016638335854429,-0.11324991027545378,-0.0042755241228269215
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.007639562831293055,-0.038051465081812175,-0.04023492139383381,0.06766334616975402,0.041102053152342985
HALLMARK_KRAS_SIGNALING_DN,-0.009257307571148298,0.03582509383404298,0.02414459363498764,-0.1547869668996744,0.03665487262702048
HALLMARK_KRAS_SIGNALING_UP,-0.005196221140461877,0.0273334426642636,0.056167905969407975,-0.04748447076836932,0.05030266913840096
HALLMARK_MITOTIC_SPINDLE,0.023014887816914076,0.019626170944484343,0.007430900460887594,-0.09888204049960925,0.04399986046538692
HALLMARK_MTORC1_SIGNALING,0.029606115930128688,-0.007231480103702307,-0.020169175208271925,0.07764855084609741,0.03644610863369613
HALLMARK_MYC_TARGETS_V1,0.052752776057156774,-0.015383785335272843,0.029054241004879532,-0.06285861811051734,0.032045958196272685
HALLMARK_MYC_TARGETS_V2,0.047951396041032705,-0.013266910899690173,0.012058932052312312,0.01978138729096472,0.012939181678326023
HALLMARK_MYOGENESIS,3.5261550421790144e-05,0.022898869561424662,-0.052285509949154256,-0.04966751946913598,-0.035932258154347606
HALLMARK_NOTCH_SIGNALING,-0.01166370076299727,-0.02693628525372364,-0.0579827227550999,-0.11381136735545228,0.09094745459456352
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.016185661540388904,0.03787921205129791,0.033575233114895915,-0.1143551362828575,0.04210671141897109
HALLMARK_P53_PATHWAY,0.040897546075424666,-0.00575215037598246,0.008873263540862755,0.07149028627115149,0.022076241475821063
HALLMARK_PANCREAS_BETA_CELLS,0.01179776991845892,-0.003661349280179396,0.06200626040446687,-0.13709734541770385,-0.0003819120333375443
HALLMARK_PEROXISOME,0.005359686455966032,0.02922056482967337,-0.046851951648151494,-0.12639740683500802,0.030814866246892836
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.02243281702991591,0.009627932771888273,-0.0026019574618988167,-0.09568197426503171,0.07459357280482473
HALLMARK_PROTEIN_SECRETION,-0.009519204172398068,0.010868148346937485,0.019226238688235156,-0.013632216161790011,0.022290384686943308
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.029222201041851407,0.045870258028472714,-0.0025122117742554318,-0.040909082798896414,-0.0520115232619376
HALLMARK_SPERMATOGENESIS,-0.011771726027991598,-0.0032940712619754595,-0.034965532773641846,-0.07532262368446425,-0.010027952735201743
HALLMARK_TGF_BETA_SIGNALING,0.028743483969987965,0.05292654629128235,0.08069551162630571,-0.11978619164568219,0.09057072289402152
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.016001706288139402,0.005270674850847532,0.07330302159156975,0.15958475360586558,0.011054867476623893
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05146526231177547,-0.040986678412387734,-0.019710070493796028,0.0798366074324766,0.02794439319135916
HALLMARK_UV_RESPONSE_DN,0.005510240126719324,-0.018294564228994482,0.0070803522272731,-0.07371145092530476,-0.005054516278509233
HALLMARK_UV_RESPONSE_UP,-0.01426678783148143,0.005069899684308175,0.027558236824243958,-0.10583586885086942,0.012665509699938397
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.007167502717979556,-0.0783469419201784,0.13666632902677137,-0.1011078167810319,0.0014137056724735537
HALLMARK_XENOBIOTIC_METABOLISM,0.02528543406904927,0.03184258330138304,0.016359473801809136,-0.03455583179096002,0.0272764285882378
