,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.15614000176441753,0.1201749770406515,-0.033397243106364036,0.16917440782484414,0.03125356785529091,0.05606336063008393,0.02064076313144497,0.03399795148308369,0.01026104753661294,0.10491267500363548,0.06752925521618358,0.12383952509423965,0.036557357580276985,0.040141968696454394,0.12904743163031887,0.011431955132393102,-0.045789185166645555,0.11172116368453963,0.07813549122281248
HALLMARK_ALLOGRAFT_REJECTION,0.024487877310003528,0.01609773756520261,-0.04901280820983585,0.15560461425542244,0.028943525856850668,-0.018829660504883848,0.17888392878753895,-0.0019167904268237758,-0.0015325371818926026,0.14755980251790024,-0.1316954943399083,0.12750791052079646,0.017498185803568923,0.09020220867424933,0.08811998936896173,0.03461277250869504,0.021360013325944744,0.08726380294885613,-0.05483473769702365
HALLMARK_ANDROGEN_RESPONSE,0.1529591284389864,0.12557115791107315,-0.007929274501358293,0.04673028228688352,0.0459743108694976,0.058048843318895677,0.12260462989894381,-0.0339235368344169,-0.011576344033629978,0.11199933875916797,-0.09397960305743461,0.14062504510318705,0.024189905968763806,0.029939469887258856,0.14509434311674968,0.015327830158284518,0.022439213078455183,0.10206819830362067,0.015422399348854544
HALLMARK_ANGIOGENESIS,0.021544036296035504,0.013822427607042982,-0.09649978325304986,0.19773495926678225,-0.06833130534291507,-0.10870705972339931,0.174890660893615,-0.08072388772377373,-0.027655999854411594,-0.0591123112772059,-0.2036698258945656,0.09600643577608661,-0.032583317382321245,0.014456086237449945,-0.16515316915766515,0.06916580703228518,0.0606984561406358,0.01317449415619296,-0.09289505102414924
HALLMARK_APICAL_JUNCTION,0.14644905234655217,0.14372242315811312,0.05876907353105605,0.15514037312047166,0.045902785746542614,0.06932675748456817,0.17131257444537829,-0.059952260343789004,0.008220176803071216,0.14071223760807103,-0.09675865012823467,0.09973854997502228,-0.004586532382188308,0.037963670112938656,0.16412588985222895,0.016140458255309714,-0.030306451397519227,0.13248642716964948,0.07214297611170266
HALLMARK_APICAL_SURFACE,0.164373643591265,0.12176014331666679,-0.025027185568566694,0.15375326465325725,0.0495348591341918,0.08881484478630515,-0.04180283401752504,0.05923216233938802,0.02030777122796804,0.14122523694662942,-0.04861254229131799,0.10498734946213344,-0.0011009981559907396,0.0338266096995157,0.11830139005941198,0.0047996542346610644,0.01103752880438388,0.07166620759654882,-0.01828768781017372
HALLMARK_APOPTOSIS,-0.008312908050777057,0.023261694184834203,-0.06600664139175576,-0.08164797989065145,-0.005787533911683082,-0.029169603961069643,-0.04345272675397864,-0.04179160115520941,0.022066272016890896,0.0017312474979775672,0.0892899303518576,0.034494514596975646,0.018791784616337938,-0.0006100921801407285,-0.07964464833881757,0.040339033063899604,0.0033392674552311626,-0.008034469604822757,0.008438100480629845
HALLMARK_BILE_ACID_METABOLISM,0.17076680033449995,0.046510048485951166,0.06436035460318035,0.13153424221072707,0.019588077015310974,0.05026884553887024,0.09634916921563426,-0.020437954509610418,0.01719030624046332,0.054838679127747314,-0.12431826436758048,0.030260592672595694,-0.01924929771759045,0.0018311216481715544,0.1310531755557018,0.030247327880268637,-0.02252422435566225,0.0878686215633159,0.12008831532243595
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11786747844514715,0.02433430270153718,-0.0067922653584471275,0.14181272455950455,0.06275990276801531,0.05202893479413357,0.1639138891443305,-0.03926807023562827,0.03296046429918299,0.14133726721335066,-0.1557807748735216,0.16374445954687417,0.04410885002342046,0.024694726746737585,0.19300013428847648,0.03774818959228583,-0.10554903820699875,0.04508242637108343,0.12006870718029099
HALLMARK_COAGULATION,0.09143105657536528,0.11506486243677957,-0.11113140424123225,0.09659877000513428,0.06918770849605888,0.007931538001553717,0.10454079905393712,-0.009490836132141136,0.013141064748129346,0.10852174294015286,-0.17401152796723066,0.018835466060470166,0.06223257919148241,0.08074744785788918,0.10378776910240864,0.04619224301848372,0.01209918376576229,0.07739649419846288,2.5515372622052726e-05
HALLMARK_COMPLEMENT,0.09182898984203555,0.06589096370897063,-0.08801644370984421,0.18299315278668002,0.05152809203862897,-0.009245062151995389,0.028691385243677932,-0.061706836235862504,0.03642286725460415,0.1358385206389118,0.08522255433110604,0.05837876726927382,0.025242278903490678,0.03494953327768356,0.04193944711331005,0.015662547631526913,-0.04283341240552582,0.08396227299539141,0.02861584128834167
HALLMARK_DNA_REPAIR,0.14320084612226278,0.12576741503719394,-0.028097418479407117,0.1592030141829211,-0.013512000184369452,0.07588598291391184,0.15875756549714343,0.013153139480170412,0.06331063284465972,0.1682927027257804,-0.043028337492105585,0.1756010928354884,0.015359972347713633,0.04437575169179266,0.16819778927177187,0.008640455144779083,-0.04941932838930367,0.10847753122915481,0.11038863644064519
