,UKF243,UKF251,UKF255,UKF259,UKF260,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.1083422622991571,0.03299893212304227,0.023247357274201377,-0.00020493681978724069,0.04341717154333083,0.021420378088881843,0.024809484471955887,-0.07761368020272562,-0.0004527213369247634,0.017255669892371883,0.0721233840173887,0.08747497758740869
HALLMARK_ALLOGRAFT_REJECTION,0.06957547569766573,0.002946145445495923,-0.04198925075042956,-0.018188693941274446,-0.004214625313137207,-0.0035806465777352666,0.06890103987828214,-0.1144605767162783,0.011132789479295623,0.02700134303028091,0.06360924589926975,0.05954327517968585
HALLMARK_ANDROGEN_RESPONSE,0.0762367250323283,0.003671697933354478,0.004460217587633854,0.012877165930139503,0.05512509903771796,-0.00019419357714256977,-0.07545360593392926,-0.051090636973113154,0.05323592577756356,0.04316478434836745,0.024566624291950494,-0.020817484428743573
HALLMARK_ANGIOGENESIS,0.03607029021207336,0.0590186050543047,0.014546445612278277,0.011728399231033105,-0.035290890780815265,-0.012886157933662313,0.04325941262391507,-0.08310352598820464,-0.03169491920796471,0.0459598493860713,0.08085435429191351,-0.14430606690122277
HALLMARK_APICAL_JUNCTION,0.10764104537586086,0.04879959726901664,0.042732323612991174,0.008424100761526178,0.05706095442803243,0.019742632528496996,0.03257196897397025,-0.06970211472371786,0.0359039900257882,0.047348182459806314,0.08271582808536515,0.002736821966433008
HALLMARK_APICAL_SURFACE,0.025059092700145284,-0.04015719154116696,0.04572839609579096,0.001580187685788648,0.007960675658660685,0.045084059340452086,-0.024961261489246815,0.04775393821119601,-0.09595127906329873,0.028171651529422782,0.08522281797593713,-0.015756753539851582
HALLMARK_APOPTOSIS,0.0016676481085532552,0.02573034389324174,-0.01951878625886506,0.06293496001111151,-0.06751068652857764,0.02349858850699815,-0.005572473382559355,0.0027260734279728627,-0.0005904179783221733,0.05111987696879705,0.013834560466553892,0.0068632588920513405
HALLMARK_BILE_ACID_METABOLISM,0.05379973861693976,0.004207527427696237,0.08934302872334292,0.01240103734164414,0.045921598896069005,0.012613211283420894,0.06173661988429632,0.023033015450197057,-0.004788403086290409,-0.04341297114464024,0.010613457186193383,0.10646597796824735
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07106414289270145,0.016992750843623863,-0.017184871517105356,0.00986524381676478,0.02105140035731859,-0.01941228309491398,-0.01880513284852151,0.016048981036996396,0.0006199683236550851,0.04655253281767538,-0.07952802707452877,0.08023911385394447
HALLMARK_COAGULATION,0.04218448376602186,0.019360493517058684,-0.03671180283237289,0.05694432274799623,-0.0585744957730016,0.010326640682480376,-0.011619884430004054,-0.1836541423267928,-0.02730140989242443,0.008906843620570273,0.018329145194553947,-0.026880751135645368
HALLMARK_COMPLEMENT,0.06801531648903296,0.024666688595073018,0.0397266711933864,0.001508063545332141,0.020567110181806333,-0.002905649115720738,0.02336997491308955,-0.1187259801629174,0.035536074369256127,0.01949386791813905,0.03916745749152563,0.09960595293678173
HALLMARK_DNA_REPAIR,0.09894486030809575,0.016657624199293657,0.04943313596326579,0.03803631971170686,0.050689492700403606,0.03592348737267925,-0.005087226812542855,0.03458354381140063,0.020850817202579388,0.0450330808423272,0.05563416124291871,0.0818548155263279
HALLMARK_E2F_TARGETS,0.10173862874505551,0.041722572720870474,0.033908402608326664,-0.005229409191026965,0.0008390004312613438,-0.011619278672036316,-9.239084145816885e-05,0.1254877426035849,-0.022826654448640297,-0.00032150939592580943,0.072052576249916,0.07837031430882006
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05343778001954149,0.04285956096302653,-0.04693635438287812,0.022747478265671934,-0.027987773672860594,-0.026258136729896426,-0.029804362731732443,-0.12032775529530945,0.0038945744256564255,0.08778451732147538,0.06561845258817237,-0.09553207960025174
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0005153930544598391,0.021878808407900786,0.04438758212672976,-0.01338952351612792,0.040922717269168116,-0.027511265499056265,-0.01639788388973402,-0.1398560870420812,-0.028971991724767925,0.11735463398746414,0.05135541380646719,0.04613818546867984
HALLMARK_ESTROGEN_RESPONSE_LATE,0.11294433574799465,-0.014088903733099284,0.015973180958383,0.03862251190064438,0.039115384948667224,0.04698281659264334,0.013962716102411165,-0.0051685461388984244,0.06306458542091843,-0.03924634065482032,0.017879378585799657,0.05617530594347501
HALLMARK_FATTY_ACID_METABOLISM,0.03465966385133804,-0.0059625887526960795,-0.011968696157413104,0.024634795498234423,0.018452830834260248,0.047739948134467476,-0.00017236290373682364,-0.11821737380001088,0.023769892464527577,0.028363205358723713,0.043159889474638086,0.015718060213034003
HALLMARK_G2M_CHECKPOINT,0.0912341127123583,0.015227818359833854,0.05117796635860132,0.022606332953049244,0.03941883753817971,0.012007640123167908,0.0018334129690360263,0.04508946546382731,0.022743329749798577,0.07137450747757461,0.05584664199953836,0.05292827364224336
HALLMARK_GLYCOLYSIS,0.03499292702169115,0.010825252973940352,0.0894870390178578,0.021333973596134276,0.08403769982863568,-0.019576763131879976,0.03433793272325674,0.07007813077409719,0.10627072386765167,0.03188585519312628,0.051406841364607284,0.04335999720680026
HALLMARK_HEDGEHOG_SIGNALING,0.08927575579149694,0.02134935258635354,0.058697296211424534,0.06965186167194184,0.03409511608626265,0.025389133254292217,-0.014298220072891757,-0.12283897058730885,0.0753772841608002,0.056454840238002194,-9.22321368160883e-05,0.032124908076234894
HALLMARK_HEME_METABOLISM,0.10331743954871672,0.038956798644774346,0.0192633379825018,0.03804138100418599,0.08458715798088805,0.031034500957292023,0.030224157600797795,-0.11346955572966265,0.061774182811634375,0.04287597831367672,0.0762156955939255,0.06412217727769987
HALLMARK_HYPOXIA,-0.07120188440292552,0.021656104782021773,-0.03452145789794566,-0.011286225527033678,0.02646419535914269,0.033103016423763516,-0.013786153765733522,-0.042930235659304275,0.041048356987672986,0.07424543625448692,0.02983949875279826,-0.0664859773292137
HALLMARK_IL2_STAT5_SIGNALING,0.07287986182709286,0.030048739306054704,0.006073835555573945,0.028712207839186724,0.03424377964583754,-0.0139618786743034,0.007081106295859305,-0.06762048689183325,-0.008902985549019506,0.0577215040697496,0.03301082552733504,0.021137472262786505
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06411155322140928,-0.05163634942231691,0.022156711010610383,-0.0004676160206192638,0.02145484195536939,0.039986091003796825,0.05331094794715181,-0.1432628308158192,-0.024847769890891255,0.07919635599783702,0.017769272144510934,-0.0004649876503308622
HALLMARK_INFLAMMATORY_RESPONSE,0.03704733619654184,0.04929801848154788,0.039859450383574295,0.038890927329303264,0.010249376953973552,-0.00861730941978921,-0.02369806219328696,0.010665133076924991,-0.019929551410053654,0.017880855213788478,0.04917698332685273,-0.00064549624203366
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1466165896951777,-0.019576616370410922,0.0781085904095481,-0.014265187815841613,0.008047618648761726,0.0187903709811255,0.041988386188603885,-0.023169498742539384,-0.06140610260159665,-0.00895554771220294,0.013645025103664296,0.10079040882185798
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06648042690427688,0.014507529061722703,-0.1535723823571874,0.06296919744348857,0.016266158596212894,-0.024664506476183554,-0.02318752574174642,-0.08112901235093936,-0.038012223558221966,0.15680570860206727,0.0433755785948249,0.007838089112857565
HALLMARK_KRAS_SIGNALING_DN,0.08424916823336372,6.067486552427693e-05,0.018412248167286736,0.06968723218635878,0.04537756253490979,0.02712638022577153,-0.006965621682689269,-0.09590194044169371,0.0824575191882912,-0.02862520919513676,0.04797073236666711,0.12104303190463382
HALLMARK_KRAS_SIGNALING_UP,0.0843588977469727,0.027912323462867955,0.0545470629060404,0.021965502796614966,-0.06140032264239781,0.013711190260351174,-0.006525375670558983,-0.14497720180190848,-0.016751841340755892,0.020902322137816787,0.04956073505810031,0.014163713546159695
HALLMARK_MITOTIC_SPINDLE,0.1365700326077595,0.061325990653183705,0.05531008429890379,0.022694190168870643,0.04719805090692415,0.03212931983569606,0.020000270982484743,-0.12601441124783958,-0.053260885946159534,0.026107557308132197,0.048798417593265545,0.021601038165007254
HALLMARK_MTORC1_SIGNALING,-0.034770275768793456,-0.00986786483321568,0.00760670984909942,0.012849310755782968,0.004358855604577651,0.01029016860228141,0.06968875341474239,-0.02990907692323094,0.057630890092522334,0.0824815620121436,0.04548754061113145,-0.04602917519234113
HALLMARK_MYC_TARGETS_V1,0.13646237933849506,0.016972906761519923,0.017718304132624197,0.022976580516897598,0.052838069535272446,0.0404575361620595,0.022224380883818572,0.06055983806337373,0.0434077684554365,0.030849031260043038,0.04900546439198682,0.07881444212018852
HALLMARK_MYC_TARGETS_V2,0.04116580908244533,-0.001305670974080871,0.03218192760402246,-0.014751240266360955,0.06323350208744236,0.03402103025573733,-0.019258988771319013,0.03785984413648006,-0.03413848680280909,0.08541303620107214,0.030336317328663733,-0.01422854073997242
HALLMARK_MYOGENESIS,0.07414993509672088,-0.040221924490237995,0.011614230582685653,-0.008461306030598232,0.04737242050024339,0.01106217393384956,-0.011390347629452362,-0.13010689196607264,0.0035219040388817517,0.02304378788444589,0.05308328843803326,-0.007731006003754811
HALLMARK_NOTCH_SIGNALING,0.1048438078806421,-0.012959828128989529,0.05337135250094049,-0.005608281330223475,0.0375576910571477,-0.017332741670251988,-0.005554043390208853,-0.013946714687121265,-0.007991835466736688,0.03635467981861951,0.09729530344151442,0.08316757390559543
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10078556338276648,0.014454866813425823,0.036086841200590435,0.04325745697026543,0.04552323834152057,0.02823412431700901,0.010706981854779358,0.10816585735402046,-0.008012534565607046,0.013211852482293418,0.0065407102772150364,0.1346133566879054
HALLMARK_P53_PATHWAY,0.0047114655727405474,0.02204528267112901,0.0021529641898236753,-0.010823731499717113,0.12322610148435709,0.0477476194837806,-0.008333781926468496,-0.02910355928729155,0.040702404893791636,0.06734699625456665,0.030911588104704832,0.09816266698643962
