,UKF243,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11376946646315869,-0.01675323111318971,-0.003027708438003995,0.04457495797954881,-0.019589654000478216,0.0683958616412871,0.04930555536255489,-0.040974781502603065,0.16053350543435482,0.003995887858197232,-0.01075609296983515,0.15069435138638979,0.03796765241077417
HALLMARK_ALLOGRAFT_REJECTION,0.078084040856068,0.0332250334827337,-0.05050603686751419,0.10777695019186834,0.0762483633554396,-0.01924051447721872,-0.00925571897836947,0.06895666521334155,0.08280448770668075,-0.03626227127563337,0.06012929739986443,0.06159377672230088,-0.00041761401767196
HALLMARK_ANDROGEN_RESPONSE,0.00987141484844766,0.08360385769373532,0.0024902672123198032,0.0704196614963428,0.07912030176225107,0.01091330126852331,0.004147373732154342,-0.015160617695185537,0.1263135241737299,0.054866396980152034,0.01692971050968554,0.08459080745830372,0.03440692416375416
HALLMARK_ANGIOGENESIS,-0.1225567970235568,0.002749336772595003,0.052115599684624446,-0.043452967739898526,0.05470136765687026,0.014056544778165226,0.02527214578688565,0.048270414780832986,-0.13347530008596692,0.0005344678749310799,0.05740250297617147,-0.12701312728364395,-0.04209993357263493
HALLMARK_APICAL_JUNCTION,0.09605568139889586,-0.029522567402252675,0.02854722893643525,-0.005623554714887232,0.06776674907513408,0.02450328379291937,0.004243824782980166,0.035353524333411726,0.1354126574813127,0.04372965688437825,0.025918061715991574,0.11284577000615767,0.02783489892371979
HALLMARK_APICAL_SURFACE,0.14812822859541588,-0.032050291425180434,0.02501530687067701,-0.00914580316271217,-0.048554528744546833,0.09357763366234416,0.03774600054483764,-0.05966933926058644,0.13764289472447022,-0.004488793512622162,-0.026433249810503667,0.0987796208595326,0.0006623417037923769
HALLMARK_APOPTOSIS,-0.006928194641619173,-0.043131192243147015,-0.002742719133689714,-0.05518318458873749,-0.026372487646359057,0.03311500798691148,0.043040946272932486,0.02954362494945059,-0.09763764253808593,0.03380163357012929,-0.011601979925764784,0.011663672736418015,-0.08659559331249915
HALLMARK_BILE_ACID_METABOLISM,0.0538923634774913,0.01855056928416421,-0.004919211172416497,-0.02572480904590423,0.0680738638493346,0.03510253559528544,0.08905592394402767,0.04177694224482412,0.15992492462577157,-0.008618203217769151,0.03035905838063942,0.11219594560054909,0.018630059775842565
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.030303867437443264,-0.04672000353432893,-0.02866222285594068,-0.00783316124561474,0.05543057937807461,-0.016633413047348944,0.041994366962828156,0.034161594881570785,0.15348959767420392,0.06616935167983043,0.12647657860343656,0.1007902182869566,0.049241168934063245
HALLMARK_COAGULATION,0.041512566306346865,0.02002789983707779,-0.0224262184752205,-0.01873324477680808,0.05466892115366558,0.014903242084572284,0.03894755889947691,0.05859712520405919,0.07917913007977977,0.009264086980058714,0.010203101241522667,0.07749926923813735,-0.059598651372010474
HALLMARK_COMPLEMENT,0.08429294473389148,0.03301163876014879,-0.02456726800752574,0.029401639040035257,0.05542949105325506,0.05353806551089972,0.009685525634174543,0.05908130091350845,0.07963144005397026,0.0656231589739516,0.01926564622587876,0.10955336610093433,-0.01165768106733208
HALLMARK_DNA_REPAIR,0.10352796182891986,-0.029212012147869032,-0.005270915082249685,0.08374116058268999,0.058395679700674656,0.07314764323369734,0.04448306961001382,0.00844451194312336,0.1758645283782507,0.03782211769333616,0.037444766111499106,0.1529161371802698,0.11974208536371092
HALLMARK_E2F_TARGETS,0.11450685578962272,-0.016840925085375637,-0.0015963057923680537,-0.003310306983041909,0.05488626617630424,0.03254675572156475,0.05816860789712815,-0.05030648023905963,0.06909622367948007,0.002125404547478475,-0.032140660995783256,0.09615963497504423,0.0869754196238819
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0710439721971232,-0.005705474965514782,0.03320149483301131,-0.06602176376429245,0.05843428638460495,0.007287147604778485,0.027632312067672377,0.029950732729490094,-0.09707069444417353,0.02117421173329294,0.04380593063734969,-0.008460576205972684,-0.01266826940932637
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0517477938898748,-0.011689807790749542,0.005972848502119444,0.021422445273137945,-0.02543188653062498,0.06385503625020898,0.019016444697412326,-0.04941475981844031,0.08771551700497184,0.038621461171076434,-0.03211259313184753,0.12313818037806719,0.03294383672280265
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12407755267100945,-0.017004480717477437,-0.031218611075656606,-0.005888887617459615,0.046878116463250796,0.021965834435754433,0.06252989223348958,0.09111561629528486,0.1379953019331952,0.05984863259977721,0.011661908998042782,0.12693845108430565,0.044173266972878045
