,UKF243,UKF251,UKF266,UKF296,UKF304,UKF313,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0013967200871975957,0.010162336851425372,-0.009101693183114745,0.00967624521469741,-0.020047964761073248,-0.005398511300459928,0.029841875189205926,-0.012750869203901715,0.03884696083684965,0.0870829226877347
HALLMARK_ALLOGRAFT_REJECTION,0.04888859367737361,0.05830979212270214,-0.015309189501585,0.0012130732851264113,-0.011937643687961793,0.09708671118953051,0.07100001527480768,0.00899368676948204,0.08095894854347332,0.0464636888067509
HALLMARK_ANDROGEN_RESPONSE,-0.04684577151199011,0.06472518657809574,0.029062032491864714,0.010812779406902832,-0.008436947935564926,0.08340359351929469,0.038422887089672224,0.000791593046714547,0.10184883781520751,0.08844216156787846
HALLMARK_ANGIOGENESIS,-0.038619061751958644,0.02659808551431623,0.004970542160866285,0.006700780431895686,-0.02348467958190215,0.09678581643373146,0.028470039810301374,-0.04645401233415257,0.022740941136416237,0.054554362095768395
HALLMARK_APICAL_JUNCTION,0.029789667327712682,0.04898322484263819,0.035397745087479324,0.027646607256381916,-0.02850395749740812,0.06436740984909979,0.04732077966052324,-0.03078692090497432,0.09764253185084498,0.10209482794159001
HALLMARK_APICAL_SURFACE,0.08778216553057072,-0.0053841695104452445,-0.0004415773123269392,0.035768243237297104,-0.036840352817036015,0.08525372001049918,0.02138976026752055,-0.030833380370253866,0.0865501140861615,0.10994430138267902
HALLMARK_APOPTOSIS,0.05883967188782854,0.015649712974496376,-0.002295355012002363,0.042267134046980834,-0.03231467843531584,-0.0849752224432616,0.0048997154855205125,-0.02193227903201632,-0.002522592362638947,0.04879907866063928
HALLMARK_BILE_ACID_METABOLISM,0.00299721795132343,-0.013995023504388795,-0.03275371537178704,0.02080978942703977,-0.07864046095758605,-0.00847203200735644,-0.0028265948055841606,-0.05524155831375729,0.008574041902436335,0.08473083906745174
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02020085984148815,0.0685551827531911,-0.012665613627682253,0.03986067311495435,-0.028912176021881925,0.04627288525846304,0.08989733210839251,0.057025010745595316,-0.005590537437059865,0.07555760099980745
HALLMARK_COAGULATION,0.05689554184851724,0.047491184675057065,-0.01990216873453737,-0.017945200377964092,-0.039396178380208695,0.1021786321546347,-0.002733161545832911,-0.04961280320152258,0.12936637069031817,0.10759711663053867
HALLMARK_COMPLEMENT,0.052967907785582344,-0.002695451552334738,0.06585628698397981,-0.007449940427123936,-0.021410227477024618,0.038347631213274946,0.039619099117140275,0.027290970336443895,-0.0017406390879068994,0.059528674598955555
HALLMARK_DNA_REPAIR,0.06802726986831123,0.03925119337241114,0.009282810692431162,0.029277518314234863,0.00368281690018782,0.06373635203275935,0.03440487370435699,0.033766388727697896,0.026431394871822174,0.08663459117179452
HALLMARK_E2F_TARGETS,0.0035961717406176722,0.0539616614111157,0.008288729968493476,0.023989871377057083,-0.006885688629856466,0.1569562319732954,0.03908726674024128,0.005370479578811206,0.008733482419842302,0.1027836652245061
