,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.056010450300209194,0.07593430374275426,0.04031145829438558,-0.008121826488129768,-0.020732826938255317,0.011579576466986338,0.020912514758007976,0.10554323228473925,0.0855974990455197,-0.0012343400651981789,0.0827734222552226,0.044882389800235616,0.06790131021359344,0.01017056603691705,0.08663912624112478,0.03844179995779839,0.08249333656392475,0.09998140731276417,0.017778678316657838
HALLMARK_ALLOGRAFT_REJECTION,-0.021136168928358647,0.01656087877768744,0.01344697634500848,0.0009139137887416727,0.024292583327331994,-0.015797688575923615,0.023887865395563364,0.16206812305371815,-0.033621849641044164,-0.10058068623341851,0.026828029110815974,0.03364552769292204,0.08888234866742621,-0.006248740263130411,-0.00924522267749158,0.02314854004519957,0.026249355243116227,-0.06930897674823384,0.04089407857981763
HALLMARK_ANDROGEN_RESPONSE,0.0065227549801388385,0.004668045629593119,0.05044609407675311,0.04753814648811655,-0.007322763198629187,0.014895356001887608,0.03865145974518316,0.12349408773894195,0.008021421135385334,-0.024661621423488787,0.06718885630799207,0.06937643592934445,0.15317963018622932,0.014434747693572225,0.03502447361167568,0.05695813470224282,0.06511268954502294,0.07858043444867664,0.09824329712113535
HALLMARK_ANGIOGENESIS,-0.035178629570569844,0.0058336122333118,0.05532898927616065,0.05512788099533956,-0.0095046480600985,0.022726373553201038,0.07790107601039073,0.14411333281373775,0.024187528066212053,0.027066879359798374,-0.02064467274276619,-0.013227228573591187,0.15586682875362287,-0.0029087180981054507,0.012981742892567002,0.04919031415500742,-0.047691066856045086,0.1366123813510829,-0.04467497718624131
HALLMARK_APICAL_JUNCTION,0.04851614194150162,0.1074018066453392,0.08279369304717624,0.0010717875416452233,-0.023761127500297668,0.004857830022363188,0.06562714886995384,0.1653692614128091,0.07864353443280159,0.006219613938412912,0.16795277129961472,0.05608046163234027,0.134036466822204,0.010877563054226266,0.0688250263110941,0.05861665345116673,0.04526837889484398,0.09531368598208241,0.15285370173232196
HALLMARK_APICAL_SURFACE,0.051295539909890414,0.0778081036892585,0.014886260848484361,0.04931034528562285,0.007756685826222965,-0.01485511097183228,-0.03821427555175751,-0.04125861840613003,-0.0380738578321282,0.034749523789251446,0.06720686103417683,0.06813184852133453,0.1215226774357793,-0.004127320717341416,0.0826555797937614,0.038430758628252695,0.05290523341755868,0.0715860286043066,0.022776079994438904
HALLMARK_APOPTOSIS,0.07022975553486416,-0.0034175699754233364,0.029937593174569538,-0.027718585019379748,0.07041680405985895,0.037770866041113536,0.008743389520090874,0.05054739618568653,0.05523493977540385,0.023622788491909595,0.08801239127710563,0.03470115829390559,-0.04935761840581296,-0.04006229601898935,0.09012161919737137,0.033196095556453045,0.05492968091137274,0.01304083123933463,0.08663756669669329
HALLMARK_BILE_ACID_METABOLISM,0.055249048288717115,0.11133311205206332,-0.012203261842102932,-0.014819751049725488,-0.005705285695157079,0.0330609003408759,0.0003691470487192536,0.11601557349432347,-0.014344265474953809,0.05477851004242907,0.0892275318881343,-0.0011535579773685712,0.13343174150960418,0.04733820212723525,0.024102931379109765,0.028412037728441836,0.0667061179570745,0.07994085488818613,0.05011218541256351
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0037352034209983697,0.14093995183347666,-0.05168149684889903,-0.05390198799174855,0.029727465961500717,0.01877218445134705,0.04830630128739606,0.07481750671666636,0.039406951076944266,0.02035216817802293,0.07732231625193126,0.06860037036614973,0.15020745663570922,-0.014822152564396887,0.14026322948455133,0.016204138752574558,0.11313128738770997,0.0857670424009656,0.15460440910490295
HALLMARK_COAGULATION,0.02168919276793209,0.10145121087433105,0.07898626728924303,0.036315827353260104,0.019158728483608105,0.0143535743078989,0.018301083285239453,0.12508992675977704,0.03970026569328567,0.011595811313880773,0.062053985492514264,0.01921862294613333,0.11821834564934182,0.003628543150388698,0.09767473168328404,0.06895535854351108,0.033507039890522484,0.12720985458486755,0.06119964915093675
