,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10898796373025665,-0.04536766539826625,0.038537111563273316,0.04713396499258987,0.042392914304986574,0.014451031453205625,0.0320192706714554,0.17114799887287546,-0.027591249016202034,-0.037574918175812,-0.06721808973534907,0.06259716491564171,0.02097267827989658,0.08697144179901033,0.00853737075862985,0.03752555277493414,0.056029750804100345
HALLMARK_ALLOGRAFT_REJECTION,-0.040271660032957374,-0.06011363013752076,-0.04238959514368351,0.025883046595146116,-0.06556262866085634,0.045620943815272964,0.037585553147881264,0.2609238537121034,-0.021674486114896724,0.02077015674467616,-0.06107946478274782,-0.013102207440318255,0.03350510463453229,0.1682540218974702,0.055800231271722255,0.04984272032510385,-0.0487858629444331
HALLMARK_ANDROGEN_RESPONSE,0.1081509425397042,-0.000875560986013904,0.06250058010004515,0.03242957453876388,-0.03789553677026312,0.04727712940292818,0.10946572545195372,0.1720427186700914,0.053375118305588116,-0.030766661224795024,-0.06901102703329488,0.14419420763417828,0.04463497254582963,0.12259452586422513,0.03086643280951187,0.027985207865003265,0.09742246718358312
HALLMARK_ANGIOGENESIS,-0.053010577900509316,-0.03056604865352777,0.026780214300932283,0.012961674297828176,0.05326183858545033,-0.010537349686229937,-0.06415324618345095,0.24492853681295884,0.004281485077738635,0.12431963965906156,-0.03288137839504492,0.0623265996643955,0.08100684864200898,0.08933514554034765,-0.031432760905681735,-0.03682520784837431,0.08005724764574974
HALLMARK_APICAL_JUNCTION,0.12375383857184657,-0.05871263220807765,0.08205526912927068,0.0031733143084540284,0.03964850845999577,0.011150096584324063,0.004771682129754729,0.21501088600505544,0.02543183010011693,0.004998724692566321,-0.004959333845041067,0.05178900938029028,0.03249333111103833,0.0741109275063248,0.0008167614425122079,0.025864895405757884,0.06089217822716032
HALLMARK_APICAL_SURFACE,0.11097962769151398,-0.0435911526853562,0.012096924381441053,-0.034756833867197794,0.014328740319412387,0.025231293529113328,0.016991831961868088,-0.050392792391774376,-0.018612784217464116,0.06356260738990287,0.06222859593404946,0.0418916544020968,-0.015237805160810226,0.08494325586181602,0.003663303798681746,0.040106717394367344,0.0375090592302123
HALLMARK_APOPTOSIS,0.02287113948365383,-0.013097668779535502,0.020771325493174033,0.005072086368769108,-0.03866950635147303,0.0874590060080227,0.02169629847099993,0.05274174927528247,-0.007745355537238905,-0.0615566388794918,-0.0003274027398117609,0.054511857780688525,0.005613492753044413,0.004914219251134743,0.008039499217849725,0.02834608164458609,-0.023228520347885702
HALLMARK_BILE_ACID_METABOLISM,0.09488534586399577,-0.034400318708336514,-0.02564894100976699,0.06234094206311847,0.0006896201685491485,-0.004155807168434466,-0.05059053253162036,0.20286171989734647,0.12224150858073654,-0.011056039567217154,-0.00015010944658692163,0.11742735430295459,-0.0038613455535473373,0.09861196826958805,0.006582133321974747,0.027414598580686993,0.1047662735636012
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07189578404147588,-0.03840830987648641,0.10424112921076181,0.036814001441738325,0.01901213061106942,0.05664678142933725,-0.023812921648357167,0.1042362622015783,0.04759769960568098,0.05865721325077946,-0.026807690927104114,0.11940245156187909,-0.017931717679255634,0.07434702159554885,0.0006904762901037377,0.03008655808802222,0.12951425308391448
HALLMARK_COAGULATION,-0.03962093970034968,-0.038273795181434304,0.03969981388531427,0.009112739293009965,0.06706176556827238,-0.0029086720151504414,0.04751118110477763,0.18493494005439917,0.015292681528095618,-0.04318581229155275,0.026496457360179693,0.030880969519942097,0.008830172217840328,0.10895622638127636,-0.04325223844488618,0.015268666609676513,0.00726310494036215
