,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0801150844739037,-0.0035279050871931074,0.027861979853377152,0.005555912214933251,0.12437428359808037,0.05836941440098701,0.046367496778443415,-0.0019491424634695267,-0.027973724096612952,0.03226896994891069,0.02329396413985043,0.04378050475846115,0.031004756933351904,0.18540013600064084,0.2352703573227656,0.11137404749331628,-0.00035653565955128056,0.0017554322849651096,0.0348089369603215,0.07426105040009778,0.05681972002016547
HALLMARK_ALLOGRAFT_REJECTION,0.03635610142378582,0.017808863949652143,0.05234399186054755,0.01985775991801602,0.0736410499204675,0.03454581760495475,0.00224335200435082,-0.04708751728616627,0.08603077248680868,-0.04049792202279932,-0.03445066300867247,-0.07602218112510678,-0.01238015511180907,0.10743648439064624,0.11011835131002928,0.061896908547024225,-0.03731586755380986,0.036922814136923665,0.01130462308106793,-0.048413214448245194,-0.07756252356117682
HALLMARK_ANDROGEN_RESPONSE,0.11678218842001162,0.05222583229496178,0.014591497717738044,0.047932944637310064,0.06747284645303134,0.06500681960611564,0.04491947033770003,0.01896355015615603,0.05779273848938591,0.04257627363318239,-0.013761108815900154,-0.02423024279291661,-0.06473050486619111,0.21540200500236437,0.2041134027445985,0.08245085997763607,0.03740699450185431,-0.006343710759591902,0.03625759612869154,0.054567889318493865,0.07454150773798232
HALLMARK_ANGIOGENESIS,0.06961144014984734,0.024898215438044276,0.03783788549928146,-0.05323643719947845,-0.021968841989777582,0.06707669596467786,-0.0497532444521697,0.03769872348578305,0.06275827624269925,-0.0057952099207398385,0.06504948654838645,0.07065766312431318,0.001445318894793688,0.0743613377545833,-0.11747422073912132,0.09865298862251584,0.026952968533138326,-0.048996694685442106,0.03701197277984884,0.07017665898180968,-0.027577902818757966
HALLMARK_APICAL_JUNCTION,0.13274530733210604,0.044824372985055934,0.0413234693247773,-0.028190887241255506,0.1510493497192668,0.07259822300170964,0.06368186718847495,-0.00759362941865417,0.06044372742727506,0.011329340271684618,0.029982879814187388,-0.0027354010244059757,0.08454434329227012,0.1609821269619101,0.27983527851842716,0.12736144666795032,0.12300041912404013,0.04244927244059103,0.028515010750166086,0.09121169080963903,0.09716975645746992
HALLMARK_APICAL_SURFACE,0.0949348368573294,0.04178713453617562,-0.05454724228788107,0.0029177076736072753,0.10432897451528712,0.06117158376325847,-0.013088763383732388,0.014353625606429204,-0.039238401029988296,-0.02704604943096186,0.03718571128753395,0.06430344164920954,-0.08543701316249802,0.1419828466649629,0.2558502004730333,0.12711821021725045,0.03615621803743564,-0.012599514968207907,0.004765408478584793,0.018346770120892468,0.12501031026147522
HALLMARK_APOPTOSIS,0.00876257794181106,-0.00679356973529211,0.003933063699427231,0.008322030243976585,-0.0484866496473065,0.028829913303456845,-0.04155291448387304,-0.014785132598495182,0.07912952067721274,-0.004175566045275939,-0.035746561324370985,-0.011214865932920832,0.058510227611977474,-0.0945534507859074,-0.05553860074051434,0.11927710972749406,-0.031326020547562256,-0.031086723314146237,0.0733767198550564,-0.006126870192467605,0.05347949886901361
HALLMARK_BILE_ACID_METABOLISM,0.07929875707886459,0.002933162887361663,-0.01258212530972991,-0.0318787131136889,0.07060148005882522,0.1040334689366881,0.047886378547212886,-0.007694664390154979,0.006443690825516377,0.0067584202592327865,0.03737083444609179,0.06636433361801292,-0.007589693876957702,0.18370329744448366,0.20436113459758054,0.11087663068532319,-0.02775050583132902,0.03591879893630748,0.042737876404246034,0.06674410644890832,0.018390908959035886
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13035819052250694,0.009027629181888888,0.032419807533345,0.02796901689061066,0.1136387175721992,0.06429540122904467,-0.013171766789143403,0.0212823534960088,0.10962833273943294,-0.029448972960328994,0.02220393098833365,0.10704124966851636,-0.003548219099227198,0.18498050889516132,0.2263012104375532,0.08549481684882809,0.015075897934867329,0.03946778957781856,0.01839598079597347,0.08395496495206732,0.04667272182584329
HALLMARK_COAGULATION,0.06424433815910592,0.021991183544725488,0.03769440515627693,-0.05773723107932873,0.01760176336220395,-0.003827906035285176,0.06678100607161845,-0.011426311808367152,0.10778623742528791,-0.07273586705054892,0.014220740387802825,-3.682226857081729e-05,0.11279966102547989,0.14751487892462956,0.16408082764453755,0.14960733824788464,-0.086512163372158,0.11511691167682041,0.04988774927978356,0.04672396931659451,-0.011766908341388977
