,UKF243,UKF275,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04932139185693821,0.00010483482714764886,-0.018801091420255624,0.08781496791776011,0.03575850960483,0.1488718765885294,0.041763748813945616
HALLMARK_ALLOGRAFT_REJECTION,0.061438199392967616,-0.015058044536889095,0.0702711317617883,0.047631115795148296,0.045715830669862144,0.0981474459849181,0.02769140597511091
HALLMARK_ANDROGEN_RESPONSE,0.0794826810504641,-0.0191312989990914,-0.003767854069287058,0.09304468764043593,0.043775018303251506,0.15181514216751676,0.03838361785188971
HALLMARK_ANGIOGENESIS,-0.03025370651922879,0.025748827353064458,-0.03370773107532001,0.010441955796881796,0.018379001312532044,-0.008853538849183794,0.027246474850071402
HALLMARK_APICAL_JUNCTION,0.059617443822202645,-0.005229095405838845,-0.0663869963584602,0.11187654341329373,0.043440353525167646,0.11714280623786082,0.02506128197433447
HALLMARK_APICAL_SURFACE,0.05892325360160669,0.048520314632415476,-0.00038225894981641406,0.058260325784092376,-0.0012100571185333004,0.0651942724960218,0.004849513836112016
HALLMARK_APOPTOSIS,-0.04434181010118,-0.010031693522165031,-0.05018582942257992,0.05273621595678628,0.0010200916015781192,0.08394800276153613,0.0265113884788037
HALLMARK_BILE_ACID_METABOLISM,0.03353559134745045,-0.0071567520334511695,-0.02990238583731084,0.09174793622580307,-0.004056512846499385,0.11899796579273643,-0.0006308544065051189
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009866926456763514,0.039430951514836436,-0.028779630175159165,0.047023513682843646,-0.0466033947647232,0.10216752035939207,0.03983035016091343
HALLMARK_COAGULATION,-0.029962625862667115,0.005829744064848263,-0.06254355606713202,0.12991544881531533,0.005569811397086624,0.11495424095904191,0.07825509485410845
HALLMARK_COMPLEMENT,0.04522220123722375,0.027878314867821018,0.06586748785943375,0.07760809596311878,0.10761604189631706,0.103645783645785,0.04877887496737586
HALLMARK_DNA_REPAIR,0.09994481437002424,-0.00035278411854788947,-0.05711386191098511,0.13032141697431004,0.06785196082016404,0.14465165517194895,0.013451789953273112
HALLMARK_E2F_TARGETS,0.06141127734977867,0.03059568143703446,-0.03792353331890484,0.10533650194290729,0.052626596982651874,0.08993848197156663,0.02750997139607131
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01994373099506399,0.03747972995818314,-0.016260666343243742,0.07792514789803115,0.04713742734408943,0.06749863456749403,-0.01832100960202871
