,UKF248,UKF259,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.019213346465200707,0.024322643677769797,0.011131112735263005,0.014395058730978382,-0.0495322231517164,0.03708056818047113,0.08057222809552246,0.14780285179231187,0.13503174651289093,0.09303938551816647,0.06674159250284635,0.08693409957957215
HALLMARK_ALLOGRAFT_REJECTION,0.01838660092614033,0.03248081308513967,-0.012981252161945298,-0.031012775069900952,-0.04649142452457867,-0.146909199204102,0.04572717094241127,-0.05163548866750924,0.09364394563103816,0.0390182369788863,-0.000922891646361333,0.03188538327808106
HALLMARK_ANDROGEN_RESPONSE,0.03604468150273724,0.05709098457900513,-0.045993666606606386,-0.00969800236399343,-0.04932430982525159,-0.06715980249322695,0.031026264493244894,0.020219920028080526,0.11326447146599736,-0.0175832598662476,0.0004306438948188994,-0.0012811910579106276
HALLMARK_ANGIOGENESIS,0.005980303450360328,-0.04061683773854546,-0.07659143975872205,-0.015046266086437212,-0.0032993830820178525,-0.16000585040656218,-0.018075385765509513,-0.13159507519998095,-0.03317424873734702,-0.04336343680135389,-0.05736568850074994,0.03064008092359148
HALLMARK_APICAL_JUNCTION,0.004462729892531937,-0.018612827426048268,-0.04226628914834385,-0.010864148731964389,0.024543467911575523,0.030113147372275943,0.04494150499672676,0.08941331364881613,0.11536959359435783,0.0015116680194939061,0.021248548335159413,0.08362740187950003
HALLMARK_APICAL_SURFACE,-0.029918997706486643,-0.04416552198312722,0.04015956696873597,0.05400889297468417,0.008621479580230147,0.09723410245934715,-0.006572967796825591,0.10700493895932972,0.16790972790981423,-0.010453902470279091,0.042628197160240314,0.07314201914018377
HALLMARK_APOPTOSIS,0.010787381921293037,0.011228731930484251,0.03487208197531383,-0.01960460321796213,0.041874815707933354,-0.06972864097440978,0.046778503790496063,-0.032053827740340664,-0.057770023004196557,0.023318655844836635,-0.04043617054009158,0.029208538265418405
HALLMARK_BILE_ACID_METABOLISM,-0.001472171103667899,0.007416582494110433,0.0025799037394246905,0.009566755651881264,0.015188395918646768,-0.07973779042268135,0.010657806324220783,0.16571490958650553,0.1321296366442125,0.05350194063304688,0.09661845999829323,0.029396638370344248
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.062142344388808245,0.02866400134310599,-0.04362529529798613,-0.05429690898171444,0.025064775150744404,-0.15194810816948862,-0.0530013524484756,0.14575109945832335,0.11784018705487137,0.022861390177730444,0.040892353517234276,0.047265724342161176
HALLMARK_COAGULATION,0.006913505375953591,-0.007727398479060298,-0.058081313220135086,-0.04448339264116385,0.00822334519425865,-0.1676873487126679,0.040528268016015584,0.02484588978274466,0.07317485225738718,0.0629453608887358,-0.047794415394646135,0.06533750616475065
HALLMARK_COMPLEMENT,0.010888191603903466,0.04037295554823711,0.059476989843658574,-0.00025640324450754067,0.02384496923722116,-0.12342739429066756,0.07563697852247271,0.02252408504974169,0.07471179317998443,0.10258080144422307,0.05525365833444439,0.06371609675107609
HALLMARK_DNA_REPAIR,0.026159300517256377,0.07261598265928197,0.02284991127606341,0.04211900410005381,-0.0236201974780709,0.11077740719473249,0.05383072665544871,0.17440681053309412,0.1422794629157277,0.036807596195464254,0.08418821269951234,0.06780103936272715
HALLMARK_E2F_TARGETS,0.01753986510778787,0.0018328719073340601,-0.054170794155554466,0.00792892820405987,0.009781007096479354,0.14573455331575377,0.03198189487443639,0.13247792938922087,0.09225475188318444,0.030994500833996068,0.1264317036753117,0.010089094106373628
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.024470065714988932,0.01575624281078078,-0.05443431711814112,-0.005534716353863478,0.04781654359658763,-0.15406852380202402,-0.004541299650354712,-0.07893336514385395,-0.03861239822673849,-0.009104624526225314,-0.013018993496734804,0.06632444069069147
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.021786194486341323,0.01421288127757606,0.018648139506445213,-0.012719237417506028,0.024314872851552916,0.0843339087436518,0.02769348938700892,-0.0003905681541540215,0.09698022198862015,0.04809539988326126,0.016574944032545984,0.06902139018690485
HALLMARK_ESTROGEN_RESPONSE_LATE,0.044147888704115394,0.03769738746584633,0.039033395294022076,0.08869691356466551,0.008380987236219587,-0.019867663867356878,-0.012235455250854179,0.15652319454620284,0.1312515432863581,0.01873456759801547,0.07175296226405553,0.03098958222510738
HALLMARK_FATTY_ACID_METABOLISM,-0.02285973462777608,0.04478864536375319,-0.026707262760359732,0.012395657395707745,0.03847761406239821,-0.03375991854774837,0.05065515559248147,0.07680822537442193,0.014373145639496796,0.007170762086118886,0.04672385559216324,0.05909294885969562
HALLMARK_G2M_CHECKPOINT,0.034216444488513825,-0.000808469796289826,-0.027276083541959505,0.013835248899092725,0.017081189804074498,-0.030523064694498753,0.0025239011081255596,0.09108213724909284,0.07624293971382826,0.03682403098077326,0.09228344107961783,-0.006966722303179395
HALLMARK_GLYCOLYSIS,0.03989117719440579,0.03540955322947092,0.050903429595100025,0.025218329979075294,0.0010028547928614985,0.14178729100377055,0.0056093563530380305,0.1434500080227293,0.12789339798046623,-0.02072600979493008,0.08140504378890459,0.0845317952784552
HALLMARK_HEDGEHOG_SIGNALING,0.006782163508391786,-0.004076127338038023,0.09491860781301817,0.058450017246711554,-0.06734181070213571,0.16830747272610247,0.04839800889320298,0.10837217249485968,0.0749501263713425,0.0036291765950065375,0.03219093761466106,0.05192088394197217
HALLMARK_HEME_METABOLISM,0.026206667635784595,0.03520858832943058,0.0013836976788363568,0.0342739890031238,0.03923583928333889,0.056347408378805454,0.04527147154885817,0.1467179427277021,0.1335314234491364,0.06461413627993702,0.06516001224068102,0.08676430839879382
HALLMARK_HYPOXIA,-0.025530408803619287,0.003435326248105116,0.04848928584164745,0.025729654405428338,0.05077255108153254,0.019168392933886592,-0.04421690087590249,-0.08278730798659743,-0.027365489656363835,-0.011825023148409523,-0.016489170289215847,0.02311725235221355
HALLMARK_IL2_STAT5_SIGNALING,-0.013926353560059156,0.0441131932323205,0.033025388467533945,0.0030713562170944313,0.027608123892096742,-0.026518148066611354,0.057284061111738935,0.00815277613252312,0.1234618762426443,0.0418017037271424,0.030618356630160222,0.07793127715496137
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.007483051700648825,0.028789192395931078,-0.07131603275712127,-0.018042682079481596,0.04705551946826677,-0.1685770642790742,-0.04255585302692768,-0.02274195330270329,0.07424561147590968,0.020266012467695514,-0.01106538604128298,0.043096245894419974
HALLMARK_INFLAMMATORY_RESPONSE,0.0029039754601284723,0.016731148054517756,0.06838070067994516,-0.01244916534692839,0.046020804936300785,0.04444699083122445,-0.039300761023123215,-0.01574065832721501,-0.01779003095272212,-0.0067151021921962595,-0.04008957496318594,0.041845576134272415
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02180827227170455,-0.012971631640697218,-0.08577321621066368,-0.012313518189504857,-0.018261576395120476,-0.14170460897682374,0.004934428956831384,0.13055809626012824,0.142782801746338,0.006772534291700205,0.0787908193010064,0.041632970979816525
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02761919788811288,0.04887396673980238,0.0556724949777135,-0.00801566271936858,-0.013099170725853437,-0.13715705872488126,0.026196314037864408,0.06792137443619839,0.011917242658705156,0.051721947650904876,0.0008896826798891762,-0.00183490110551021
HALLMARK_KRAS_SIGNALING_DN,0.0015277003709343046,-0.016891081190782545,0.07465324858142293,0.01936937425759838,0.02906381678490934,0.14540529141382386,-0.011103472164844608,0.2240923983817236,0.15351923927523972,0.037553013773418624,0.07642823228878422,0.0846447003106981
HALLMARK_KRAS_SIGNALING_UP,0.05932505422405805,0.019465972460590644,0.0666069139249323,0.06442757483884634,-0.009546995968928858,0.14391137920001623,0.08436204654432661,-0.03290414200752202,0.09191838031219744,0.033957278921084015,0.03686883259455105,0.03881989793522065
HALLMARK_MITOTIC_SPINDLE,0.020329570485581764,0.0073915052313448725,-0.025137435937226407,0.03796251636624584,0.0522697440272597,0.07665911762443724,0.053638802188014624,0.1334270438578066,0.1278187769656376,0.028094702542271234,0.08078672256543723,0.061932078394236145
HALLMARK_MTORC1_SIGNALING,0.007351752386095395,0.05555930995587688,-0.015915256316496245,0.005247375508712581,-0.010411526798394436,0.08497941997052676,-0.05223278457358177,-0.04828737345643731,-0.0030788667237544283,-0.02224789385416083,0.038158304502980925,0.00853856271379357
HALLMARK_MYC_TARGETS_V1,0.043453281496471666,0.0820823642482585,-0.016482818278122643,0.022450637423191103,-0.03103394356700797,0.10972176012456945,0.03337127601470136,0.11955479177396675,0.13968264794776616,-0.0027937078369999085,0.09912113682755111,0.02549636213731838
HALLMARK_MYC_TARGETS_V2,0.027568128657856173,0.0015207028714482194,-0.07592211838378617,0.010251315821210479,0.0029456258627259904,0.07981023368035922,0.0020933501824313685,-0.05067701980654528,0.0755890210314515,-0.017299680058355603,-0.0022218106072178483,0.07399189691446678
HALLMARK_MYOGENESIS,0.006644430660704473,0.00705640021516187,0.08086636474723198,0.004370111514031741,0.023505696721608738,0.0785137763962435,0.0781027374518668,0.12293377647988687,0.11959779680428874,0.02749092523340545,0.024920846675061305,0.08426759429091489
