,MGH258
BMP1,-0.02230518863636812
NDP,0.040983193790361194
TNFSF18,-0.018422627514090958
RTN4,0.011171459392488873
HEBP1,0.007731688640134496
WNT7B,-0.01622975782717486
PTMA,-0.03135188106563533
FASLG,-0.01622976241528582
CEACAM1,0.019108730835703882
PDAP1,-0.0026469856627008384
QDPR,-0.07683248526285295
POMC,0.015966553816387157
WNT5A,-0.005583728641277443
GRN,-0.06810897399344117
MIA,-0.02124335914965208
COL4A4,-0.018796042462917432
TAC1,0.07157247748087048
RARRES2,0.049916016777278645
FGF7,-0.018597874662271145
HBEGF,0.05868238777400594
PCSK1N,0.04955470629640485
SFRP1,-0.02361470142678727
MICA,0.033999013330784034
TG,-0.018796038227156895
ADA,0.05083263410267873
LAMC3,-0.022421106851496845
HMGB1,0.028534744050353965
ITGB3BP,-0.06099531860656463
RELN,-0.015582414013741535
IL15,0.058834602734887095
BSG,-0.0035203090106157714
ADAMTS3,-0.021245650134899072
CD34,-0.0004763591008573989
PLAT,0.04862372939803432
CKLF,0.06862702973890179
CD24,-0.04343191372624982
HSP90AA1,-0.05966836917568556
BMP4,-0.01934385205783444
IGFBP4,-0.012765784018313532
LEFTY2,-0.01861019656517387
ANGPTL2,0.042465186196826675
LRIG2,-0.030431088186803755
ICOSLG,0.023043598672577718
NPPC,0.09380874745355809
LYZ,-0.06605962471789827
SPTAN1,-0.03731559648952108
LIPC,-0.024064555506432276
COL8A1,0.057622001688896744
GSTM2,0.039062307888390664
SPX,-0.04818378220178916
MFGE8,0.028443996857670586
TGFA,-0.04241176174253809
SLIT2,-0.019343848962528026
PLTP,0.014989874089890656
APOD,-0.053840226923619276
B2M,0.03959615836131911
OMG,-0.04287455336054001
CXCL3,-0.015136509198592487
CXCL10,0.05459037883360513
CORT,0.08298441011708589
NCAN,-0.027016530431817686
TGM2,-0.011738937565362465
VEGFC,-0.018796043370580776
COL9A1,0.016636986454250244
GDF11,0.006312776840272588
SORBS1,-0.0380065279560016
DLL1,0.0005129618622010412
TLN1,0.037990517670300934
COL2A1,-0.017654290506011472
PON2,-0.042663266486959124
HPX,0.02729755996964466
HP,0.022731019662624075
CXCL2,0.028380417182176768
CCK,0.06002319285587966
SEMA6A,0.0014440392204684816
IRAK4,-0.007878683566083431
GSTP1,0.002919119180705336
VCAM1,-0.011566271802760316
NXPH3,0.013036226280636665
MTMR4,-0.015024341503266425
IL10,0.07994507576682865
SEMA4D,-0.059431408774253784
TRH,-0.017258374672440305
SEMA6D,0.060871179295713375
PDCD1LG2,0.0052555427175808335
SPINT1,0.01890808034330175
CTHRC1,0.07752691205867326
PODXL,0.007332997839468873
JAM3,-0.03662691895102216
TGFB2,-0.05524515477308258
COL18A1,-0.03563251262367706
NODAL,-0.027303635359973124
INHBB,0.04940881312525728
ARF4,0.008872969235331311
CXCL14,-0.05009328126607208
LIF,0.1144074070995597
ADAM28,0.039536582916064815
TCN2,-0.03896238693013915
CUBN,0.01653979747297836
TIMP3,0.03244791750788921
PIGF,0.017391573572567803
CCL5,-0.04996076294887137
GAD1,0.05245619648648419
