,ZH1019T1,ZH1019inf
BMP1,-0.06588969682642984,0.02107037676884685
NDP,0.0008967159622024275,-0.026144571832224916
TNFSF18,-0.04287681099463545,
RTN4,-0.04139601477009465,-0.0013232364662526994
HEBP1,-0.022860418176692966,0.04417426799318955
WNT7B,,-0.029991950199566537
PTMA,0.0059622216498868095,-0.04953203228380221
CEACAM1,-0.03014967494028746,-0.026897261330481724
PDAP1,-0.014866422858549444,-0.042966696285505104
QDPR,0.03562003322861704,0.023947835503606855
POMC,-0.05126742795058536,0.004213220425553847
CCL18,,-0.01907060051670958
VEGFD,-0.04098782238653551,
WNT5A,-0.1154431239461957,-0.04933021532558154
CXCL8,0.05603668413712774,-0.033576794746672085
GRN,-0.14482290829518438,0.04170393148451561
MIA,-0.06638852866948582,-0.011778758032096352
COL4A4,-0.0019435406580755375,-0.024111197724641455
RARRES2,0.06883173334911703,-0.0006355295834726603
FGF7,0.023309935594866292,0.02715899944341602
HBEGF,0.02315982752181489,0.06487981697016801
PCSK1N,0.007279810945913894,-0.005610690553979409
SFRP1,0.00800050241418612,0.0343649710724351
MICA,-0.10010375311027904,0.037848146221200925
TG,-0.0010033218293333894,-0.007786690023725944
ADA,0.041887276091868896,0.045475175907527324
LAMC3,-0.12129089548261929,0.05815133604663017
NGF,-0.05783406490199823,0.14320550205638213
TNFSF15,-0.04612145899954987,-0.0286211214431355
HMGB1,-0.08896771027800171,0.026008046821593255
ITGB3BP,0.116040902372491,0.0012261891319949635
AANAT,,-0.019862829842261686
RELN,0.0654105174090394,
IL15,-0.024249546379040268,-0.011877091650678413
BSG,-0.003263397725877565,0.05329131917156529
ADAMTS3,,-0.02378371661620978
CD34,-0.10406719279781368,0.002505589488466539
PLAT,-0.09383596502925823,0.09257903732544893
CKLF,-0.07303975285173216,0.04506386868723469
CD24,0.00901281913869362,0.03763929321071697
HSP90AA1,-0.06112167278330419,0.015163351366136484
BMP4,0.14088490719343277,0.02594479300224057
SCGB3A1,0.00027015959825463367,
IGFBP4,-0.09442357299705746,0.009286873399516369
RSPO4,-0.04021237369740511,
LEFTY2,,-0.025383013166899827
ANGPTL2,-0.06741307610775038,0.0324042184591424
LRIG2,0.09576300065988873,0.033858084643851996
ICOSLG,0.0085522643258471,0.13544384192924408
